city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
emigration_canyon,David Paul Brems,2016,"Metro Township Council (founding, at-large)",,662.11,662.11,2,1,summary,
emigration_canyon,Gary Bowen,2016,"Metro Township Council (founding, at-large)",,55.0,55.0,2,1,summary,
emigration_canyon,Bob Staggers,2016,"Metro Township Council (founding, at-large)",,0.0,50.0,2,2,sum-interim,
emigration_canyon,Jennifer Hawkes,2016,"Metro Township Council (founding, at-large)",,0.0,50.0,2,1,summary,
emigration_canyon,Joe Smolka,2016,"Metro Township Council (founding, at-large)",,0.0,50.0,2,1,summary,
emigration_canyon,Kathryn Christensen,2016,"Metro Township Council (founding, at-large)",,50.0,50.0,2,1,summary,
emigration_canyon,Rick Raile,2016,"Metro Township Council (founding, at-large)",,50.0,50.0,2,1,summary,
emigration_canyon,Steve Hook,2016,"Metro Township Council (founding, at-large)",,50.0,50.0,2,1,summary,
emigration_canyon,Gary Bowen,2017,Metro Township Council At-Large (2017 @LRG),,50.0,50.0,2,2,sum-interim,
emigration_canyon,Joe Smolka,2017,Metro Township Council At-Large (2017 @LRG),,50.0,50.0,2,1,summary,
emigration_canyon,Catherine Harris,2019,Metro Township Council At-Large (2019 cycle),,0.0,50.0,2,2,sum-interim,
emigration_canyon,David Paul Brems,2019,Metro Township Council At-Large (2019 cycle),,50.0,50.0,1,1,single,
emigration_canyon,Jennifer Hawkes,2019,Metro Township Council At-Large (2019 cycle),,0.0,50.0,1,1,single,
emigration_canyon,Tyler Tippets,2019,Metro Township Council At-Large (2019 cycle),,0.0,0.0,2,2,summary,
emigration_canyon,Zachary Posner,2025,"City of Emigration Canyon Council (2025, at-large)",,50.0,50.0,1,1,single,
emigration_canyon,Dillon Wheelock,2025,"City of Emigration Canyon Council (2025, at-large)",,50.0,50.0,1,1,single,
emigration_canyon,Robert Pinon,2025,"City of Emigration Canyon Council (2025, at-large)",,50.0,50.0,1,1,single,
emigration_canyon,Jacob Steed,2025,"City of Emigration Canyon Council (2025, at-large)",,0.0,0.0,1,1,single,
