year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,ALLAN J PERRY,134,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,CODY CUTLER,133,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,D. SCOTT LITTLE,119,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,PAULINA F. FLINT,129,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,ALLAN J PERRY,150,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,CODY CUTLER,144,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,D. SCOTT LITTLE,147,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,PAULINA F. FLINT,175,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,ALLAN J PERRY,122,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,CODY CUTLER,112,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,D. SCOTT LITTLE,141,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,PAULINA F. FLINT,120,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT004,ALLAN J PERRY,183,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT004,CODY CUTLER,143,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT004,D. SCOTT LITTLE,215,False
2019,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT004,PAULINA F. FLINT,135,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,GREG SHELTON,134,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,HOWARD F. VAN HORN II,86,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,NICK J. WEST,57,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,PAULINA F. FLINT,131,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT001,TYLER HUISH,77,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,GREG SHELTON,139,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,HOWARD F. VAN HORN II,151,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,NICK J. WEST,48,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,PAULINA F. FLINT,180,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT002,TYLER HUISH,80,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,GREG SHELTON,147,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,HOWARD F. VAN HORN II,73,False
2023,municipal general,Council,At-Large,White City Metro Township Council At-Large,WHT003,NICK J. WEST,75,False
