dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice vote - all in favor,crosswalk,high,1
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,2,2020-01-07,Council,Budget Amendment,Budget,,final-action,pass,7,0,,roll-call,7-0 Unanimous Pass,crosswalk,medium,2
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,3,2020-01-07,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,7,0,,roll-call,7-0 Unanimous Pass,crosswalk,medium,3
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,4,2020-01-07,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,7,0,,roll-call,7-0 Unanimous Pass,crosswalk,medium,4
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,5,2020-01-07,Council,Interlocal,Interlocal,,final-action,pass,7,0,,roll-call,7-0 Unanimous Pass,crosswalk,medium,5
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,6,2020-01-07,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,7,0,,roll-call,7-0 Unanimous Pass,crosswalk,medium,6
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_council-study-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice vote - all in favor,crosswalk,high,7
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md,1,2020-01-07,MBA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice vote - all in favor,crosswalk,high,8
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md,2,2020-01-07,MBA,Budget Amendment,Budget,,final-action,pass,7,0,,roll-call,7-0 Unanimous Pass,crosswalk,medium,9
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md,3,2020-01-07,MBA,Appointment,Appointment,,final-action,pass,,,,voice,Voice vote - all in favor,crosswalk,high,10
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_redevelopment-agency-meeting.md,1,2020-01-07,RDA,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice vote - all in favor,crosswalk,high,11
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_redevelopment-agency-meeting.md,2,2020-01-07,RDA,Appointment,Appointment,,final-action,pass,,,,voice,Voice vote - all in favor,crosswalk,high,12
meeting_minutes,minutes/2020/2020-01-13/2020-01-14_council-regular-meeting.md,1,2020-01-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice vote - all in favor,crosswalk,high,13
meeting_minutes,minutes/2020/2020-01-13/2020-01-14_council-regular-meeting.md,2,2020-01-14,Council,Interlocal,Interlocal,,final-action,pass,6,0,,roll-call,6-0 Unanimous Pass,crosswalk,medium,14
meeting_minutes,minutes/2020/2020-01-13/2020-01-14_council-regular-meeting.md,3,2020-01-14,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,6,0,,roll-call,6-0 Unanimous Pass,crosswalk,medium,15
