motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,"to approve the Minutes of the Regular Meeting held December 17, 2019",Procedural/Administrative,Voice vote - all in favor,Pass,council_vote,,procedural,keyword,high,,,,15,26,0,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
2,1,1,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,14,8,1,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
3,1,1,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,8,15,1,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
4,1,1,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,25,14,1,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
5,1,1,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,25,8,1,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
6,1,1,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,1,singleton,high,14,26,1,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,minutes
7,2,1,1,"to approve the Minutes of the Study Meeting held December 17, 2019",Procedural/Administrative,Voice vote - all in favor,Pass,council_vote,,procedural,keyword,high,,,,25,13,0,minutes/2020/2020-01-06/2020-01-07_council-study-meeting.md,minutes
8,3,2,1,"to approve the Minutes of the Special Meeting August 20, 2019",Procedural/Administrative,Voice vote - all in favor,Pass,mba_vote,,procedural,keyword,high,,,,25,8,0,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md,minutes
9,3,2,2,to approve Resolution 20-01,Budget Amendment,7-0 Unanimous Pass,Pass,mba_vote,,approve,keyword,high,2,singleton,high,8,25,1,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md,minutes
10,3,2,3,to elect Lars Nordfelt as Chair of the Municipal Building Authority for 2020 and Jake Fitisemanu as Vice Chair of the Municipal Building Authority for 2020,Appointment,Voice vote - all in favor,Pass,mba_vote,,,unclassified,low,,,,25,14,0,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md,minutes
11,4,4,1,"to approve the Minutes of the Special Meeting held November 19, 2019",Procedural/Administrative,Voice vote - all in favor,Pass,rda_vote,,procedural,keyword,high,,,,25,14,0,minutes/2020/2020-01-06/2020-01-07_redevelopment-agency-meeting.md,minutes
12,4,4,2,to elect Don Christensen as Chair of the Redevelopment Agency for 2020 and Karen Lang as Vice Chair of the Redevelopment Agency for 2020,Appointment,Voice vote - all in favor,Pass,rda_vote,,,unclassified,low,,,,25,14,0,minutes/2020/2020-01-06/2020-01-07_redevelopment-agency-meeting.md,minutes
13,5,1,1,"to approve the Minutes of the Regular Meeting held January 7, 2020",Procedural/Administrative,Voice vote - all in favor,Pass,council_vote,,procedural,keyword,high,,,,15,8,0,minutes/2020/2020-01-13/2020-01-14_council-regular-meeting.md,minutes
14,5,1,2,to approve Resolution 20-01,Interlocal,6-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,14,13,1,minutes/2020/2020-01-13/2020-01-14_council-regular-meeting.md,minutes
15,5,1,3,to approve Resolutions 20-02 and 20-03,Land-Use/Zoning,6-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,3,singleton,high,25,15,1,minutes/2020/2020-01-13/2020-01-14_council-regular-meeting.md,minutes
16,6,1,1,"to approve the Minutes of the Study Meeting held January 7, 2020",Procedural/Administrative,Voice vote - all in favor,Pass,council_vote,,procedural,keyword,high,,,,25,13,0,minutes/2020/2020-01-13/2020-01-14_council-study-meeting.md,minutes
17,6,1,2,to adjourn and reconvene in a Closed Session for discussion of disposition of real property,Procedural/Administrative,Voice vote - all in favor,Pass,council_vote,,procedural,keyword,high,,,,25,14,0,minutes/2020/2020-01-13/2020-01-14_council-study-meeting.md,minutes
18,7,1,1,"to approve the Minutes of the Regular Meeting held January 7, 2020",Procedural/Administrative,Voice vote - all in favor,Pass,council_vote,,procedural,keyword,high,,,,13,26,0,minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
19,7,1,2,to approve Ordinance 20-01,Land-Use/Zoning,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,4,singleton,high,8,26,1,minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
20,7,1,3,to approve Resolution 20-04,Resolution,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,13,25,1,minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
21,7,1,4,to approve Resolution 20-05,Contract/Purchase,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,25,26,1,minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
22,7,1,5,to approve Resolution 20-06,Resolution,7-0 Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,15,8,1,minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,minutes
