week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-08,2020-01-02,0,1,9,0,city council
2020-01-15,2020-01-09,0,1,0,0,city priorities meeting
2020-01-22,2020-01-16,0,1,5,0,city council
2020-02-05,2020-01-30,0,1,4,0,city council
2020-02-19,2020-02-13,0,1,3,0,city council
2020-03-04,2020-02-27,0,1,3,0,city council
2020-04-01,2020-03-26,0,1,7,0,city council
2020-04-15,2020-04-09,0,1,6,0,city council
2020-04-29,2020-04-23,0,1,1,0,city council
2020-05-06,2020-04-30,0,1,8,0,city council
2020-05-20,2020-05-14,0,1,4,0,city council
2020-06-03,2020-05-28,0,1,3,0,city council
2020-06-17,2020-06-11,0,1,15,1,city council
2020-07-01,2020-06-25,0,1,8,0,city council
2020-08-05,2020-07-30,0,1,5,0,city council
2020-08-19,2020-08-13,0,1,3,0,city council
2020-09-02,2020-08-27,0,1,4,0,city council
2020-09-16,2020-09-10,0,1,4,0,city council
2020-09-30,2020-09-24,0,1,2,0,city council
2020-10-07,2020-10-01,0,1,6,0,city council
2020-10-21,2020-10-15,0,1,3,0,city council
2020-11-04,2020-10-29,0,1,4,0,city council
2020-12-02,2020-11-26,0,1,5,0,city council
2021-01-06,2020-12-31,0,2,7,1,city council; work session
2021-01-20,2021-01-14,0,1,3,0,city council
2021-02-03,2021-01-28,0,1,3,0,city council
2021-02-17,2021-02-11,0,1,3,0,city council
2021-03-03,2021-02-25,0,1,5,2,city council
2021-03-17,2021-03-11,0,1,2,0,city council
2021-04-07,2021-04-01,0,1,5,0,city council
2021-04-21,2021-04-15,0,1,7,2,city council
2021-05-05,2021-04-29,0,1,6,0,city council
2021-05-19,2021-05-13,0,1,7,0,city council
2021-06-02,2021-05-27,0,2,8,0,city council; rda board meeting
2021-06-16,2021-06-10,0,1,8,0,city council
2021-07-07,2021-07-01,0,1,9,0,city council
2021-08-04,2021-07-29,0,1,3,0,city council
2021-08-18,2021-08-12,0,1,3,0,city council
2021-09-01,2021-08-26,0,1,5,0,city council
2021-09-15,2021-09-09,0,1,3,0,city council
2021-10-06,2021-09-30,0,1,3,0,city council
2021-10-20,2021-10-14,0,1,5,0,city council
2021-11-03,2021-10-28,0,1,3,0,city council
2021-11-17,2021-11-11,0,1,3,0,city council
2021-12-01,2021-11-25,0,1,5,0,city council
2021-12-15,2021-12-09,0,1,1,0,city council
2022-01-05,2021-12-30,0,2,9,0,city council; redevelopment agency board
2022-01-19,2022-01-13,0,1,4,0,city council
2022-02-02,2022-01-27,0,1,2,0,city council
2022-02-16,2022-02-10,0,1,3,0,city council
2022-03-02,2022-02-24,0,1,1,0,city council
2022-03-16,2022-03-10,0,1,7,0,city council
2022-04-06,2022-03-31,0,1,7,0,city council
2022-04-27,2022-04-21,0,1,6,0,city council
2022-05-04,2022-04-28,0,2,5,2,city council; redevelopment agency board
2022-05-18,2022-05-12,0,1,5,0,city council
2022-06-01,2022-05-26,0,1,4,0,city council
2022-06-15,2022-06-09,0,1,6,1,city council
2022-07-06,2022-06-30,0,1,4,0,city council
2022-08-03,2022-07-28,0,1,4,0,city council
2022-08-17,2022-08-11,0,2,9,0,city council; truth in taxation
2022-09-07,2022-09-01,0,1,3,0,city council
2022-09-21,2022-09-15,0,1,6,0,city council
2022-10-05,2022-09-29,0,1,2,0,city council
2022-10-19,2022-10-13,0,1,3,0,city council
2022-11-02,2022-10-27,0,1,4,0,city council
2022-11-16,2022-11-10,0,1,4,0,city council
2022-12-07,2022-12-01,0,1,5,0,city council
2023-01-04,2022-12-29,0,1,2,0,city council
2023-01-18,2023-01-12,0,1,3,0,city council
2023-02-01,2023-01-26,0,1,5,0,city council
2023-02-15,2023-02-09,0,1,2,0,city council
