week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-09,2020-01-03,0,1,22,3,city council meeting
2020-01-16,2020-01-10,0,1,8,0,city council meeting
2020-01-23,2020-01-17,0,1,3,0,city council meeting
2020-01-30,2020-01-24,0,1,12,2,city council meeting
2020-02-06,2020-01-31,0,1,9,0,city council meeting
2020-02-13,2020-02-07,0,1,0,0,city council meeting
2020-02-20,2020-02-14,0,1,2,0,city council meeting
2020-02-27,2020-02-21,0,1,10,0,city council meeting
2020-03-05,2020-02-28,0,1,8,0,city council meeting
2020-03-19,2020-03-13,0,1,5,0,city council meeting
2020-04-09,2020-04-03,0,1,3,0,city council meeting
2020-04-16,2020-04-10,0,1,5,0,city council meeting
2020-04-30,2020-04-24,0,1,6,0,city council meeting
2020-05-14,2020-05-08,0,1,8,0,city council meeting
2020-05-21,2020-05-15,0,1,9,0,city council meeting
2020-05-28,2020-05-22,0,1,4,0,city council meeting
2020-06-11,2020-06-05,0,1,10,1,city council meeting
2020-06-18,2020-06-12,0,1,8,0,city council meeting
2020-06-25,2020-06-19,0,1,8,2,city council meeting
2020-07-09,2020-07-03,0,1,15,2,city council meeting
2020-07-16,2020-07-10,0,1,3,0,city council meeting
2020-07-30,2020-07-24,0,2,12,0,city council meeting
2020-08-06,2020-07-31,0,1,10,0,city council meeting
2020-09-03,2020-08-28,0,1,2,0,city council meeting
2020-09-17,2020-09-11,3,1,15,2,city council meeting
2020-09-24,2020-09-18,0,1,3,0,city council meeting
2020-10-01,2020-09-25,0,1,7,0,city council meeting
2020-10-15,2020-10-09,0,1,8,1,city council meeting
2020-10-29,2020-10-23,1,2,10,0,city council meeting
2020-11-12,2020-11-06,2,1,6,0,city council meeting
2020-11-19,2020-11-13,0,1,14,1,city council meeting
2020-12-10,2020-12-04,0,1,7,0,city council meeting
2020-12-17,2020-12-11,0,2,8,1,city council meeting
2021-01-07,2021-01-01,0,1,9,0,city council meeting
2021-01-21,2021-01-15,0,1,5,0,city council meeting
2021-02-04,2021-01-29,1,1,6,0,city council meeting
2021-02-11,2021-02-05,0,1,0,0,city council meeting
2021-02-25,2021-02-19,17,1,9,0,city council meeting
2021-03-11,2021-03-05,0,1,8,0,city council meeting
2021-03-18,2021-03-12,0,1,5,0,city council meeting
2021-04-01,2021-03-26,0,2,9,1,city council meeting
2021-04-15,2021-04-09,1,1,8,0,city council meeting
2021-04-29,2021-04-23,2,1,15,0,city council meeting
2021-05-13,2021-05-07,0,1,10,0,city council meeting
2021-05-20,2021-05-14,0,1,0,0,city council meeting
2021-05-27,2021-05-21,0,2,14,1,city council meeting
2021-06-17,2021-06-11,0,1,8,0,city council meeting
2021-06-24,2021-06-18,1,1,12,0,city council meeting
2021-07-01,2021-06-25,0,1,15,1,city council meeting
2021-07-15,2021-07-09,0,1,9,0,city council meeting
2021-08-19,2021-08-13,0,1,8,0,city council meeting
2021-09-02,2021-08-27,0,1,9,0,city council meeting
2021-09-23,2021-09-17,1,2,6,0,city council meeting
2021-10-07,2021-10-01,0,1,8,0,city council meeting
2021-10-21,2021-10-15,0,1,1,0,city council meeting
2021-10-28,2021-10-22,3,1,9,0,city council meeting
2021-11-04,2021-10-29,3,1,4,0,city council meeting
2021-11-11,2021-11-05,1,1,3,0,city council meeting
2021-11-18,2021-11-12,4,2,10,0,city council meeting
2021-12-09,2021-12-03,4,1,9,0,city council meeting
2021-12-16,2021-12-10,1,1,9,2,city council meeting
2022-01-06,2021-12-31,0,1,6,0,city council meeting
2022-01-13,2022-01-07,0,3,6,1,city council meeting
2022-01-27,2022-01-21,0,1,6,4,city council meeting
2022-02-03,2022-01-28,2,1,4,0,city council meeting
2022-02-10,2022-02-04,0,2,0,0,city council meeting
2022-02-17,2022-02-11,4,2,7,0,city council meeting
2022-03-03,2022-02-25,0,1,9,2,city council meeting
2022-03-17,2022-03-11,1,2,9,1,city council meeting
2022-03-31,2022-03-25,1,2,14,1,city council meeting
2022-04-07,2022-04-01,1,1,9,2,city council meeting
2022-04-28,2022-04-22,1,1,11,0,city council meeting
2022-05-05,2022-04-29,2,1,7,0,city council meeting
2022-05-12,2022-05-06,0,1,3,0,city council meeting
2022-05-26,2022-05-20,0,1,10,0,city council meeting
2022-06-09,2022-06-03,2,1,6,1,city council meeting
2022-06-16,2022-06-10,1,1,6,0,city council meeting
2022-06-23,2022-06-17,7,1,21,3,city council meeting
2022-06-30,2022-06-24,0,1,0,0,city council meeting
