dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,1,2018-01-04,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),rule:proc-session,high,1
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,2,2018-01-04,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,2
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,3,2018-01-04,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,3
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,4,2018-01-04,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,4
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,5,2018-01-04,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,5
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,6,2018-01-04,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,medium,6
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,7,2018-01-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,7
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,8,2018-01-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,8
meeting_minutes,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,9,2018-01-04,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,9
meeting_minutes,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,1,2018-03-01,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),rule:proc-session,high,10
meeting_minutes,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,2,2018-03-01,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,11
meeting_minutes,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,3,2018-03-01,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high,12
meeting_minutes,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,4,2018-03-01,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),rule:proc-report,medium,13
