application_id,app_key,body_id,name,rep_title
1,Council|s|meeting_minutes/minutes/2019/2019-06-06/2019-06-06_council-meeting.md|5,1,,"to schedule a public hearing to receive public comment relating to White City Metro Township Code Title 18: “Subdivisions,” Chapters 16: “Final Plat” and 24: “Required Improvements” on Thursday, July 11, 2019, at 6:00 p.m. at the White City Water District Office"
2,Council|s|meeting_minutes/minutes/2020/2020-03-05/2020-03-05_council-meeting.md|9,1,,"to approve the following Ordinance as amended. ORDINANCE NO. 20-02-01 Date: March 5, 2020 AN ORDINANCE AMENDING TITLE 5, ENTITLED “BUSINESS LICENSES AND REGULATIONS,” OF THE WHITE CITY METRO TOWNSHIP CODE OF ORDINANCES, BY ADDING PUBLIC NUISANCE, CRIME-MAGNET, AND GENERAL WELFARE JUSTIFICATIONS FOR REVOKING A BUSINESS LICENSE AND PROVIDING GREATER DUE PROCESS FOR BUSINESS LICENSE SUPENSIONS AND…"
3,Council|s|meeting_minutes/minutes/2020/2020-03-05/2020-03-05_council-meeting.md|11,1,,"to amend the language in Section II – Purpose, to read “The purpose of the committee is to develop a draft White City General Plan with assistance of White City planning staff, pursuant to Utah Code”"
4,Council|s|meeting_minutes/minutes/2020/2020-03-05/2020-03-05_council-meeting.md|16,1,,amend paragraph c in the recitals to read “draft a White City General Plan with assistance of staff”
5,Council|s|meeting_minutes/minutes/2020/2020-05-07/2020-05-07_council-meeting.md|7,1,,"to appoint Tyler Huish, Greg Shelton, Caitlyn Miller, Zachary Zundel, John Hoggan, Lynette Hurd, Jake Short, Josiah Halverson, Don Patocka, David Quinney, and Renae Sutton to the White City General Plan Steering Committee and James Lucas and Steve Wrigley as non-voting community stakeholders"
6,Council|s|meeting_minutes/minutes/2021/2021-05-06/2021-05-06_council-meeting.md|4,1,,"to defer the resolution receiving the Steering Committee report regarding the White City Metro Township General Plan and referral to the Planning Commission, until the June meeting"
7,Council|s|meeting_minutes/minutes/2021/2021-06-03/2021-06-03_council-meeting.md|6,1,,to approve the Resolution to thank and dissolve the General Plan Steering Committee and instructing the Planning Commission to complete the General Plan work and make recommendations to the White City Metro Township Council
8,Council|s|meeting_minutes/minutes/2021/2021-10-07/2021-10-07_council-meeting.md|5,1,,"to hold the White City Metro Township General Plan workshop on October 21, 2021, at 6:00 pm, at the White City Water Improvement District located at 999 E Galena Drive; the White City Metro Township General Plan public hearing on November 18, 2021, at 7:00 pm, at the Eastmont Middle School located at 10100 S 1300 E"
9,Council|s|meeting_minutes/minutes/2022/2022-04-07/2022-04-07_council-meeting.md|6,1,,to amend the White City Metro Township General Plan as presented and discussed
10,Council|s|meeting_minutes/minutes/2022/2022-04-07/2022-04-07_council-meeting.md|7,1,,"to approve Resolution 2022-04-02, adopting the White City Metro Township General Plan as amended"
11,Council|s|meeting_minutes/minutes/2024/2024-05-02/2024-05-02_council-meeting.md|5,1,,to deny the rezone request
12,Council|s|meeting_minutes/minutes/2024/2024-10-03/2024-10-03_council-meeting.md|5,1,,to approve Ordinance No. 2024-0-05 amending Subdivision Provision and Procedures. Council Member Shelton made a counter motion to defer approval to provide time for him to review the amendments. The counter motion
13,Council|s|meeting_minutes/minutes/2024/2024-10-03/2024-10-03_council-meeting.md|6,1,,to postpone the matter until a Master Plan was in place for Big Bear Park. The motion
14,Council|s|meeting_minutes/minutes/2025/2025-01-02/2025-01-02_council-meeting.md|5,1,,to approve Ordinance No. 2025-0-01 amending Title 12 of the White City Municipal Code regarding Code Enforcement and Community Preservation
15,Council|s|meeting_minutes/minutes/2025/2025-02-06/2025-02-06_council-meeting.md|4,1,,to approve Resolution No. 2025-02-02 Confirming the Appointment of Christy Seiger Webster to the Detached Accessory Dwelling Unit (DADU) Committee
