meeting_id,body_id,meeting_date,title,source_file
1,1,2018-01-04,White City Council Meeting,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md
2,1,2018-03-01,White City Council Meeting,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md
3,1,2018-04-05,White City Council Meeting,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md
4,1,2018-05-03,White City Council Meeting,meeting_minutes/minutes/2018/2018-05-03/2018-05-03_council-meeting.md
5,1,2018-06-07,White City Council Meeting,meeting_minutes/minutes/2018/2018-06-07/2018-06-07_council-meeting.md
6,1,2018-07-05,White City Council Meeting,meeting_minutes/minutes/2018/2018-07-05/2018-07-05_council-meeting.md
7,1,2018-08-02,White City Council Meeting,meeting_minutes/minutes/2018/2018-08-02/2018-08-02_council-meeting.md
8,1,2018-10-04,White City Council Meeting,meeting_minutes/minutes/2018/2018-10-04/2018-10-04_council-meeting.md
9,1,2018-11-01,White City Council Meeting,meeting_minutes/minutes/2018/2018-11-01/2018-11-01_council-meeting.md
10,1,2018-11-15,White City Council Meeting,meeting_minutes/minutes/2018/2018-11-15/2018-11-15_council-meeting.md
11,1,2018-12-13,White City Council Meeting,meeting_minutes/minutes/2018/2018-12-13/2018-12-13_council-meeting.md
12,1,2019-01-03,White City Council Meeting,meeting_minutes/minutes/2019/2019-01-03/2019-01-03_council-meeting.md
13,1,2019-02-07,White City Council Meeting,meeting_minutes/minutes/2019/2019-02-07/2019-02-07_council-meeting.md
14,1,2019-03-07,White City Council Meeting,meeting_minutes/minutes/2019/2019-03-07/2019-03-07_council-meeting.md
15,1,2019-04-04,White City Council Meeting,meeting_minutes/minutes/2019/2019-04-04/2019-04-04_council-meeting.md
16,1,2019-05-02,White City Council Meeting,meeting_minutes/minutes/2019/2019-05-02/2019-05-02_council-meeting.md
17,1,2019-06-06,White City Council Meeting,meeting_minutes/minutes/2019/2019-06-06/2019-06-06_council-meeting.md
18,1,2019-07-11,White City Council Meeting,meeting_minutes/minutes/2019/2019-07-11/2019-07-11_council-meeting.md
19,1,2019-08-01,White City Council Meeting,meeting_minutes/minutes/2019/2019-08-01/2019-08-01_council-meeting.md
20,1,2019-09-05,White City Council Meeting,meeting_minutes/minutes/2019/2019-09-05/2019-09-05_council-meeting.md
21,1,2019-09-23,White City Council Meeting,meeting_minutes/minutes/2019/2019-09-23/2019-09-23_council-meeting.md
22,1,2019-10-03,White City Council Meeting,meeting_minutes/minutes/2019/2019-10-03/2019-10-03_council-meeting.md
23,1,2019-11-14,White City Council Meeting,meeting_minutes/minutes/2019/2019-11-14/2019-11-14_council-meeting.md
24,1,2019-12-05,White City Council Meeting,meeting_minutes/minutes/2019/2019-12-05/2019-12-05_council-meeting.md
25,1,2020-01-02,White City Council Meeting,meeting_minutes/minutes/2020/2020-01-02/2020-01-02_council-meeting.md
26,1,2020-02-06,White City Council Meeting,meeting_minutes/minutes/2020/2020-02-06/2020-02-06_council-meeting.md
27,1,2020-03-05,White City Council Meeting,meeting_minutes/minutes/2020/2020-03-05/2020-03-05_council-meeting.md
28,1,2020-05-07,White City Council Meeting,meeting_minutes/minutes/2020/2020-05-07/2020-05-07_council-meeting.md
29,1,2020-06-04,White City Council Meeting,meeting_minutes/minutes/2020/2020-06-04/2020-06-04_council-meeting.md
30,1,2020-07-02,White City Council Meeting,meeting_minutes/minutes/2020/2020-07-02/2020-07-02_council-meeting.md
31,1,2020-08-13,White City Council Meeting,meeting_minutes/minutes/2020/2020-08-13/2020-08-13_council-meeting.md
32,1,2020-09-03,White City Council Meeting,meeting_minutes/minutes/2020/2020-09-03/2020-09-03_council-meeting.md
33,1,2020-10-01,White City Council Meeting,meeting_minutes/minutes/2020/2020-10-01/2020-10-01_council-meeting.md
34,1,2020-11-05,White City Council Meeting,meeting_minutes/minutes/2020/2020-11-05/2020-11-05_council-meeting.md
35,1,2020-12-03,White City Council Meeting,meeting_minutes/minutes/2020/2020-12-03/2020-12-03_council-meeting.md
36,1,2020-12-17,White City Council Meeting,meeting_minutes/minutes/2020/2020-12-17/2020-12-17_council-meeting.md
37,1,2021-01-07,White City Council Meeting,meeting_minutes/minutes/2021/2021-01-07/2021-01-07_council-meeting.md
38,1,2021-02-04,White City Council Meeting,meeting_minutes/minutes/2021/2021-02-04/2021-02-04_council-meeting.md
39,1,2021-03-04,White City Council Meeting,meeting_minutes/minutes/2021/2021-03-04/2021-03-04_council-meeting.md
40,1,2021-04-01,White City Council Meeting,meeting_minutes/minutes/2021/2021-04-01/2021-04-01_council-meeting.md
41,1,2021-05-06,White City Council Meeting,meeting_minutes/minutes/2021/2021-05-06/2021-05-06_council-meeting.md
42,1,2021-06-03,White City Council Meeting,meeting_minutes/minutes/2021/2021-06-03/2021-06-03_council-meeting.md
43,1,2021-07-08,White City Council Meeting,meeting_minutes/minutes/2021/2021-07-08/2021-07-08_council-meeting.md
44,1,2021-08-05,White City Council Meeting,meeting_minutes/minutes/2021/2021-08-05/2021-08-05_council-meeting.md
45,1,2021-09-02,White City Council Meeting,meeting_minutes/minutes/2021/2021-09-02/2021-09-02_council-meeting.md
46,1,2021-10-07,White City Council Meeting,meeting_minutes/minutes/2021/2021-10-07/2021-10-07_council-meeting.md
47,1,2021-11-18,White City Council Meeting,meeting_minutes/minutes/2021/2021-11-18/2021-11-18_council-meeting.md
48,1,2021-12-09,White City Council Meeting,meeting_minutes/minutes/2021/2021-12-09/2021-12-09_council-meeting.md
49,1,2022-01-06,White City Council Meeting,meeting_minutes/minutes/2022/2022-01-06/2022-01-06_council-meeting.md
50,1,2022-02-03,White City Council Meeting,meeting_minutes/minutes/2022/2022-02-03/2022-02-03_council-meeting.md
51,1,2022-03-03,White City Council Meeting,meeting_minutes/minutes/2022/2022-03-03/2022-03-03_council-meeting.md
52,1,2022-03-31,White City Council Meeting,meeting_minutes/minutes/2022/2022-03-31/2022-03-31_council-meeting.md
53,1,2022-04-07,White City Council Meeting,meeting_minutes/minutes/2022/2022-04-07/2022-04-07_council-meeting.md
54,1,2022-05-05,White City Council Meeting,meeting_minutes/minutes/2022/2022-05-05/2022-05-05_council-meeting.md
55,1,2022-06-02,White City Council Meeting,meeting_minutes/minutes/2022/2022-06-02/2022-06-02_council-meeting.md
56,1,2022-08-04,White City Council Meeting,meeting_minutes/minutes/2022/2022-08-04/2022-08-04_council-meeting.md
57,1,2022-09-01,White City Council Meeting,meeting_minutes/minutes/2022/2022-09-01/2022-09-01_council-meeting.md
58,1,2022-10-06,White City Council Meeting,meeting_minutes/minutes/2022/2022-10-06/2022-10-06_council-meeting.md
59,1,2022-11-10,White City Council Meeting,meeting_minutes/minutes/2022/2022-11-10/2022-11-10_council-meeting.md
60,1,2022-12-01,White City Council Meeting,meeting_minutes/minutes/2022/2022-12-01/2022-12-01_council-meeting.md
61,1,2023-01-05,White City Council Meeting,meeting_minutes/minutes/2023/2023-01-05/2023-01-05_council-meeting.md
62,1,2023-02-02,White City Council Meeting,meeting_minutes/minutes/2023/2023-02-02/2023-02-02_council-meeting.md
63,1,2023-03-16,White City Council Meeting,meeting_minutes/minutes/2023/2023-03-16/2023-03-16_council-meeting.md
64,1,2023-04-06,White City Council Meeting,meeting_minutes/minutes/2023/2023-04-06/2023-04-06_council-meeting.md
65,1,2023-04-11,White City Council Meeting,meeting_minutes/minutes/2023/2023-04-11/2023-04-11_council-meeting.md
66,1,2023-05-04,White City Council Meeting,meeting_minutes/minutes/2023/2023-05-04/2023-05-04_council-meeting.md
67,1,2023-05-25,White City Council Meeting,meeting_minutes/minutes/2023/2023-05-25/2023-05-25_council-meeting.md
68,1,2023-06-01,White City Council Meeting,meeting_minutes/minutes/2023/2023-06-01/2023-06-01_council-meeting.md
69,1,2023-06-22,White City Council Meeting,meeting_minutes/minutes/2023/2023-06-22/2023-06-22_council-meeting.md
70,1,2023-07-06,White City Council Meeting,meeting_minutes/minutes/2023/2023-07-06/2023-07-06_council-meeting.md
71,1,2023-08-03,White City Council Meeting,meeting_minutes/minutes/2023/2023-08-03/2023-08-03_council-meeting.md
72,1,2023-09-07,White City Council Meeting,meeting_minutes/minutes/2023/2023-09-07/2023-09-07_council-meeting.md
73,1,2023-10-05,White City Council Meeting,meeting_minutes/minutes/2023/2023-10-05/2023-10-05_council-meeting.md
74,1,2023-11-02,White City Council Meeting,meeting_minutes/minutes/2023/2023-11-02/2023-11-02_council-meeting.md
75,1,2023-12-06,White City Council Meeting,meeting_minutes/minutes/2023/2023-12-06/2023-12-06_council-meeting.md
76,1,2023-12-07,White City Council Meeting,meeting_minutes/minutes/2023/2023-12-07/2023-12-07_council-meeting.md
77,1,2024-01-04,White City Council Meeting,meeting_minutes/minutes/2024/2024-01-04/2024-01-04_council-meeting.md
78,1,2024-02-01,White City Council Meeting,meeting_minutes/minutes/2024/2024-02-01/2024-02-01_council-meeting.md
79,1,2024-03-07,White City Council Meeting,meeting_minutes/minutes/2024/2024-03-07/2024-03-07_council-meeting.md
80,1,2024-04-04,White City Council Meeting,meeting_minutes/minutes/2024/2024-04-04/2024-04-04_council-meeting.md
