referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,1,Council,61,PlanningCommission,subject,medium,,0.263,2020-04-01,2020-03-10,22,
2,2,Council,63,PlanningCommission,address,low,2603 w 4700 s,0.066,2020-04-01,2020-03-10,22,
3,4,Council,65,PlanningCommission,subject,medium,,0.891,2020-04-01,2020-03-10,22,
4,6,Council,58,PlanningCommission,subject,medium,,0.624,2020-07-01,2020-01-14,169,
5,7,Council,74,PlanningCommission,address+subject,high,3397 w 4700 s,0.683,2020-08-05,2020-05-12,85,
6,8,Council,89,PlanningCommission,address,low,3879 w 5400 s,0.072,2021-05-05,2021-04-27,8,
7,9,Council,89,PlanningCommission,address,low,3879 w 5400 s,0.088,2021-05-05,2021-04-27,8,
8,10,Council,89,PlanningCommission,address,low,3879 w 5400 s,0.094,2021-05-05,2021-04-27,8,
9,12,Council,86,PlanningCommission,address+subject,high,1633 w 6235 s,0.758,2021-05-19,2021-04-27,22,
10,13,Council,91,PlanningCommission,subject,medium,,0.597,2021-05-19,2021-04-27,22,
11,20,Council,104,PlanningCommission,subject,medium,,0.631,2022-04-06,2022-02-22,43,
12,25,Council,109,PlanningCommission,address,low,4645 s 1175 w,0.086,2022-06-15,2022-05-24,22,
13,26,Council,109,PlanningCommission,address,low,4645 s 1175 w,0.645,2022-06-15,2022-05-24,22,
14,27,Council,121,PlanningCommission,address+subject,high,5439 s 1300 w,1.0,2022-11-02,2022-09-27,36,
15,29,Council,126,PlanningCommission,subject,medium,,0.984,2023-02-01,2023-01-24,8,
16,30,Council,125,PlanningCommission,subject,medium,,0.809,2023-02-15,2022-12-13,64,
17,31,Council,129,PlanningCommission,subject,medium,,0.933,2023-03-15,2023-02-28,15,
18,32,Council,127,PlanningCommission,address+subject,high,1274 w marinwood,0.839,2023-03-15,2023-02-28,15,
19,33,Council,133,PlanningCommission,address+subject,high,5758 s 1300 w,0.81,2023-06-07,2023-05-09,29,
20,39,Council,153,PlanningCommission,subject,medium,,0.574,2024-05-01,2024-03-26,36,
21,41,Council,161,PlanningCommission,address+subject,high,4768 s redwood,0.653,2024-10-02,2024-09-10,22,
22,42,Council,162,PlanningCommission,subject,medium,,1.0,2024-10-02,2024-09-10,22,
23,42,Council,163,PlanningCommission,subject,medium,,1.0,2024-10-02,2024-09-10,22,
24,47,Council,171,PlanningCommission,subject,medium,,0.799,2025-05-07,2025-04-08,29,
25,50,Council,182,PlanningCommission,subject,medium,,0.561,2025-11-19,2025-10-28,22,
26,56,Council,186,PlanningCommission,address+subject,high,5418 s 1900 w,1.0,2026-01-07,2025-12-16,22,
27,57,Council,187,PlanningCommission,subject,medium,,0.743,2026-01-07,2025-12-16,22,
