stem,bytes,chars,status
agenda_clip601,49660,972,extracted
2349945_BY-LAWS2023,24045,24015,extracted
2350057_plngmtgs2024,5231,2613,extracted
agenda_clip603,206121,5432,extracted
agenda_clip604,55206,2589,extracted
2368612_JMR_1,229608,9612,extracted
2368620_Newbold_1,471261,7620,extracted
2368621_Newbold_2,3006021,8329,extracted
2368624_Clark_1,249989,10972,extracted
2368626_Clark_2,3575199,234162,extracted
2368628_Dev_Code_Off_Street_Parking,289016,9898,extracted
2368631_Dev_Code_35,455367,66656,extracted
2368644_Dev_Code_20___39,451283,31569,extracted
2368725_Dev_Code_subdivisions,929776,157492,extracted
agenda_clip605,202451,3254,extracted
agenda_clip608,52547,1677,extracted
2396055_pz12.14.2023,75481,25351,extracted
2396064_BY-LAWS2024_Draft,44717,24117,extracted
2396974_Willow_Park_Church_ZC_1,477045,10784,extracted
2396979_Willow_Park_Church_1,309468,18610,extracted
agenda_clip609,48052,699,extracted
agenda_clip610,50816,1417,extracted
2419820_Sylvester_1,633531,17680,extracted
2419827_Skyridge_1,360229,12797,extracted
2419828_Dev_Code,417254,11293,extracted
2420764_Sylvester_2,2207933,777,extracted
agenda_clip611,210330,6387,extracted
agenda_clip612,63545,4487,extracted
2449128_pz.01.11.2024,56128,13852,extracted
2449129_pz1.25.2024,48518,9073,extracted
2449131_pz2.08.2024,51268,10642,extracted
2449309_Whitmore_1,183773,9890,extracted
2449310_JDX_III_ZC_1,486261,6660,extracted
2449311_Gordon_ZC_1,315626,7297,extracted
2449313_Cammans_ZC_1,215278,7838,extracted
2449318_Homestead_1,202030,7333,extracted
2449321_Pineda_ZC_1,247430,6100,extracted
2449322_Hippocrates_ZC_1,437827,11150,extracted
2449326_Hippocrates_1,680402,15772,extracted
2449328_Willow_Park_ZC_1,420503,7619,extracted
2449330_Dev_Code_Chapt_39,688345,17543,extracted
2449331_Dev_Code_Chapt_11,279488,10946,extracted
2449332_Dev_Code_Bars,1117144,33041,extracted
2450227_JDX_III_ZC_2,3172427,12030,extracted
2450231_Gordon_ZC_2,2874844,1368,extracted
2450234_Cammans_ZC_2,2747532,2176,extracted
2450246_Pineda_ZC_2,3030497,2005,extracted
2450250_Hippocrates_ZC_2,3497984,5463,extracted
2450252_Hippocrates_2,4023915,230748,extracted
2450254_Willow_Park_ZC_2,3813218,56174,extracted
agenda_clip636,199745,3526,extracted
agenda_clip640,59458,3534,extracted
2489877_Lakeview_GP_1,330189,12449,extracted
2489882_Atkinson_ZC_1,1100475,7676,extracted
2489888_Atkinson_Concept_1,206665,5744,extracted
2489889_Atkinson_Concept_2,20470,2542,extracted
2489893_Skye_Plat_A_1,454021,10790,extracted
2489899_Meadow_Point_Plat_Amendment_1,265621,9136,extracted
2489912_Meadow_Point_1,273567,12181,extracted
2489918_Lehi_Block_Retail_1,373919,20534,extracted
2489924_Skyline_1,290687,13168,extracted
2489926_Alta_Vista_1,255002,15682,extracted
agenda_clip642,237978,8791,extracted
agenda_clip644,57957,3479,extracted
2519108_Anderson_ZC_1,286133,10126,extracted
2519110_Wilson_fence_1,1214108,10592,extracted
2519116_BCP_GP_1,256542,13231,extracted
2519117_North_Lake_Commercial_GP_1,324636,8344,extracted
2519118_North_Lake_Commercial_1,238442,8439,extracted
2519121_Gardner_Plumb_Main_Street_GP_1,454075,12715,extracted
2519122_Dev_Code_Chapt_11,306203,17215,extracted
2519124_Dev_Code_Chapt_23,911610,10828,extracted
2519196_Dev_Code_Chapt_11_-_plan_size,459099,122363,extracted
agenda_clip645,207030,5263,extracted
agenda_clip650,57083,2996,extracted
2545986_pz2.22.2024,67012,18782,extracted
2545991_Chapter_12,796730,12797,extracted
2545994_Chapter_23,1219747,17354,extracted
2545995_Garrett_s_Way_ZC_1,651464,8803,extracted
2545998_Hadco-Pacific_1,290269,7874,extracted
2546003_Grandeur_Estates_1,622506,14783,extracted
2546009_Grant_s_Corner_ZC_1,247773,9156,extracted
2546012_Grant_s_Corner_1,221620,11411,extracted
2546014_Skye_Plat_B_1,265852,18592,extracted
agenda_clip651,213718,7053,extracted
agenda_clip652,213718,7053,extracted
agenda_clip654,58302,3089,extracted
2572035_pz_3.14.2024,79133,29388,extracted
2572036_pz_03.28.2024,86508,32609,extracted
2572675_Allison_ZC_1,1035465,10032,extracted
2572679_Gillman_Acres_1,273296,10941,extracted
2572680_Gillman_Acres_2,2688407,3048,extracted
2572687_Skye_West_1,207394,6289,extracted
2572693_Ascend_1,300041,12968,extracted
2572695_Ascend_2,3638907,45085,extracted
2572698_Wiggy_Wash_1,276729,16175,extracted
2572699_Baur_1,521352,11016,extracted
2572702_Innovation_1,318431,12123,extracted
2572703_Dev_Code_20___39,683485,39073,extracted
agenda_clip655,155285,1134,extracted
agenda_clip656,153232,682,extracted
agenda_clip658,164130,1263,extracted
agenda_clip659,54281,2297,extracted
2599589_Coddington_1,209977,12045,extracted
2599596_Triple_B_1,260265,13087,extracted
2599599_Ascend_1,252397,10052,extracted
2599602_TI_Grading_1,227923,6778,extracted
2599610_Moderat_Income_Housing,423538,22593,extracted
2599612_Design_standards,3833825,59628,extracted
agenda_clip664,218395,8779,extracted
agenda_clip665,60416,3999,extracted
2630185_Skye_Plat_C_1,431258,18347,extracted
2630189_Exchange_BP_Concept_1,311790,17609,extracted
2630192_Baum_CUP_1,221512,18393,extracted
2630194_Baum_CUP_2,3268765,17652,extracted
2630196_Baum_2-Lot_1,205120,11046,extracted
2630197_Baum_2-Lot_2,3960521,19966,extracted
2630215_Ch_37_Parking_DCA_1,507315,7503,extracted
2630241_Ch_26_DCA_1,325117,18126,extracted
2630244_Design_Standards_Section_2.05_DCA_1,1084104,91263,extracted
2632143_ws_01.04.24,84866,4688,extracted
2632144_pz04.11.24,69498,21471,extracted
2632146_pz04.25.24,61512,16788,extracted
2632149_pz05.09.24,57354,14033,extracted
2632154_Ch_23_Signs_DCA_1,944514,15239,extracted
2632160_Ch_11___Fig_15_DCA_1,618049,27210,extracted
2632167_Ch_35_DCA_1,447413,41525,extracted
2632180_Design_Standards_ADA_Update_DCA_1,2602814,58778,extracted
agenda_clip667,204102,5077,extracted
agenda_clip669,158527,770,extracted
agenda_clip670,48539,919,extracted
agenda_clip671,211062,7598,extracted
agenda_clip672,52870,1960,extracted
2671413_Exchange_Business_Park_ZC_1,339845,9709,extracted
2672843_Bike_Parking,417175,20885,extracted
agenda_clip673,158387,1161,extracted
agenda_clip698,183306,933,extracted
agenda_clip675,154064,843,extracted
agenda_clip676,205438,5310,extracted
agenda_clip678,58086,2906,extracted
2726406_Dominion_Energy_CUP_1,874219,15396,extracted
2726412_Grant_s_Corner_DA_1,147251,4179,extracted
2726419_Thanksgiving_Point_Area_Plan_Amendment_1,298184,15543,extracted
2726426_Temple_View_Villas_Preliminary_1,259700,14179,extracted
2726437_Lehi_Strata_Plumb_Gardner_DA_1,186180,6588,extracted
2726443_Lehi_City_GPA_1,465004,15091,extracted
2726448_Lehi_City_ZC_1,426555,13447,extracted
2735839_Edge_Homes_Main_Street_ZC_1,367857,12115,extracted
agenda_clip679,198928,3732,extracted
agenda_clip682,55143,2351,extracted
2750615_pz_06.13.2024,51031,9769,extracted
2750617_pz_07.11.24,70837,23678,extracted
2752169_Watson_1,180756,8198,extracted
2752174_Draper_Addition_1,2762898,6983,extracted
2752176_Draper_Addition_2,3363429,26034,extracted
2752219_Skye_Civic_Land_Uses_1,3233392,101849,extracted
