body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
2512,City Council,2020-03-17,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/591993.html,Jacketta Clark Annexation Public Hearing Notice,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2020-09-01,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/625591.html,Lehi City Council Work Session,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2021-03-02,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/660683.html,Lehi City Council Work Session Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2021-06-01,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/680161.html,Lehi City Council Work Session Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2021-08-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/694597.html,Lehi City Council Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2021-11-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/718457.html,Lehi City Planning Commission Public Hearing Notice,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2021-11-23,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/718487.html,Lehi and Draper Boundary Adjustment Public Hearing,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2022-03-31,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/745201.html,Lehi City Kiene Annexation Public Hearing Notice,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2022-10-06,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/785683.html,Lehi City Planning Commission Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2022-11-01,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/790497.html,Lehi City Council Work Session Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2024-01-30,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/889399.html,Lehi City Council Joint Work Session,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2024-06-03,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/918227.html,Lehi City Planning Commission Public Hearing Notice,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2024-07-30,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/929257.html,Lehi City Council Joint Work Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2024-10-29,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/948965.html,City Council Joint Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2025-02-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/973831.html,Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2025-04-30,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/991055.html,Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2025-10-02,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1026849.html,Planning Commission Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2026-02-05,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1057055.html,City Council Budget Retreat Meeting,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2026-02-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1057059.html,Lehi City Council Work Session,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2026-02-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1057061.html,Lehi City Council Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2026-03-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1063577.html,Lehi City Council Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2026-04-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1071447.html,Lehi City Council Work Session Agenda,,,no repo record of this meeting date at all (lower confidence)
2651,Planning Commission,2026-04-14,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1071149.html,Public Hearings Notice,,,no repo record of this meeting date at all (lower confidence)
2512,City Council,2026-04-28,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1074879.html,Lehi City Council Meeting Agenda,,,no repo record of this meeting date at all (lower confidence)
