motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,"MOVED THE MEETING ADJOURN AT 5:58 P.M. MOTION WAS SECONDED BY COUNCIL MEMBER LOPEZ,",Procedural/Administrative,Voice Pass,Pass,council_vote,,procedural,keyword,high,,,,,20,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
2,2,1,1,"MOVED TO AMEND THE AGENDA BY MOVING PUBLIC COMMENTS TO THE POINT IN THE AGENDA FOLLOWING THE THREE REQUESTS TO BE ON THE AGENDA. COUNCIL MEMBER HYER SECONDED THE MOTION,",Other,Voice Pass,Pass,council_vote,,procedural,keyword,high,,,,,25,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
3,2,1,2,"MOVED TO ACCEPT THE FY2019 AUDIT REPORT FOR REVIEW. MOTION WAS SECONDED BY VICE CHAIR CHOBERKA,",Other,Voice Pass,Pass,council_vote,,approve,keyword,high,,,,,4,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
4,2,1,3,"MOVED TO ACCEPT THE FY2019 CAFR FOR REVIEW. MOTION WAS \. SECONDED BY COUNCIL MEMBER BLAIR,",Other,Voice Pass,Pass,council_vote,,approve,keyword,high,,,,,5,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
5,2,1,4,"MOVED TO APPROVE THE MINUTES AS PRESENTED. MOTION WAS SECONDED BY COUNCIL MEMBER BLAIR,",Procedural/Administrative,Voice Pass,Pass,council_vote,,procedural,keyword,high,,,,,5,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
6,2,1,5,"MOVED A PUBLIC HEARING ON THE PROPOSED ORDINANCE BE HELD IN THE CITY COUNCIL CHAMBERS ON JANUARY 21, 2020, DURING THE CITY COUNCIL MEETING TO BE HELD AT 6:00 P.M. AND THAT THE CITY RECORDER BE DIRECTED TO PROVIDE NOTICE AS REQUIRED BY LAW. MOTION WAS SECONDED BY COUNCIL MEMBER HYER,",Ordinance,Voice Pass,Pass,council_vote,,procedural,keyword,medium,,,,,25,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
7,2,1,6,"MOVED THE PUBLIC HEARING BE CLOSED. MOTION WAS SECONDED BY COUNCIL MEMBER BLAIR,",Public Hearing Action,Voice Pass,Pass,council_vote,,procedural,keyword,medium,,,,,5,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
8,2,1,7,"ON A MOTION BY COUNCIL MEMBER HYER AND SECONDED BY COUNCIL MEMBER LOPEZ, ORDINANCE WAS PASSED AND ADOPTED AS OGDEN CITY ORDINANCE 2019-55 AND ORDERED POSTED AS REQUIRED BY LAW [ENTITLED: ""An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2019 to June 30, 2020 by increasing the anticipated revenues for a gross increase of $812,975 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $812,975 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.""]",Ordinance,Voice Pass,Pass,council_vote,,approve,keyword,high,,,,25,20,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
9,2,1,8,"MOVED THE PUBLIC HEARING BE CLOSED. MOTION WAS SECONDED BY COUNCIL MEMBER BLAIR,",Public Hearing Action,Voice Pass,Pass,council_vote,,procedural,keyword,medium,,,,,5,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
10,2,1,9,"ON A MOTION BY COUNCIL MEMBER HYER AND SECONDED BY COUNCIL MEMBER LOPEZ, ORDINANCE WAS PASSED AND ADOPTED AS OGDEN CITY ORDINANCE 2019-54 AND ORDERED POSTED AS REQUIRED BY LAW [AGENDA ITEM: ""Proposed Ordinance 2019-54 vacating a portion of Center Avenue between 1619 South and 17th Street; reserving a right-of-way for all utilities; and authorizing the Mayor to hold the vacated portion for sale; and directing the City Recorder to record this ordinance with the Weber County Recorder's office""]",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,20,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
11,2,1,10,"ON A MOTION BY COUNCIL MEMBER HYER AND SECONDED BY COUNCIL MEMBER STEPHENS, ORDINANCE WASP ASSED AND ADOPTED AS OGDEN CITY ORDINANCE 2020-2 AND ORDERED POSTED AS REQUIRED BY LAW [ENTITLED: ""An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 15-25-4 to increase building roofline options and establish building lengths for buildings in the 12th Street Overlay Zone; and by providing that this ordinance shall become effective immediately upon posting after fmal passage.""]",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,1,singleton,high,25,10,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
12,2,1,11,"MOVED TO ELECT COUNCIL MEMBER CHOBERKA TO SERVE AS COUNCILCHAIRFOR2020.MOTIONWASSECONEDBYCOUNCILMEMBERHYER,WITHTHEFOLLOWING ROLL CALL VOTE:",Other,7-0 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
13,2,1,12,"MOVED TO ELECT COUNCIL MEMBER BLAIR TO SERVE AS COUNCIL VICE CHAIR FOR 2020. MOTION WAS SECONED BY COUNCIL MEMBER HYER, WITH THE FOLLOWING ROLL CALL VOTE:",Other,6-1 Pass,Pass,council_vote,,,unclassified,low,,,,,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
14,2,1,13,"MOVED THE MEETING ADJOURN AT 8:04 P.M. MOTION WAS SECONDED BY LOPEZ,",Procedural/Administrative,Voice Pass,Pass,council_vote,,procedural,keyword,high,,,,,20,0,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting-2.md,minutes
15,3,1,1,"MOVED TO APPROVE THE MINUTES AS PRESENTED. MOTION WAS SECONDED BY COUNCIL MEMBER HYER, ALL VOTING A YE. Chair Choberka and Council member Lopez were not present when this vote was taken. Fiscal Year 2020 Budget Amendment - Water Infrastructure Project A memo from the City Comptroller regarding proposed budget amendments resulting in a net increase of the Fiscal Year 2020 City budget revenues by $5,636,250 came before the Council for consideration. The memo stated the proposal includes two central budget amendments including designating $4,000,000 for water utility infrastructure improvements a",Procedural/Administrative,Recorded,Pass,council_vote,,procedural,keyword,high,,,,,25,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting-2.md,minutes
16,3,1,2,"MOVED A PUBLIC HEARING ON THE PROPOSED ORDINANCE BE HELD IN THE CITY COUNCIL CHAMBERS ON FEBRUARY 4, 2020, DURING THE CITY COUNCIL MEETING TO BE HELD AT 6:00 P.M. AND THAT THE CITY RECORDER BE DIRECTED TO PROVIDE NOTICE AS REQUIRED BY LAW. MOTION WAS SECONDED BY COUNCIL MEMBER STEPHENS,",Ordinance,Voice Pass,Pass,council_vote,,procedural,keyword,medium,,,,,10,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting-2.md,minutes
17,3,1,3,"MOVED THE RESOLUTION BE ADOPTED, AND THE CHAIR BE AUTHORIZED TO SIGN THE SAME. MOTION WAS SECONDED BY COUNCIL MEMBER STEPHENS, ALL [ENTITLED: ""A resolution of the Ogden City Council establishing the Council's recommended funding priorities for RAMP tax funding.""]",Resolution,Recorded,Pass,council_vote,,approve,keyword,high,,,,,10,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting-2.md,minutes
18,3,1,4,"MOVED TO APPROVE THE APPOINTMENT OF NEIL K. GARNER TO THE WEBER-MORGAN BOARD OF HEALTH, WITH HIS TERM TO EXPIRE DECEMBER 31, 2022. MOTION WAS SECONDED BY COUNCIL MEMBER STEPHENS, ALL VOTING A YE. Chair Choberka and Council member Lopez were not present when this vote was taken. Martin Luther King, Jr. Day of Service A joint proclamation declaring January 20, 2020 as ""Martin Luther King, Jr. Day of Service"" in Ogden City came before the Council for consideration. COUNCIL MEMBER HYER",Appointment,Recorded,Pass,council_vote,,procedural,keyword,high,,,,,10,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting-2.md,minutes
19,3,1,5,"MOVED TO ADOPT THE JOINT PROCLAMATION. MOTION WAS SECONDED BY COUNCIL MEMBER STEPHENS,",Ceremonial,Voice Pass,Pass,council_vote,,procedural,keyword,high,,,,,10,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting-2.md,minutes
20,3,1,6,"MOVED THE PUBLIC HEARING BE CLOSED. MOTION WAS SECONDED BY COUNCIL MEMBER WHITE,",Public Hearing Action,Voice Pass,Pass,council_vote,,procedural,keyword,medium,,,,,22,0,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting-2.md,minutes
