referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,3,Council,560,PlanningCommission,subject,medium,,0.476,2020-01-14,2020-02-13,-30,
2,12,Council,561,PlanningCommission,address+subject,high,3350 n 1200 w,0.817,2020-03-31,2020-02-13,47,
3,18,Council,552,PlanningCommission,subject,medium,,0.616,2020-01-28,2020-01-23,5,
4,19,Council,569,PlanningCommission,address+subject,high,1700 n 4400 w,0.299,2020-01-28,2020-02-13,-16,
5,24,Council,556,PlanningCommission,address+subject,high,700 s 1900 w,0.882,2020-02-11,2020-02-06,5,
6,24,Council,557,PlanningCommission,address+subject,high,700 s 1900 w,0.808,2020-02-11,2020-02-06,5,
7,25,Council,556,PlanningCommission,address+subject,high,700 s 1900 w,0.213,2020-02-11,2020-02-06,5,
8,25,Council,557,PlanningCommission,address+subject,high,700 s 1900 w,0.808,2020-02-11,2020-02-06,5,
9,26,Council,554,PlanningCommission,address+subject,high,225 s 600 e,0.666,2020-02-11,2020-01-23,19,
10,26,Council,571,PlanningCommission,address+subject,high,225 s 600 e,0.371,2020-02-11,2020-02-27,-16,
11,27,Council,555,PlanningCommission,address+subject,high,827 w 900 n,0.796,2020-03-31,2020-01-23,68,
12,28,Council,572,PlanningCommission,address+subject,high,1300 s 2000 w,0.592,2020-03-31,2020-02-27,33,
13,31,Council,553,PlanningCommission,subject,medium,,0.558,2020-03-31,2020-01-23,68,
14,31,Council,595,PlanningCommission,subject,medium,,0.558,2020-03-31,2020-05-14,-44,
15,32,Council,558,PlanningCommission,address+subject,high,1450 w innovation,0.332,2020-03-31,2020-02-13,47,
16,33,Council,559,PlanningCommission,address+subject,high,400 w bull river,0.518,2020-03-31,2020-02-13,47,
17,34,Council,565,PlanningCommission,address+subject,high,143 s 1100 w,0.966,2020-03-31,2020-02-13,47,
18,35,Council,566,PlanningCommission,subject,medium,,0.837,2020-03-31,2020-02-13,47,
19,36,Council,567,PlanningCommission,subject,medium,,0.5,2020-03-31,2020-02-13,47,
20,37,Council,587,PlanningCommission,subject,medium,,0.866,2020-03-31,2020-04-23,-23,
21,38,Council,592,PlanningCommission,address+subject,high,968 e mesa,1.0,2020-05-26,2020-05-14,12,
22,39,Council,554,PlanningCommission,address+subject,high,225 s 600 e,0.591,2020-03-31,2020-01-23,68,
