application_id,app_key,body_id,name,rep_title
1,Council|holbrook farms plat h,1,Holbrook Farms Plat H,"Consideration of Preliminary subdivision approval for the Holbrook Farms Plat H, a 112-unit residential development located at approximately 3600 West 2650 North in a Planned Community zone. Brad Mackay was representing the applicant."
2,Council|hidden canyon plat b,1,Hidden Canyon Plat B,"Consideration of Plat Amendment approval for Hidden Canyon Plat B lots 66, 67 and Parcel A, altering the trail connection location. Dylan Young, with Toll Brothers, was representing the applicant. He stated that staff recommended this change for the trail system and they were happy to comply with the request."
3,Council|s|meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md|5,1,,"Consideration of Resolution #2020-01, a resolution of Intent to Annex the Osmond Site, approximately 6.46 acres located on Digital Drive by the point of the mountain with proposed Commercial zoning. Jared Osmond was representing the applicant. He stated that they intend to build an office"
4,Council|holbrook farms plat d,1,Holbrook Farms Plat D,"Consideration of Preliminary subdivision approval for the Holbrook Farms Plat D, a 173-unit residential development located at approximately 2800 North 4000 West in a Planned Community zone. Spencer Moffit with the Boyer Company was representing the applicant. Councilor Koivisto"
5,Council|refractory annexation,1,Refractory Annexation,"Consideration of Resolution #2020-07, approval of the annexation agreement for the Refractory Annexation, approximately 19.36-acres of property located at approximately 2200 North 1200 West. Duaine Rasmussen was representing the applicant. Councilor Koivisto expressed concerns"
6,Council|s|meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md|8,1,,"Councilor Koivisto amended her motion to include that she would like to             have more of a definition from legal of what the definition for contiguous is for the             open space, table it to address more parking, and for the setbacks in place and if             they are in line with what the PUD requires. Councilor Hancock seconded the             amendment to the motion."
7,Council|parkview cottages,1,Parkview Cottages,"Consideration of Final subdivision approval for the Parkview Cottages, a 66-lot residential subdivision located at 300 West 3200 North in an R-2.5 zone. Brad Mackey with Ivory Development was representing the applicant. The Council needed to decide if they would prefer 3 parallel parking stalls or 5 standard parking stalls near one of the"
8,Council|s|meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md|10,1,,"He said the Commercial zone fits better here as described in the submitted report. He stated that this is the direction from staff. Mayor Johnson explained that originally this was planned for just business, but as the city has grown, he believes it’s better to allow this area to have both business and commercial. He stated that allowing business only creates issues with traffic"
9,Council|meadow pointe community reinvestment project area plan amendment,1,Meadow Pointe Community Reinvestment Project Area Plan Amendment,"Consideration of Ordinance #03-2020, approving the Meadow Pointe Community Reinvestment Project Area Plan Amendment."
10,Council|forrest annexation,1,Forrest Annexation,"Forrest Annexation a. Public Hearing Mayor Johnson opened the public hearing on this item. Lehi City Council Meeting                       3                                  January 28, 2020"
11,Council|the walks at ivory ridge plat d,1,The Walks at Ivory Ridge Plat D,"Consideration of Plat Amendment approval for The Walks at Ivory Ridge Plat D, amending Lot 3 of The Walks at Ivory Ridge Plat C dividing lot 3 in two, located at approximately 3401 N Center Street. Steven Hopkins was representing the applicant. He stated that the buildings are already in"
12,Council|joyce jones annexation,1,Joyce Jones Annexation,"Consideration of Resolution #2020-06, a resolution of Intent to Annex the Joyce Jones Annexation, 4.846-acres of property located at approximately 3350 North 1200 West with proposed TH-5 and BP zoning. Clayton Preece, the applicant, was available for questions. He stated that the family has an"
13,Council|clark property,1,Clark Property,"Consideration of Concept Plan approval for the Clark Property, a 21-lot residential development located at 1940 West 1300 South. (Continued from the January 14, 2020 meeting) Scott Dunn was representing the applicant. He stated that they are dedicating open space to the"
14,Council|taylor meadows annexation,1,Taylor Meadows Annexation,Taylor Meadows Annexation a. Public Hearing Mayor Johnson opened the public hearing on this item.
15,Council|northridge plat e,1,Northridge Plat E,"Consideration of Final Subdivision approval for the Northridge Plat E, a 14-lot single family subdivision located at approximately Northridge Drive and Silver Pine Lane. Julie Smith was representing the applicant."
16,Council|northridge plat f,1,Northridge Plat F,"Consideration of Final Subdivision approval for the Northridge Plat F, a 9-lot single family subdivision located at approximately Granite Arch Way and Silver Pine Lane."
17,Council|the exchange ii phase 21,1,The Exchange II Phase 21,"Consideration of Final Subdivision approval for The Exchange II Phase 21, a 62-unit residential subdivision located at approximately 1700 North 3950 West. Jed Stewart was representing the applicant. Councilor Albrecht noted that there is a critical issue in the DRC comments that will need to be addressed."
18,Council|s|meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md|12,1,,Boundary Adjustment with Saratoga Springs a. Public Hearing Mayor Johnson opened the public hearing on this item.
19,Council|the hub at lehi backbone,1,The Hub at Lehi Backbone,"Consideration of Final Subdivision approval of The Hub at Lehi Backbone, a backbone road located at approximately 1700 North 4400 West. Boyd Brown is the applicant and was available for questions."
20,Council|public facility general plan land use designation for the dry creek municipal boundary adjustment with highland city,1,Public Facility General Plan Land Use Designation for the Dry Creek Municipal Boundary Adjustment with Highland City,"Consideration of Ordinance #05-2020, approval of the Public Facility General Plan Land Use Designation for the Dry Creek Municipal Boundary Adjustment with Highland City, 18.79-acres of property located at approximately 3200 North 1800 East."
21,Council|s|meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md|15,1,,Boundary Adjustment with Highland City a. Public Hearing Mayor Johnson opened the public hearing on this item.
22,Council|s|meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md|16,1,,"Consideration of Resolution #2020-08, approval of a street name change in the Autumn Ridge Estates Plat A residential subdivision from “Utah Highlands Drive” to “Autumn Ridge Drive”. Mr. Struthers explained that a portion of Utah Highlands Drive does not connect all the way"
23,Council|s|meeting_minutes/minutes/2020/2020-02-10/2020-02-11_city-council-meeting.md|2,1,,"Consideration of Resolution #2020-09, approving a Development Agreement with Ivory Homes related to the recently approved applications on the Jonsson mink farm property and amendments to the Holbrook Farms and Ivory Ridge Area Plans. Brad Mackey with Ivory Development was representing the applicant. He stated that this is the"
24,Council|jonsson park towns zone change,1,Jonsson Park Towns Zone Change,"Consideration of Ordinance #09-2020, approval of the Jonsson Park Towns Zone Change, approximately 5.3 acres located at 700 South 1900 West, changing the Zoning from TH-5 (Transitional Holding) to R-3 (high density residential). Brad Mackay was representing the applicant. He stated that they are changing the name to The"
25,Council|jonsson park towns,1,Jonsson Park Towns,"Consideration of Preliminary Plat approval for the Jonsson Park Towns, a 59-unit residential development located at approximately 700 South 1900 West. Mr. Mackey was representing the applicant. He stated that they conducted a traffic study that showed the traffic impact of this development would be minimum. He stated that there are"
26,Council|pine springs general plan amendment,1,Pine Springs General Plan Amendment,"Consideration of Ordinance #10-2020, approval of the Pine Springs General Plan Amendment for 3.09 acres of property located at 225 South 600 East, changing the land use designation from LDR (Low Density Residential) to HDR (High Density Residential). Dan Ford was the applicant and was representing the Mortimore family whom own the"
27,Council|hooke vista,1,Hooke Vista,"Consideration of Preliminary Subdivision approval for Hooke Vista, a 13- lot residential subdivision located at 827 West 900 North. Bryce Fairborn stated that they will work with the neighbors to construct a concrete-precast wall. He will also work with Lehi Irrigation to pipe the ditch."
28,Council|jacketta m clark annexation,1,Jacketta M. Clark Annexation,"Consideration of Resolution #2020-10, an Intent to Annex the Jacketta M. Clark Annexation, approximately 12.29-acres of property located at 1300 South 2000 West with proposed R-1-22 zoning. Scott Dunn was representing the applicant."
29,Council|revisions to the madison meadows plat a b for additional,1,Revisions to the Madison Meadows Plat A & B for additional,Consideration of approval for Revisions to the Madison Meadows Plat A & B for additional lots in lieu of improvements. Bob Strang was representing the applicant.
30,Council|osmond annexation,1,Osmond Annexation,Osmond Annexation a. Public Hearing Mayor Johnson opened the public hearing on this item. There were no comments.
31,Council|development agreement with thanksgiving point development for the dancing moose montessori school,1,Development Agreement with Thanksgiving Point Development for the Dancing Moose Montessori School,"Consideration of Resolution #2020-20, approval of a Development Agreement with Thanksgiving Point Development for the Dancing Moose Montessori School. (Public Comments are attached.)"
32,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|5,1,,"Consideration of Ordinance #14-2020, a zone change from Business Park to Commercial on 35-acres located at approximately 1450 West Innovation Way. Kent England was representing the applicant. Mr. England stated that he was surprised by the Planning Commission’s decision to recommend denial of the zone change even though the"
33,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|6,1,,"Consideration of Ordinance #15-2020, a General Plan amendment from Low Density Residential to Commercial on 1.4 acres located at approximately 400 West Bull River Road. (Public Comments are attached.)"
34,Council|hunting farms,1,Hunting Farms,"Consideration of Preliminary subdivision approval of Hunting Farms, an 8-lot residential development located at 143 South 1100 West. Adam Albrecht was representing the applicant."
35,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|10,1,,Street Vacation on a portion of Vialetto Way between Revello Court and Oakridge Drive. a. Public Hearing No comments were submitted from the public.
36,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|11,1,,Consideration of a grading permit for Hidden Canyon Plat C on 27.13 acres of property located off Fox Canyon Road. Dylan Young was representing the applicant.
37,Council|new star commercial development,1,New Star Commercial Development,"Consideration of Final subdivision approval of the New Star Commercial Development, a 3-lot commercial subdivision located at approximately 333 South Millpond Drive. Aki Miyagi was representing the applicant."
38,Council|allred b annexation,1,Allred B Annexation,"Consideration of Resolution #2020-17, a Resolution of intent to annex the Allred B Annexation, approximately .57-acres located at approximately 968 East Mesa Avenue with a proposed RA-1 zone."
39,Council|pine springs zone change,1,Pine Springs Zone Change,"Consideration of Ordinance #18-2020, Pine Springs Zone Change, approximately 3.1- acres of property located at 225 South 600 East, changing the zoning from TH-5 (transitional holding) to R-3 (high density residential). Dan Ford was representing the applicant."
40,Council|staten farms plat b,1,Staten Farms Plat B,"Consideration of Final subdivision approval for Staten Farms Plat B, a 9-lot subdivision located at 1340 North 2020 West. Chad Staten was available for questions."
41,Council|mitchell grove,1,Mitchell Grove,"Consideration of Final subdivision approval of Mitchell Grove, a 21-lot residential subdivision located at 1193 West 1500 North."
42,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|20,1,,"Consideration of Ordinance #21-2020 amending the Lehi City Development Code, Chapters 5, 12, 17, 23, 37, and 39. Mr. Struthers reported that there were conflicts with the Historic District boundaries, so that was clarified for consistency. He also noted there were changes made to short term rentals and"
43,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|21,1,,"Consideration of Ordinance #22-2020, a Development Code amendment to Chapters 37 and Table 5-030-B, adding more flexibility for exceptions on corner lots in the General Non-Residential Design District, and eliminating a permitted use from the Table of Uses. Mr. Struthers explained that the Table of Uses was cleaned up for better clarity. He said the"
44,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council-meeting.md|22,1,,"Consideration of Ordinance #20-2020, a Development Code amendment to Chapters 5 and 39, adding a Small Breed Dog Care Facility use in certain non-residential zones and a definition for the use."
45,Council|sunset farms phase 2,1,Sunset Farms Phase 2,"Consideration of Preliminary subdivision approval for Sunset Farms Phase 2, a 9-lot residential development located at 1900 South Bridle Path Loop. Mitch McCuistion was representing the applicant. Councilor Southwick inquired about Dale Willis ensuring that he will still have access to his irrigation. Mr. McCuistion stated that he"
