motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,"Approve Minutes from the December 3, 2019 Work Session, and the December 10, 2019 Council Meeting.",Procedural/Administrative,5:0 Pass,Pass,council_vote,,procedural,keyword,high,,,,5,18,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
2,1,1,2,Fee Schedule Amendment a. Public Hearing Mayor Johnson opened the public hearing on this item.,Resolution,5:0 Pass,Pass,council_vote,,procedural,keyword,medium,,,,18,21,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
3,1,1,3,"Consideration of Preliminary subdivision approval for the Holbrook Farms Plat H, a 112-unit residential development located at approximately 3600 West 2650 North in a Planned Community zone. Brad Mackay was representing the applicant.",Land-Use/Zoning,5:0 Pass,Pass,council_vote,,approve,keyword,high,1,name,medium,5,20,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
4,1,1,4,"Consideration of Plat Amendment approval for Hidden Canyon Plat B lots 66, 67 and Parcel A, altering the trail connection location. Dylan Young, with Toll Brothers, was representing the applicant. He stated that staff recommended this change for the trail system and they were happy to comply with the request.",Land-Use/Zoning,5:0 Pass,Pass,council_vote,,approve,keyword,high,2,name,medium,18,21,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
5,1,1,5,"Consideration of Resolution #2020-01, a resolution of Intent to Annex the Osmond Site, approximately 6.46 acres located on Digital Drive by the point of the mountain with proposed Commercial zoning. Jared Osmond was representing the applicant. He stated that they intend to build an office",Land-Use/Zoning,5:0 Pass,Pass,council_vote,,,unclassified,low,3,singleton,high,20,5,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
6,1,1,6,"Consideration of Preliminary subdivision approval for the Holbrook Farms Plat D, a 173-unit residential development located at approximately 2800 North 4000 West in a Planned Community zone. Spencer Moffit with the Boyer Company was representing the applicant. Councilor Koivisto",Land-Use/Zoning,5:0 Pass,Pass,council_vote,,approve,keyword,high,4,name,medium,21,18,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
7,1,1,7,Refractory Annexation Melanie Johnson was representing the applicant.,Land-Use/Zoning,5:0 Pass,Pass,council_vote,,,unclassified,low,5,name,medium,18,5,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
8,1,1,8,"Councilor Koivisto amended her motion to include that she would like to             have more of a definition from legal of what the definition for contiguous is for the             open space, table it to address more parking, and for the setbacks in place and if             they are in line with what the PUD requires. Councilor Hancock seconded the             amendment to the motion.",Land-Use/Zoning,1:4 Fail,Fail,council_vote,,,unclassified,low,6,singleton,high,12,21,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
9,1,1,9,"Consideration of Preliminary subdivision approval for the Parkview Cottages, a 66-unit residential development located at 300 West 3200 North. Brad Mackey with Ivory Development was representing the applicant. He stated that this is the plan they’ve been working on for the last year.",Land-Use/Zoning,4:1 Pass,Pass,council_vote,,approve,keyword,high,7,name,medium,5,20,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
10,1,1,10,"He said the Commercial zone fits better here as described in the submitted report. He stated that this is the direction from staff. Mayor Johnson explained that originally this was planned for just business, but as the city has grown, he believes it’s better to allow this area to have both business and commercial. He stated that allowing business only creates issues with traffic",Land-Use/Zoning,4:1 Pass,Pass,council_vote,,,unclassified,low,8,singleton,high,5,18,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
11,1,1,11,"Consideration of Resolution #2020-03, re-appointing Board Members to the Lehi City Planning Commission.",Appointment,5:0 Pass,Pass,council_vote,,,unclassified,low,,,,5,18,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
12,1,1,12,"Consideration of Resolution #2020-05, a parking spaces lease agreement between Lehi City and Brian Brown. Marlin Eldred, Economic Development Director, asked the Council if they had any questions.",Resolution,5:0 Pass,Pass,council_vote,,,unclassified,low,,,,5,12,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
13,1,1,13,"Consideration of Ordinance #03-2020, approving the Meadow Pointe Community Reinvestment Project Area Plan Amendment.",Land-Use/Zoning,5:0 Pass,Pass,council_vote,,approve,keyword,high,9,name,medium,21,5,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
14,1,1,14,"Consideration of Resolution #2020-04, approving an Amendment to the Interlocal Agreement with Lehi City and the RDA.",Interlocal,5:0 Pass,Pass,council_vote,,approve,keyword,high,,,,5,18,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,minutes
15,2,1,1,"Councilor Albrecht moved to adjourn into a Closed Executive Session to discuss the     character, professional competence, or physical or mental health of an individual; and to hold     a strategy session to discuss the purchase, exchange, or lease of real property. Councilor     Hancock seconded the motion.",Contract/Purchase,5:0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,21,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,minutes
16,2,1,2,"Approve Minutes from the January 14, 2020 City Council Meeting.",Procedural/Administrative,4:0 Pass,Pass,council_vote,,procedural,keyword,high,,,,5,12,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,minutes
