dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,1,2020-01-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5:0 Pass,crosswalk,high,1
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,2,2020-01-14,Council,Resolution,Public-Hearing,,procedural,pass,5,0,,roll-call,5:0 Pass,rule:ph-openclose,high,2
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,3,2020-01-14,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5:0 Pass,rule:lu-subdiv,high,3
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,4,2020-01-14,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5:0 Pass,rule:lu-subdiv,high,4
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,5,2020-01-14,Council,Land-Use/Zoning,Land-Use,Annexation,final-action,pass,5,0,,roll-call,5:0 Pass,rule:lu-annex,high,5
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,6,2020-01-14,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,5:0 Pass,rule:lu-subdiv,high,6
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,7,2020-01-14,Council,Land-Use/Zoning,Land-Use,Annexation,final-action,pass,5,0,,roll-call,5:0 Pass,rule:lu-annex,high,7
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,8,2020-01-14,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,fail,1,4,,roll-call,1:4 Fail,rule:lu-pud,high,8
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,9,2020-01-14,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,1,,roll-call,4:1 Pass,rule:lu-subdiv,high,9
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,10,2020-01-14,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,4,1,,roll-call,4:1 Pass,crosswalk,high,10
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,11,2020-01-14,Council,Appointment,Appointment,,final-action,pass,5,0,,roll-call,5:0 Pass,crosswalk,high,11
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,12,2020-01-14,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5:0 Pass,crosswalk,medium,12
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,13,2020-01-14,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,5,0,,roll-call,5:0 Pass,crosswalk,medium,13
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md,14,2020-01-14,Council,Interlocal,Interlocal,,final-action,pass,5,0,,roll-call,5:0 Pass,crosswalk,high,14
meeting_minutes,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,1,2020-01-28,Council,Contract/Purchase,Procedural-Administrative,,procedural,pass,5,0,,roll-call,5:0 Pass,rule:proc-adjourn,high,15
meeting_minutes,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,2,2020-01-28,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,4:0 Pass,crosswalk,high,16
meeting_minutes,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,3,2020-01-28,Council,Land-Use/Zoning,Public-Hearing,,procedural,pass,4,0,,roll-call,4:0 Pass,rule:ph-openclose,high,17
meeting_minutes,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,4,2020-01-28,Council,Land-Use/Zoning,Land-Use,Development-Agreement,final-action,pass,4,0,,roll-call,4:0 Pass,rule:lu-devagr,high,18
meeting_minutes,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council-meeting.md,5,2020-01-28,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,0,,roll-call,4:0 Pass,rule:lu-subdiv,high,19
