year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4900,DON J. ANTCZAK,11,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4900,NICOLE OMER,19,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4900,Write-in,0,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4904,DON J. ANTCZAK,78,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4904,NICOLE OMER,73,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4904,Write-in,0,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4909,DON J. ANTCZAK,2,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4909,NICOLE OMER,37,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4909,Write-in,1,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4910,DON J. ANTCZAK,42,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4910,NICOLE OMER,101,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4910,Write-in,1,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4912,DON J. ANTCZAK,26,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4912,NICOLE OMER,17,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4912,Write-in,0,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4913,DON J. ANTCZAK,74,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4913,NICOLE OMER,54,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4913,Write-in,1,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4914,DON J. ANTCZAK,31,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4914,NICOLE OMER,18,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4914,Write-in,0,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4915,DON J. ANTCZAK,31,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4915,NICOLE OMER,28,False
2009,municipal general,Council,3,Cottonwood Heights City Council District 3,4915,Write-in,0,False
