stem,bytes,chars,status
190115_CoppertonPC_Packet,2057481,91346,extracted
190212_CoppertonPC_Packet,1318096,111325,extracted
02-20-19,194081,5081,extracted
190312_CoppertonPC_Packet,767126,56709,extracted
190409_CoppertonPC_Packet,850613,50325,extracted
190425_Land_Use_Legal_Training,155380,1314,extracted
190514_CoppertonPC_Packet,2340191,391771,extracted
Notice_of_Intent_to_Prepare_Copperton_General_Plan,81643,2132,extracted
190611_CoppertonPC_Packet,3821102,1024445,extracted
190626_CoppertonGPSC_Agenda,167066,1614,extracted
190709_CoppertonPC_Packet,2623859,352302,extracted
190813_CoppertonGPSC_Agenda,198122,2120,extracted
190910_CoppertonGPSC_Agenda,143922,1670,extracted
Addressing_17Sept19_FINAL_4820-6266-4870_v.2,378401,39414,extracted
191008_CoppertonPC_Packet,745935,26248,extracted
191112_CoppertonGPSC_Agenda,144192,1573,extracted
CO067-001_-_Ordinance_Amendment_Planning_Commission_Requirements_10-14-2019_4845-6137-6933_v.1,134182,5351,extracted
CO067-001_-_Resolution_Declaring_Intent_to_Participate_in_the_Community_Renewable_Energy_Act_10-30-2019,71342,2749,extracted
CO067-001_-_Resolution_Enacting_Planning_Commission_Per_Diem_9-13-2019_4813-1531-3573_v.1,65248,1754,extracted
CO067-001_-_Resolution_Enacting_Planning_Commission_Rules_of_Order_and_Procedure_10-14-2019_-_PLANNING_COMMISS,162916,17748,extracted
Draft_Emergency_Management_Services_for_Municipality_Agreement_11-15-2019_v2_4812-3787-0509_v.1,261442,23289,extracted
Draft_Revised_and_Restated_Interlocal_Agreement_Creating_Unified_Fire_Authority_-_Discussion_Draft_v10_Redline,697332,94534,extracted
Hemp_and_Cannabinoid_Act,14669,10755,extracted
Metro_Township_Council_Agenda_11-19-19,157497,5160,extracted
RFP_Copperton_Metro_Township_Arbor_Park_Master_Plan_9-13-2019_CO067-001_4834-3821-9941_v.1,241410,12573,extracted
Utah_Cannabis_Zoning_Overview,108335,6142,extracted
191210_CoppertonGPSC_Agenda,144343,1611,extracted
Regular_Meeting_Packet_for_12-18-2019,2579992,310011,extracted
2020_Budget_Resolution_12-12-2019,120961,3001,extracted
Copperton_Metro_Township_Council_Public_Hearing_Agenda_12-12-19,320735,1998,extracted
Copperton_Public_Notice_for_2020_Budget_Hearing_12-12-2019,74123,816,extracted
200114_CoppertonPC_Packet,690516,11745,extracted
2020_Meeting_Schedule,138825,1011,extracted
Copperton_Title_1,151213,36859,extracted
Metro_Township_Council_Agenda_January_2020,539879,5363,extracted
Title_2_Revisions_12-12-2019,699806,108081,extracted
Transportation_Guiding_Principles_Workshop_Flyer,422083,1184,extracted
200211_CoppertonGPSC_Agenda,216458,1620,extracted
200211_CoppertonPC_Agenda,262057,1680,extracted
CO067-001_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed_002,170197,17896,extracted
200414_CoppertonGPSC_Agenda,222698,2218,extracted
200512_CoppertonGPSC_Agenda,220638,2084,extracted
05-20-20,551040,5235,extracted
200609_CoppertonGPSC_Agenda,228916,2099,extracted
200624_CoppertonGPSC_Agenda,219333,2047,extracted
Copperton_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed,159717,17913,extracted
Metro_Township_Council_Agenda_07-07-2020,109143,2660,extracted
200714_CoppertonGPSC_Agenda,220560,2093,extracted
07-28-20,172660,3278,extracted
200729_CoppertonGPSC_Agenda,219749,2059,extracted
200811_CoppertonGPSC_Agenda,219252,2082,extracted
Business_Fee_Schedule_Removed,195112,4235,extracted
CO067-001_-_2020_Fee_Schedule_and_Related_Amendments_Copperton_Code_8-10-2020_4812-8633-0311_v.1,526512,54687,extracted
CO067-001-_Copperton_Metro_Township_Electronic_Meeting_Written_Determination_8-11-2020_4850-4364-3847_v.1_002,33986,742,extracted
COPPERTON_RFP_6.12.2020_Signed_1,352967,23957,extracted
Copperton_RFP_3_resubmitted,184447,3675,extracted
DAA_2020_Resume_2_resubmitted,56625,2565,extracted
Invoice_co067_co067-004_46822_-_Legal_Fees,366566,5045,extracted
Metro_Township_Council_Agenda_08-19-2020_with_no_anchor_location_statement,1991277,0,image_only
Property_Watch_Announcement_07_-_Copy,154546,1369,extracted
Proposal_for_Copperton_Park_5,169413,3599,extracted
Signed_8th_Amendment_UPD_Interlocal_06-18-2020,746519,0,image_only
Business_Fee_Schedule_Removed,195112,4237,skipped-exists
CO067-001_-_2020_Fee_Schedule_and_Related_Amendments_Copperton_Code_8-10-2020_4812-8633-0311_v.1_1,526512,54687,extracted
CO067-001-_Copperton_Metro_Township_Electronic_Meeting_Written_Determination_8-11-2020_4850-4364-3847_v.1_002,33986,770,skipped-exists
200826_CoppertonGPSC_Agenda,217716,1827,extracted
09-16-20,178982,5769,extracted
200916_CoppertonGPSC_Agenda,221129,1781,extracted
200923_CoppertonPC_Packet,57585767,323559,extracted
2021_Meeting_Schedule,220110,1012,extracted
CO067-001_-_Copperton_Final_2021_Budget_Resolution_2020-11-09_4830-7924-2962_v,78445,2059,extracted
CO067-001-_Copperton_Metro_Township_Electronic_Meeting_Written_Determination_12-16-2020_4833-6783-6371_v-signe,153220,1002,extracted
Copperton_Budget_2020,81297,10061,extracted
Copperton_Budget_2020_2,81297,10061,extracted
Copperton_Metro_Township_Budget_Hearing_Notice_for_2021_Final_Budget_Hearing_on_12-16-2020,71537,1900,extracted
Invoice_co067_co067-001_48033,370380,5425,extracted
Metro_Township_Council_Agenda_12-16-20,229718,4844,extracted
01-20-21,203704,4424,extracted
Copperton_Metro_Township_Electronic_Meeting_Written_Determination_1-20-2021_-signed,139574,913,extracted
02-17-21,453140,4021,extracted
Copperton_Metro_Township_COVID_Fund_Transfer_Contract_AATF_1,320603,7318,extracted
Copperton_Metro_Township_Electronic_Meeting_Written_Determination_3-16-2021_-signed,139119,903,extracted
Metro_Township_Council_Agenda_3-17-2021,225862,4714,extracted
WFWRD_Executive_Summary_of_Conversion_from_SSD_to_LD_4840-1266-3261_v.1,130623,2949,extracted
04-21-21,186501,12306,extracted
2021_Election_Dates_and_Deadlines,112870,2943,extracted
Copperton_Metro_Township_Electronic_Meeting_Written_Determination_4-20-2021_-signed,222716,908,extracted
Metro_Township_Council_Agenda_4-21-21,203624,4725,extracted
Metro_Township_Election_Contract_2021,284750,25864,extracted
2021_Metro_Township_Candidates,448903,645,extracted
Copperton_CWPP_2021X,286295,35793,extracted
08-18-21,389020,5137,extracted
Metro_Township_Council_Agenda_9-15-21,634826,5143,extracted
Resolution_Copperton_2022_Tax_Increase_SLVLESA_2021-09-15_CO067-001_4823-7027-1483_v.1,271788,14693,extracted
210928_CoppertonPC_Packet,1506621,119649,extracted
Copperton_Ord_2021-10-01_-_Accessory_Dwelling_Units_10-8-2021,190817,18506,extracted
Copperton_Ord_2021-10-02-_Accessory_Building_Amendents_10-8-2021,158474,8523,extracted
Copperton_Ord_2021-10-03_-_Floodplain_Amendments_10-8-2021,355910,81782,extracted
Copperton_Public_Hearing_Notice_-_ADU_Ordinance_Accessory_Building_Ordinance_and_Floodplain_Ordinance_10-8-202,122691,1629,extracted
Ordinance_2021-10-01,298365,18731,extracted
Ordinance_2021-10-02,267345,8776,extracted
Ordinance_2021-10-03,421072,80104,extracted
Copperton_approved_budget_2022,473377,11650,extracted
November_Meeting_Documents,1487460,177422,extracted
Copperton_approved_budget_2022,473377,11691,skipped-exists
MSD_Final_Fee_Schedule_2022,464651,40836,extracted
Packet,1090576,60582,extracted
Agenda_01-19-22,222578,4752,extracted
Copperton_Metro_Township_Electronic_Meeting_Written_Determination_1-19-2022,169384,965,extracted
220215_CoppertonPC_Packet,3728832,89873,extracted
Copperton_PC_Annexation_Public_Meeting_Notice_for_2-15-22_meeting_2022-01-24_CO067-001_4853-4253-3387_v.2,80854,2602,extracted
DRAFT_Copperton_Annexation_Policy_Plan_Jan31_Notice,2460444,61183,extracted
Public_Meeting_Copperton_Annexation_Policy_Feb15Presentation,968247,4496,extracted
Copperton_Metro_Township_Electronic_Meeting_Written_Determination_2-15-2022,220615,970,extracted
220315_Copperton_PC_Annexation_Public_Meeting_Notice,84939,2088,extracted
220315_CoppertonPC_Packet,4450873,124236,extracted
DRAFT_Annexation_Ordinance_19.95_v_Feb_28_2022,424988,24311,extracted
DRAFT_Copperton_Annexation_Policy_Plan_v_Feb_28_2022,3179624,64272,extracted
PC_Copperton_Annexation_Policy_Plan_and_Ordinance_March15_2022,1246049,11400,extracted
DRAFT_Annexation_Ordinance_19.95_v_Feb_28_2022,424988,24316,skipped-exists
DRAFT_Copperton_Annexation_Policy_Plan_v_Feb_28_2022,3179624,64307,skipped-exists
Ordinance_2022-03-01,2903148,64613,extracted
Ordinance_2022-03-02,649584,29261,extracted
Metro_Township_Council_Agenda_5-18-2022,295658,4957,extracted
Metro_Township_Council_Agenda_6-15-2022,324815,4914,extracted
Updated_Fee_Schedule_2022,73703,2432,extracted
2022_MSD_Organization_Chart_07-07-2022,216887,18389,extracted
Invoice_co067_co067-001_54723,171920,4145,extracted
Sales_Invoice_PS-INV103366,89280,4412,extracted
Updated_Fee_Schedule_2022,73703,2459,skipped-exists
Updated_Fee_Schedule_2022_2,73703,2432,extracted
08-17-22,357970,4977,extracted
Copperton_Phase_1_Package,1700520,285090,extracted
2.5_Copperton_CRA_SOC_Draft_9.6.2022,5607331,29631,extracted
Copperton_SDMP_-_Final_Report,50590194,166788,extracted
Metro_Township_Council_Agenda_9-21-2022,610430,5011,extracted
10-19-22,348520,5223,extracted
Metro_Township_Council_Agenda_11-16-2022,946817,4969,extracted
221213_CoppertonPC_Packet,4205679,767936,extracted
2022_Budget_Amendments_-_Copperton,256986,672,extracted
2023_Proposed_Budget_-_Copperton_Copperton_Cemetery,136822,15080,extracted
3.1_-_11-16-22,224178,14805,extracted
3.3_-_2023_Proposed_Budget_-_Copperton_Copperton_Cemetery,136822,15080,extracted
3.4_-_2022_Budget_Amendments_-_Copperton,256986,672,extracted
3.6_-_Copperton_Phase_3_Packet,2347519,320178,extracted
Public_Notice,126758,1403,extracted
230110_CoppertonPC_Packet,3191832,750958,extracted
01-18-23,353827,4967,extracted
230314_CoppertonPC_Packet,5799986,1001725,extracted
Metro_Township_Council_Agenda_03-15-2023,553939,4816,extracted
230411_CoppertonPC_Packet,6005155,1023315,extracted
Copperton_PC_Public_Hearing_Titles18and19_April2023_DRAFT,1706173,20016,extracted
Copperton-Public_Hearing_Notice,117359,1724,extracted
04-12-23,162950,2444,extracted
2023_City_Manager_Letter_RP1,240758,2621,extracted
CK23104_Copperton_Twnshp,2367762,7,image_only
Metro_Township_Council_Agenda_04-19-2023,1205043,5309,extracted
Title_18_Subdivisions_Copperton_4-11-23_with_notes,791174,131515,extracted
Title_19_Zoning_4-11-23_with_notes,4467621,872906,extracted
230425_CoppertonATPSH_Agenda,212056,1676,extracted
05-02-23,410635,2741,extracted
2023_Copperton_Metro_Township_Election_Notice,96177,1308,extracted
06-06-23,5016408,1020199,extracted
230613_CoppertonPC_Packet,1530983,45199,extracted
230613_CoppertonPC_PacketAmended,1775319,64869,extracted
Copperton_Metro_Township_Planning_Commission_6.13.2023,535677,1215,extracted
Copperton_Notice_-_Bingham_Canyon_Lions_Club,138162,0,image_only
REZ2023-000840_CoppertonPC_Notice_of_Public_Meeting,167700,1384,extracted
06-21-23,489040,4881,extracted
Metro_Township_Council_Agenda_06-21-2023,489030,4881,extracted
Metro_Township_Council_Agenda_07-19-2023,673062,4973,extracted
Ordinance_2023-07-01,252279,4161,extracted
REZ2023-000840_Staff_Report_Final_CC,1248883,43749,extracted
Rezone_Ordinance_for_REZ2023-000840,113183,2924,extracted
08-01-23,413052,2636,extracted
Metro_Township_Council_Agenda_08-16-2023,789529,4895,extracted
09-05-23,415484,2662,extracted
CBGP_Interlocal_Agreement_Amendment_Sept_2023_APPROVED_AS_TO_FORM_BY_COPPERTON,723832,4678,extracted
Copperton_Morgan_property_documents,2827714,0,image_only
Metro_Township_Council_Agenda_09-20-2023,740763,4942,extracted
Metro_Township_Council_Worksession_Agenda_10.3.2023,419215,2549,extracted
8626_Exhibit_A_-_Site_Plan,1232415,35047,extracted
9._GSLMSD_cost_study_13Sep2023,903138,5289,extracted
9.b_MSD_Fee_Study_FINAL,706854,118043,extracted
Copperton_2023-Q3,110114,13606,extracted
Exhibit_B_Driveway_Replacement_Agreement_Signed,4331468,18,image_only
Metro_Township_Council_Agenda_10-18-2023,1011996,5027,extracted
2023_Municipal_Election_Notice,73388,623,extracted
2024_tentative_budget_-_Copperton_and_Copperton_Cemetery,199249,8978,extracted
COPPERTON_CONTRACT_1,124693,24273,extracted
Metro_Township_Council_Agenda_11-15-2023,634519,4936,extracted
12-05-23,397422,3912,extracted
2023_Budget_Public_Notice,124127,1163,extracted
