audio_url,http,content_type,bytes
https://www.utah.gov/pmn/files/280061.MP3,404,,
https://www.utah.gov/pmn/files/283025.MP3,404,,
https://www.utah.gov/pmn/files/286475.mp3,404,,
https://www.utah.gov/pmn/files/286473.MP3,404,,
https://www.utah.gov/pmn/files/295565.MP3,404,,
https://www.utah.gov/pmn/files/295569.wav,404,,
https://www.utah.gov/pmn/files/298521.MP3,404,,
https://www.utah.gov/pmn/files/302619.wav,404,,
https://www.utah.gov/pmn/files/307853.wav,404,,
https://www.utah.gov/pmn/files/310525.wav,404,,
https://www.utah.gov/pmn/files/316351.wav,404,,
https://www.utah.gov/pmn/files/316353.wav,404,,
https://www.utah.gov/pmn/files/320301.MP3,404,,
https://www.utah.gov/pmn/files/323381.MP3,404,,
https://www.utah.gov/pmn/files/327239.wav,404,,
https://www.utah.gov/pmn/files/331101.wav,404,,
https://www.utah.gov/pmn/files/331103.wav,404,,
https://www.utah.gov/pmn/files/339171.wav,404,,
https://www.utah.gov/pmn/files/339179.wav,404,,
https://www.utah.gov/pmn/files/339181.wav,404,,
https://www.utah.gov/pmn/files/351071.wav,404,,
https://www.utah.gov/pmn/files/351073.wav,404,,
https://www.utah.gov/pmn/files/355099.wav,404,,
https://www.utah.gov/pmn/files/358527.wav,404,,
https://www.utah.gov/pmn/files/363305.MP3,404,,
https://www.utah.gov/pmn/files/375583.wav,404,,
https://www.utah.gov/pmn/files/383011.wav,404,,
https://www.utah.gov/pmn/files/390009.mp3,404,,
https://www.utah.gov/pmn/files/396009.mp3,404,,
https://www.utah.gov/pmn/files/397947.mp3,404,,
https://www.utah.gov/pmn/files/402557.mp3,404,,
https://www.utah.gov/pmn/files/402559.mp3,404,,
https://www.utah.gov/pmn/files/405733.mp3,404,,
https://www.utah.gov/pmn/files/407115.mp3,404,,
https://www.utah.gov/pmn/files/413181.mp3,404,,
https://www.utah.gov/pmn/files/421331.mp3,404,,
https://www.utah.gov/pmn/files/425013.mp3,404,,
https://www.utah.gov/pmn/files/429763.mp3,404,,
https://www.utah.gov/pmn/files/437181.mp3,404,,
https://www.utah.gov/pmn/files/451183.mp3,404,,
https://www.utah.gov/pmn/files/479555.mp3,200,audio/mpeg,159510298
https://www.utah.gov/pmn/files/460341.mp3,200,audio/mpeg,139788794
https://www.utah.gov/pmn/files/466987.mp3,200,audio/mpeg,43210113
https://www.utah.gov/pmn/files/479463.mp3,200,audio/mpeg,110244724
https://www.utah.gov/pmn/files/483173.mp3,200,audio/mpeg,11403768
https://www.utah.gov/pmn/files/487299.mp3,200,audio/mpeg,38500730
https://www.utah.gov/pmn/files/495477.mp3,200,audio/mpeg,203237024
https://www.utah.gov/pmn/files/507145.mp3,200,audio/mpeg,157827610
https://www.utah.gov/pmn/files/507149.mp3,200,audio/mpeg,585800
https://www.utah.gov/pmn/files/513327.mp3,200,audio/mpeg,118358936
https://www.utah.gov/pmn/files/523723.mp3,200,audio/mpeg,101934574
https://www.utah.gov/pmn/files/533305.wav,200,audio/x-wav,1448692622
https://www.utah.gov/pmn/files/535313.wav,200,audio/x-wav,192671118
https://www.utah.gov/pmn/files/540813.wav,200,audio/x-wav,1474407310
https://www.utah.gov/pmn/files/566566.mp3,200,audio/mpeg,88910018
https://www.utah.gov/pmn/files/579255.mp3,200,audio/mpeg,163544232
https://www.utah.gov/pmn/files/587229.mp3,200,audio/mpeg,43306833
https://www.utah.gov/pmn/files/587225.mp3,200,audio/mpeg,131161810
https://www.utah.gov/pmn/files/593479.mp3,200,audio/mpeg,102256959
https://www.utah.gov/pmn/files/593481.mp3,200,audio/mpeg,98105170
https://www.utah.gov/pmn/files/604999.mp3,200,audio/mpeg,153059026
https://www.utah.gov/pmn/files/623803.mp3,200,audio/mpeg,179820562
https://www.utah.gov/pmn/files/624249.mp3,200,audio/mpeg,42797937
https://www.utah.gov/pmn/files/631157.MP3,200,audio/mpeg,914412
https://www.utah.gov/pmn/files/631155.MP3,200,audio/mpeg,129132168
https://www.utah.gov/pmn/files/651177.mp3,200,audio/mpeg,88676443
https://www.utah.gov/pmn/files/641611.MP3,200,audio/mpeg,44367600
https://www.utah.gov/pmn/files/650591.mp3,200,audio/mpeg,93080526
https://www.utah.gov/pmn/files/669159.MP3,200,audio/mpeg,195681092
https://www.utah.gov/pmn/files/669157.mp3,200,audio/mpeg,95342098
https://www.utah.gov/pmn/files/678163.mp3,200,audio/mpeg,123833433
https://www.utah.gov/pmn/files/688009.MP3,200,audio/mpeg,179576289
https://www.utah.gov/pmn/files/704753.mp3,200,audio/mpeg,108785919
https://www.utah.gov/pmn/files/704755.mp3,200,audio/mpeg,109781266
https://www.utah.gov/pmn/files/711965.MP3,200,audio/mpeg,141955574
https://www.utah.gov/pmn/files/711963.mp3,200,audio/mpeg,123574824
https://www.utah.gov/pmn/files/722495.mp3,200,audio/mpeg,102490815
https://www.utah.gov/pmn/files/722497.MP3,200,audio/mpeg,104697936
https://www.utah.gov/pmn/files/754689.m4a,200,audio/mp4,134138290
https://www.utah.gov/pmn/files/744213.mp3,200,audio/mpeg,87202590
https://www.utah.gov/pmn/files/754687.mp3,200,audio/mpeg,99965385
https://www.utah.gov/pmn/files/760761.mp3,200,audio/mpeg,120006247
https://www.utah.gov/pmn/files/764563.MP3,200,audio/mpeg,81441624
https://www.utah.gov/pmn/files/764565.MP3,200,audio/mpeg,32172386
https://www.utah.gov/pmn/files/773233.mp3,200,audio/mpeg,132148787
https://www.utah.gov/pmn/files/793905.mp3,200,audio/mpeg,67411717
https://www.utah.gov/pmn/files/793903.mp3,200,audio/mpeg,63799963
https://www.utah.gov/pmn/files/803917.mp3,200,audio/mpeg,30309983
https://www.utah.gov/pmn/files/814825.MP3,200,audio/mpeg,37673148
https://www.utah.gov/pmn/files/817375.mp3,200,audio/mpeg,57324058
https://www.utah.gov/pmn/files/825575.MP3,200,audio/mpeg,23185846
https://www.utah.gov/pmn/files/844681.MP3,200,audio/mpeg,52752178
https://www.utah.gov/pmn/files/840973.MP3,200,audio/mpeg,52752178
https://www.utah.gov/pmn/files/840977.mp3,200,audio/mpeg,45739021
https://www.utah.gov/pmn/files/850213.mp3,200,audio/mpeg,107288078
https://www.utah.gov/pmn/files/864981.mp3,200,audio/mpeg,76092778
https://www.utah.gov/pmn/files/879379.mp3,200,audio/mpeg,69020732
https://www.utah.gov/pmn/files/882783.mp3,200,audio/mpeg,76805820
https://www.utah.gov/pmn/files/893711.mp3,200,audio/mpeg,85165970
https://www.utah.gov/pmn/files/907985.mp3,200,audio/mpeg,55931306
https://www.utah.gov/pmn/files/917011.MP3,200,audio/mpeg,25512315
https://www.utah.gov/pmn/files/922405.mp3,200,audio/mpeg,114354508
https://www.utah.gov/pmn/files/922323.MP3,200,audio/mpeg,42198392
https://www.utah.gov/pmn/files/925357.MP3,200,audio/mpeg,29841745
https://www.utah.gov/pmn/files/929961.MP3,200,audio/mpeg,129764184
https://www.utah.gov/pmn/files/929963.MP3,200,audio/mpeg,76111390
