date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Dave Bromley,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Monica Collard,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Ron Mortimer,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Jamie Tsandes,Absent,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Michael Christopherson,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Jeff Lovell,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,Cameron Duncan,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,1,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5],Planning Item,7:0 Pass,Monica Collard,Dave Bromley,NH Rather,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,2,Waterford School West Parking Lot (Preliminary Site Plan Review) 9461 S. 1400 E. [Community #17 - Willow Canyon],Planning Item,7:0 Pass,Ron Mortimer,Monica Collard,Dave Bromley,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,2,Waterford School West Parking Lot (Preliminary Site Plan Review) 9461 S. 1400 E. [Community #17 - Willow Canyon],Planning Item,7:0 Pass,Ron Mortimer,Monica Collard,Monica Collard,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,2,Waterford School West Parking Lot (Preliminary Site Plan Review) 9461 S. 1400 E. [Community #17 - Willow Canyon],Planning Item,7:0 Pass,Ron Mortimer,Monica Collard,Ron Mortimer,Aye,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,2,Waterford School West Parking Lot (Preliminary Site Plan Review) 9461 S. 1400 E. [Community #17 - Willow Canyon],Planning Item,7:0 Pass,Ron Mortimer,Monica Collard,Jamie Tsandes,Absent,"db/staging (Legistar EventItemVote, body 140)"
2020-01-16,2020,Planning Commission,PlanningCommission,2,Waterford School West Parking Lot (Preliminary Site Plan Review) 9461 S. 1400 E. [Community #17 - Willow Canyon],Planning Item,7:0 Pass,Ron Mortimer,Monica Collard,Michael Christopherson,Aye,"db/staging (Legistar EventItemVote, body 140)"
