candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Kathleen Bailey,"Metro Township Council (founding, at-large)",,2016,2016-11-01,Interim (November),2016-04-17,Kathleen Bailey,Kathleen Bailey,Filing Fee,50.00,False,True,raw/2016_kathleen-bailey_copperton.pdf,70e16c96,v1,medium,vision_cache/vision,0
Ron Patrick,"Metro Township Council (founding, at-large)",,2016,2016-11-01,Interim (November),2016-03-02,Salt Lake County Clerk,Salt Lake County Clerk,Filing Fee,50.00,False,True,raw/2016_ron-patrick_copperton.pdf,e7cf415f,v1,medium,vision_cache/vision,0
Ron Patrick,"Metro Township Council (founding, at-large)",,2016,2016-11-01,Interim (November),2016-09-21,Vista Print,Vista Print,Signs,331.97,False,True,raw/2016_ron-patrick_copperton.pdf,e7cf415f,v2,medium,vision_cache/vision,0
Sean Clayton,"Metro Township Council (founding, at-large)",,2016,2016-11-01,Interim (November),2016-03-01,SL County,SL County,Candidate filing fee,50.00,False,True,raw/2016_sean-clayton_copperton.pdf,eb99024a,v1,medium,vision_cache/vision,0
JP Baxter,Metro Township Council At-Large (2017 @LRG / D-E cycle),,2017,2017-11-01,Interim (November),,County Clerk's office,County Clerk's office,filing fee,50.00,False,True,raw/jp-baxter-copperton_nov.pdf,67f8e18c,v1,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-10-15,Immaculate Conception Alter Soc.,Immaculate Conception Alter Soc,Donation,100.00,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v1,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-10-15,St. Paul's Methodist Church - Bake Sale,St. Paul's Methodist Church - Bake Sale,Donation,100.00,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v2,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-10-15,LDS Copperton WARD Cub Scouts,Lds Copperton Ward Cub Scouts,Donation,100.00,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v3,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-10-15,Jordan Credit Union,Jordan Credit Union,Fee,3.00,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v4,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-10-15,Sam's Club,Sam's Club,Purchase - tape,10.75,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v5,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-10-16,Original copy print,Original copy print,flyer printing,64.65,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v6,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-10-01,Interim (October),2019-06-06,election filing fee Salt Lake County,election filing fee Salt Lake County,filing Fee,50.00,False,True,raw/kathleen-bailey-copperton_oct.pdf,430acaf3,v7,medium,vision_cache/vision,0
Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-12-01,Year-end summary (December),2019-11-07,Kathleen Bailey,Kathleen Bailey,repayment of Loan to self,71.60,False,True,raw/kathleen-bailey-copperton_dec.pdf,84726dfc,v1,medium,vision_cache/vision,0
Sean Clayton,Metro Township Council At-Large (2019 A/B/C cycle),,2019,2019-12-01,Year-end summary (December),2019-06-06,SL County Recorder,SL County Recorder,Candidate filing fee,50.00,False,True,raw/sean-clayton-copperton_dec.pdf,7af27818,v1,medium,vision_cache/vision,0
Dave Olsen,Metro Township Council At-Large Seat D,,2021,2021-11-01,Interim (November),2021-06-08,SL County Recorder,SL County Recorder,Candidate Filing Fee,50.00,False,True,raw/dave-olsen-copperton-d_nov.pdf,82e6bdbf,v1,medium,vision_cache/vision,0
