date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,date_precision,is_incremental,matched_election_candidate,join_confidence,sha256,notes
2016-11-01,JP Baxter,"Metro Township Council (founding, at-large)",2016,interim,Interim (November),"2016 JP Baxter (Metro Township Council (founding, at-large)) — campaign-finance disclosure (Interim (November))",https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/november/jp-baxter---copperton_redacted.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/2016_jp-baxter_copperton.pdf,slco_clerk_static,county_folder_ym,,JP BAXTER,medium,1125fa8da352883ba2d53f606df4e77e93ed677dadc988b4c6eaf90dc3393372,2016 founding cohort. Baxter is the 2017 @LRG (D/E) first loser in election_results; also filed 2017 (see the 2017 row).
2016-11-01,Kathleen Bailey,"Metro Township Council (founding, at-large)",2016,interim,Interim (November),"2016 Kathleen Bailey (Metro Township Council (founding, at-large)) — campaign-finance disclosure (Interim (November))",https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/november/kathleen-bailey--copperton_redacted.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/2016_kathleen-bailey_copperton.pdf,slco_clerk_static,county_folder_ym,,KATHLEEN RAY BAILEY,medium,c1f09c1d6a161f5cb978630a38e68dd7161e8fbdacc07c5b282b986c422e8bdb,2016 founding cohort. Bailey is a certified 2023 Seat A winner; 2016 founding contest absent from election_results (flag #1).
2016-11-01,Ron Patrick,"Metro Township Council (founding, at-large)",2016,interim,Interim (November),"2016 Ron Patrick (Metro Township Council (founding, at-large)) — campaign-finance disclosure (Interim (November))",https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/november/ron-patrick-copperton_redacted.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/2016_ron-patrick_copperton.pdf,slco_clerk_static,county_folder_ym,,RONALD PATRICK,medium,53c15749ecb0054253a908b65e5f7b341709f9f25c38c497fff64c8238b6f081,2016 founding cohort. Ronald Patrick is a candidate of record (2021 Seat E runner-up in the election layer); the 2016 founding contest itself is NOT in election_results (labeled 2017 there - see flag #1).
2016-11-01,Sean Clayton,"Metro Township Council (founding, at-large)",2016,interim,Interim (November),"2016 Sean Clayton (Metro Township Council (founding, at-large)) — campaign-finance disclosure (Interim (November))",https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/november/sean-clayton-copperton_redacted.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/2016_sean-clayton_copperton.pdf,slco_clerk_static,county_folder_ym,,SEAN CLAYTON,medium,0f84cab30902a224f7488987903ab98e166d1aa769eeb283a836a45c1e98c835,"2016 founding cohort. Clayton = certified 2023 Seat B winner, later first Town Mayor (2025); 2016 founding contest absent from election_results (flag #1)."
2016-11-01,Tessa Stitzer,"Metro Township Council (founding, at-large)",2016,interim,Interim (November),"2016 Tessa Stitzer (Metro Township Council (founding, at-large)) — campaign-finance disclosure (Interim (November))",https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/2016_disclosures/november/tessa-stitzer-copperton_redacted.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/2016_tessa-stitzer_copperton.pdf,slco_clerk_static,county_folder_ym,,TESSA STITZER,medium,dc0b3807d7558eb638ffe52305da197af6b31f34119b1255b12c615f26627094,2016 founding cohort. Stitzer is a certified 2023 Seat C winner; 2016 founding contest absent from election_results (flag #1).
2017-11-01,Apollo Pazell,Metro Township Council At-Large (2017 @LRG / D-E cycle),2017,interim,Interim (November),2017 Apollo Pazell (Metro Township Council At-Large (2017 @LRG / D-E cycle)) — campaign-finance disclosure (Interim (November)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/apollo-pazell---copperton.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/apollo-pazell-copperton_nov.pdf,slco_clerk_static,county_month_label_year_ocr,,APOLLO PAZELL,high,e7bba5d064269ba913a743e737e0bf52d7fe3ce8b5f8d01df303bc55dae20993,2017 @LRG (vote-for-2) top WINNER in election_results (111 votes).
2017-11-01,JP Baxter,Metro Township Council At-Large (2017 @LRG / D-E cycle),2017,interim,Interim (November),2017 JP Baxter (Metro Township Council At-Large (2017 @LRG / D-E cycle)) — campaign-finance disclosure (Interim (November)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/jp-baxter---copperton.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/jp-baxter-copperton_nov.pdf,slco_clerk_static,county_month_label_year_ocr,,JP BAXTER,high,1a1367c06ecc25bf87719f9b12d5f67b8d966fa15884913c24eb9083aa9229a3,2017 @LRG (vote-for-2) first loser in election_results (90 votes).
2017-11-01,Kevin Severson,Metro Township Council At-Large (2017 @LRG / D-E cycle),2017,interim,Interim (November),2017 Kevin Severson (Metro Township Council At-Large (2017 @LRG / D-E cycle)) — campaign-finance disclosure (Interim (November)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/kevin-severson---copperton.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/kevin-severson-copperton_nov-a.pdf,slco_clerk_static,county_month_label_year_ocr,,KEVIN SEVERSON,high,713d399a5b090457e87742d60c0a8f5ac3683c902ed664c86a64271467bef2b4,2017 @LRG (vote-for-2) WINNER in election_results (96 votes).
2019-10-01,Kathleen Bailey,Metro Township Council At-Large (2019 A/B/C cycle),2019,interim,Interim (October),2019 Kathleen Bailey (Metro Township Council At-Large (2019 A/B/C cycle)) — campaign-finance disclosure (Interim (October)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/kathleen-bailey---copperton.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/kathleen-bailey-copperton_oct.pdf,slco_clerk_static,county_month_label_year_ocr,,KATHLEEN RAY BAILEY,medium,a76f0fc32ed0f9abf0603ce2d339becd66b29a1b2021ffc4dd3e3f529ff218c2,2019 A/B/C-cycle filing (form title reads 2019). Election layer has NO 2019 Copperton rows -> finance surfaces the documented 2019 gap (flag #2). Seat A inferred from Bailey's certified 2023 Seat A; not certified for 2019.
2019-10-01,Tessa Stitzer,Metro Township Council At-Large (2019 A/B/C cycle),2019,interim,Interim (October),2019 Tessa Stitzer (Metro Township Council At-Large (2019 A/B/C cycle)) — campaign-finance disclosure (Interim (October)),https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/financial-disclosures/financial_disclosure/tessa-stitzer---copperton.pdf,2026-07-14,scanned,none (raw acquisition; text/OCR/vision deferred),raw/tessa-stitzer-copperton_oct.pdf,slco_clerk_static,county_month_label_year_ocr,,TESSA STITZER,medium,2b61bc07bbc7a67a1bead08f812b171843c6379fa7c9e0bbac119c536d68705d,2019 A/B/C-cycle filing (form title reads 2019). See flag #2. Seat C inferred from Stitzer's certified 2023 Seat C; not certified for 2019.
