city,candidate,election_year,office,seat,regime,regime_basis,raised_gross,spent_gross,carryover_opening,carryover_basis,raised_net_of_carryover,ending_balance,chain_closes,n_filings,n_live,n_governing,chain_len,is_floor,in_kind_basis,confidence,governing_filings,excluded_filings,gap_reason,itemized_check_raised,itemized_check_spent,itemized_check_note,review_flag
cache_county,Vonda Collins,2008,County Council,,cumulative-single,single-filing,100.00,193.62,,,,-93.62,,1,1,1,0,,unknown,B,raw/2008/2008_wb_vcollins.pdf,,,100.00,193.62,latest-ledger,
cache_county,David Bigelow,2008,County Council,COUNTY COUNCIL SOUTH,cumulative,filing-arithmetic,1360.37,1564.32,,,,0.00,,2,2,1,1,,unknown,B,raw/2008/2008_wb_dbigelow1203.pdf,raw/2008/2008_wb_dbigelow.pdf=duplicate-restatement,,1300.00,1564.32,latest-ledger,
cache_county,Linda Worlton,2008,County Council,Logan 2,cumulative-single,single-filing,885.00,655.42,,,,229.58,,1,1,1,0,,unknown,B,raw/2008/2008_wb_lworlton.pdf,,,700.00,655.42,latest-ledger,
cache_county,Kathy Robison,2008,County Council,Logan Seat #2,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Cory Yeates,2008,County Council,Seat # 1,cumulative,filing-arithmetic,40.00,40.00,,,,0.00,,2,2,1,1,,unknown,B,raw/2008/2008_wb_cyeates1204.pdf,raw/2008/2008_wb_cyeates.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Barnard Jon White,2008,County Council,South,cumulative,filing-arithmetic,922.00,922.00,,,,0.00,,2,2,1,1,,unknown,B,raw/2008/2008_wb_jwhite.pdf,raw/2008/2008_wb_bjwhite.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Leslie P. Larson,2008,County Council,South,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Kathleen Howell,2010,Assessor,,cumulative-single,single-filing,0.00,326.15,,,,-326.15,,1,1,1,0,,unknown,B,raw/2010/2010_wb_khowell.pdf,,,,326.15,latest-ledger,
cache_county,Jill N. Zollinger,2010,Clerk/Auditor,,cumulative-single,single-filing,0.00,326.15,,,,-326.15,,1,1,1,0,,unknown,B,raw/2010/2010_wb_jzollinger.pdf,,,,326.15,latest-ledger,
cache_county,Tamra Stones,2010,Clerk/Auditor,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,James Swink,2010,County Attorney,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,H. Craig Petersen,2010,County Council,3,cumulative-single,single-filing,0.00,0.00,,,,0.00,,1,1,1,0,,unknown,B,raw/2010/2010_wb_hcpetersen.pdf,,,,,no itemized layer,
cache_county,Mark Daines,2010,County Council,North East,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Val Potter,2010,County Council,Northeast District,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Gordon Zilles,2010,County Council,South EAST,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,M. Lynn Lemon,2010,County Executive,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,Michael Gleed,2010,Recorder,,cumulative-single,single-filing,5158.40,5158.40,,,,0.00,,1,1,1,0,,unknown,B,raw/2010/2010_wb_mgleed.pdf,,,5138.40,5158.40,latest-ledger,
cache_county,G. Lynn Nelson,2010,Sheriff,,cumulative-single,single-filing,784.00,388.06,,,,395.94,,1,1,1,0,,unknown,B,raw/2010/2010_wb_lnelson.pdf,,,784.00,388.06,latest-ledger,
cache_county,Karen Jeppesen,2010,Treasurer,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Barnard Jon White,2012,County Council,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,B Franklin,2012,County Council,"District 1, Logan",cumulative-single,single-filing,0.00,0.00,,,,0.00,,1,1,1,0,,unknown,B,raw/2012/2012_cc_B_Franklin_campaign_finance.pdf,,,,,no itemized layer,
cache_county,Barry Martin Franklin,2012,County Council,"District 1, Logan",cumulative-single,single-filing,0.00,0.00,,,,0.00,,1,1,1,0,,unknown,B,raw/2012/2012_st_Barry_Martin_Franklin_10_26_12_general.pdf,,,,,no itemized layer,
cache_county,Eric Todd Collins,2012,County Council,LOGAN DISTRICT #1,cumulative-single,single-filing,420.00,1183.05,,,,-763.05,,1,1,1,0,,unknown,B,raw/2012/2012_st_Eric_Todd_Collins_7_16_12_Primary.pdf,,,420.00,1183.05,latest-ledger,
cache_county,collins,2012,County Council,LOGAN DISTRICT #1,cumulative-single,single-filing,420.00,1183.05,,,,-763.05,,1,1,1,0,,unknown,B,raw/2012/2012_cc_collins_finance_campaign.pdf,,,420.00,1183.05,latest-ledger,
cache_county,K Robison,2012,County Council,Logan #2,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Kathleen Ann Robison,2012,County Council,Logan #2,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Kathy Robison,2012,County Council,Logan #2,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,C Yeates,2012,County Council,Logan Seat # 1,cumulative,filing-arithmetic,825.00,1239.00,,,,-414.00,,2,2,1,1,,unknown,B,raw/2012/2012_cc_C_Yeates_finance_campaign_12_6_12.pdf,raw/2012/2012_cc_C_Yeates_finance_campaign.pdf=duplicate-restatement,,700.00,1239.00,latest-ledger,
cache_county,Cory Yeates,2012,County Council,Logan Seat # 1,cumulative,filing-arithmetic,825.00,1239.00,,,,-414.00,,2,2,1,1,,unknown,B,raw/2012/2012_st_Cory_Yeates_12_4_12_General.pdf,raw/2012/2012_st_Cory_Yeates_10_30_12_general.pdf=duplicate-restatement,,700.00,1239.00,latest-ledger,
cache_county,C Buttars,2012,County Council,North,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,Craig W Buttars,2012,County Council,North,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,J White,2012,County Council,South,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,Howell,2014,Assessor,,cumulative,filing-arithmetic,0.00,618.00,,,,618.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Howell_Dec_4_2014_campaign_finance.pdf,raw/2014/2014_cc_Howell_Oct_28_14_campaign_finance.pdf=duplicate-restatement,,,618.00,latest-ledger,
cache_county,Zollinger,2014,Clerk/Auditor,,cumulative,filing-arithmetic,0.00,0.00,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Zollinger_Dec_4_2014_campaign_finance_2a24cd.pdf,raw/2014/2014_cc_Zollinger_Dec_4_2014_campaign_finance_fd5839.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Zollinger camp,2014,Clerk/Auditor,,cumulative-single,single-filing,429.00,429.00,,,,0.00,,1,1,1,0,,unknown,B,raw/2014/2014_cc_Zollinger_Oct_28_14_camp_finance.pdf,,,429.00,429.00,latest-ledger,
cache_county,Daines,2014,County Attorney,,cumulative,filing-arithmetic,6329.57,6329.57,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Daines_Dec_2014_campaign_finance.pdf,raw/2014/2014_cc_Daines_10_28_14_campaign_finance.pdf=duplicate-restatement,,-400.43,20.31,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
cache_county,Swink,2014,County Attorney,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,mixed-county-no-evidence: this county's regime varies per filer and the cycle's own arithmetic is silent (a required printed figure is blank on every live filing),,,,
cache_county,Merrill,2014,County Council,#3,cumulative,filing-arithmetic,0.00,200.00,,,,-200.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Merrill_Dec_4_2014_campaign_finance.pdf,raw/2014/2014_cc_Merrill_Oct_28_14_campaign_finance.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Yeates,2014,County Council,Logan 1,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,Potter,2014,County Council,North East,cumulative,filing-arithmetic,0.00,199.00,,,,-199.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Potter_Dec_4_2014_campaign_finance.pdf,raw/2014/2014_cc_Potter_Oct_28_14_campaign_finance.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Robison,2014,County Council,Seat 2,cumulative-single,single-filing,0.00,0.00,,,,0.00,,1,1,1,0,,unknown,B,raw/2014/2014_cc_Robison_Dec_4_2014_campaign_finance.pdf,,,,,no itemized layer,
cache_county,Zilles,2014,County Council,South East,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Buttars,2014,County Executive,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
cache_county,Lemon,2014,County Executive,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
cache_county,Pugmire,2014,County Executive,,cumulative-single,single-filing,6699.67,6699.67,,,,0.00,,1,1,1,0,,unknown,B,raw/2014/2014_cc_Pugmire_July_campaign_finance.pdf,,,6699.67,6699.67,latest-ledger,
cache_county,Gleed,2014,Recorder,,cumulative,filing-arithmetic,2482.40,2482.40,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Gleed_Dec_2014_campaign_finance_report.pdf,raw/2014/2014_cc_Gleed_Oct_28_14_campaign_finance.pdf=duplicate-restatement,,2482.40,2482.40,latest-ledger,
cache_county,White,2014,Recorder,,cumulative,filing-arithmetic,0.00,0.00,,,,0.00,,2,2,1,1,,unknown,B,raw/2014/2014_cc_White_Dec_4_2014_campaign_finance.pdf,raw/2014/2014_cc_White_July_campaign_finance.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Jensen,2014,Sheriff,,cumulative,filing-arithmetic,2295.00,5474.00,,,,-3181.11,,2,2,1,1,,unknown,B,raw/2014/2014_cc_Jensen_Dec_4_2014_campaign_finance.pdf,raw/2014/2014_cc_Jensen_10_28_14_campaign_finance.pdf=duplicate-restatement,,,,no itemized layer,
cache_county,Nelson,2014,Sheriff,,cumulative-single,single-filing,3606.80,3606.80,,,,0.00,,1,1,1,0,,unknown,B,raw/2014/2014_cc_Nelson_Dec_4_2014_campaign_finance.pdf,,,1234.28,,latest-ledger,
