source_url,listing_page,candidate_label,printed_filing_date
http://www.cachecounty.org/docs/elections/disclosures/dbigelow.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Bigelow, David",2008-10-28
http://www.cachecounty.org/docs/elections/disclosures/dbigelow1203.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Bigelow, David",2008-12-03
http://www.cachecounty.org/docs/elections/disclosures/cbutters.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Butters, Craig",2008-10-27
http://www.cachecounty.org/docs/elections/disclosures/cbutters1203.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Butters, Craig",2008-12-03
http://www.cachecounty.org/docs/elections/disclosures/vcollins.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Collins, Vonda",2008-04-23
http://www.cachecounty.org/docs/elections/disclosures/fduersch.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Duersch, Fred",2008-06-03
http://www.cachecounty.org/docs/elections/disclosures/fduersch2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Duersch, Fred",2008-08-27
http://www.cachecounty.org/docs/elections/disclosures/fduersch3.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Duersch, Fred",2008-10-21
http://www.cachecounty.org/docs/elections/disclosures/ageary.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Geary, Ann Taggart",2008-06-17
http://www.cachecounty.org/docs/elections/disclosures/ageary2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Geary, Ann Taggart",2008-08-28
http://www.cachecounty.org/docs/elections/disclosures/ageary3.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Geary, Ann Taggart",2008-10-21
http://www.cachecounty.org/docs/elections/disclosures/tgrange.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Grange, Tamara L.",2008-06-17
http://www.cachecounty.org/docs/elections/disclosures/tgrange2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Grange, Tamara L.",2008-08-28
http://www.cachecounty.org/docs/elections/disclosures/tgrange3.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Grange, Tamara L.",2008-10-23
http://www.cachecounty.org/docs/elections/disclosures/lhobbs.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Hobbs, Lynn",2008-06-17
http://www.cachecounty.org/docs/elections/disclosures/lhobbs2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Hobbs, Lynn",2008-10-27
http://www.cachecounty.org/docs/elections/disclosures/rknight.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Knight, Richard",2008-06-05
http://www.cachecounty.org/docs/elections/disclosures/rknight2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Knight, Richard",2008-08-28
http://www.cachecounty.org/docs/elections/disclosures/rknight3.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Knight, Richard",2008-10-27
http://www.cachecounty.org/docs/elections/disclosures/llarson.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Larson, Leslie P.",2008-07-17
http://www.cachecounty.org/docs/elections/disclosures/bleishman.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Leishman, Brian Thomas",2008-06-12
http://www.cachecounty.org/docs/elections/disclosures/cmorgan.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Morgan, Connie Jean",2008-06-17
http://www.cachecounty.org/docs/elections/disclosures/cmorgan0908.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Morgan, Connie Jean",2008-09-02
http://www.cachecounty.org/docs/elections/disclosures/cmorgan2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Morgan, Connie Jean",2008-10-27
http://www.cachecounty.org/docs/elections/disclosures/soborn.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Oborn, Shaun Michael",2008-06-11
http://www.cachecounty.org/docs/elections/disclosures/soborn2.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Oborn, Shaun Michael",2008-08-28
http://www.cachecounty.org/docs/elections/disclosures/soborn3.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Oborn, Shaun Michael",2008-10-27
http://www.cachecounty.org/docs/elections/disclosures/krobison.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Robison, Kathy",2008-10-27
http://www.cachecounty.org/docs/elections/disclosures/krobison1124.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Robison, Kathy",2008-11-24
http://www.cachecounty.org/docs/elections/disclosures/bjwhite.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"White, Barnard Jon",2008-10-22
http://www.cachecounty.org/docs/elections/disclosures/jwhite.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"White, Barnard Jon",2008-11-24
http://www.cachecounty.org/docs/elections/disclosures/bwillets.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Willets, Brenda Rupp",2008-06-16
http://www.cachecounty.org/docs/elections/disclosures/lworlton.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Worlton, Linda",2008-10-28
http://www.cachecounty.org/docs/elections/disclosures/cyeates.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Yeates, Cory",2008-10-21
http://www.cachecounty.org/docs/elections/disclosures/cyeates1204.pdf,http://web.archive.org/web/20081207055606/http://www.cachecounty.org/elections/disclosures.php,"Yeates, Cory",2008-12-04
http://www.cachecounty.org/docs/elections/disclosures/2010/bbaird.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Baird, Bart",2010-06-07
http://www.cachecounty.org/docs/elections/disclosures/2010/bbaird2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Baird, Bart",2010-08-30
http://www.cachecounty.org/docs/elections/disclosures/2010/bbaird3.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Baird, Bart",2010-10-21
http://www.cachecounty.org/docs/elections/disclosures/2010/jblair.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Blair, James",2010-06-10
http://www.cachecounty.org/docs/elections/disclosures/2010/dbrownell.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Brownell, Daniel",2010-06-15
http://www.cachecounty.org/docs/elections/disclosures/2010/dbrownell2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Brownell, Daniel",2010-08-02
http://www.cachecounty.org/docs/elections/disclosures/2010/tchristiansen.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Christensen, Troy",2010-06-15
http://www.cachecounty.org/docs/elections/disclosures/2010/tchristiansen2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Christensen, Troy",2010-08-19
http://www.cachecounty.org/docs/elections/disclosures/2010/tchristensen3.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Christensen, Troy",2010-10-25
http://www.cachecounty.org/docs/elections/disclosures/2010/kcooley.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Cooley, Kristie",2010-06-08
http://www.cachecounty.org/docs/elections/disclosures/2010/mdaines.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Daines, Mark",2010-10-26
http://www.cachecounty.org/docs/elections/disclosures/2010/mgleed.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Gleed, Michael",2010-10-19
http://www.cachecounty.org/docs/elections/disclosures/2010/lgreen.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Green, Lynn",2010-06-14
http://www.cachecounty.org/docs/elections/disclosures/2010/lgreen2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Green, Lynn",2010-08-05
http://www.cachecounty.org/docs/elections/disclosures/2010/agrunig.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Grunig, Allen",2010-06-08
http://www.cachecounty.org/docs/elections/disclosures/2010/ghall.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Hall, Garrick",2010-06-15
http://www.cachecounty.org/docs/elections/disclosures/2010/ghall2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Hall, Garrick",2010-08-31
http://www.cachecounty.org/docs/elections/disclosures/2010/ghall3.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Hall, Garrick",2010-10-25
http://www.cachecounty.org/docs/elections/disclosures/2010/mhoopes.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Hoopes, Mindee",2010-06-15
http://www.cachecounty.org/docs/elections/disclosures/2010/mhoopes2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Hoopes, Mindee",2010-08-31
http://www.cachecounty.org/docs/elections/disclosures/2010/mhoopes3.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Hoopes, Mindee",2010-10-26
http://www.cachecounty.org/docs/elections/disclosures/2010/khowell.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Howell, Kathleen",2010-10-13
http://www.cachecounty.org/docs/elections/disclosures/2010/kjeppesen.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Jeppesen, Karen",2010-10-25
http://www.cachecounty.org/docs/elections/disclosures/2010/jjenkins.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Jenkins, Jonathan",2010-06-14
http://www.cachecounty.org/docs/elections/disclosures/2010/jjenkins2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Jenkins, Jonathan",2010-08-31
http://www.cachecounty.org/docs/elections/disclosures/2010/jjenkins3.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Jenkins, Jonathan",2010-10-22
http://www.cachecounty.org/docs/elections/disclosures/2010/mllemon.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Lemon, M. Lynn",2010-10-13
http://www.cachecounty.org/docs/elections/disclosures/2010/lnelson.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Nelson, G. Lynn",2010-10-13
http://www.cachecounty.org/docs/elections/disclosures/2010/hcpetersen.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Petersen, H. Craig",2010-10-13
http://www.cachecounty.org/docs/elections/disclosures/2010/vpotter.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Potter, Val",2010-10-21
http://www.cachecounty.org/docs/elections/disclosures/2010/rsanders.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Sanders, Randall",2010-06-09
http://www.cachecounty.org/docs/elections/disclosures/2010/rsanders2.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Sanders, Randall",2010-08-30
http://www.cachecounty.org/docs/elections/disclosures/2010/rsanders3.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Sanders, Randall",2010-10-25
http://www.cachecounty.org/docs/elections/disclosures/2010/tstones.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Stones, Tamra",2010-10-25
http://www.cachecounty.org/docs/elections/disclosures/2010/jswink.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Swink, James",2010-10-25
http://www.cachecounty.org/docs/elections/disclosures/2010/gzilles.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Zilles, Gordon",2010-10-13
http://www.cachecounty.org/docs/elections/disclosures/2010/jzollinger.pdf,http://web.archive.org/web/20101108181727/http://www.cachecounty.org/elections/disclosures/2010.php,"Zollinger, Jill N.",2010-10-13
