source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,1,2020-01-08,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Approved unanimous,crosswalk,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,2,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Positive recommendation unanimous,crosswalk,medium
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,3,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Approved unanimous,rule:lu-cup,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,4,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-subdiv,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,5,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,,,,unanimous-declared,Positive recommendation unanimous,rule:lu-subdiv,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,6,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,,,,unanimous-declared,Positive recommendation unanimous,rule:lu-subdiv,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,7,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-subdiv,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,8,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-cup,high
minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md,9,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,4,1,,tally-only,Positive recommendation 4-1,rule:lu-subdiv,high
minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md,1,2020-01-22,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Approved unanimous,crosswalk,high
minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md,2,2020-01-22,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-subdiv,high
minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md,3,2020-01-22,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,,,,unanimous-declared,Positive recommendation unanimous,rule:lu-subdiv,high
minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md,4,2020-01-22,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,5,1,,tally-only,Positive recommendation 5-1,crosswalk,medium
minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md,1,2020-02-12,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Approved unanimous,crosswalk,high
minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md,2,2020-02-12,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,recommendation,pass,,,,unanimous-declared,Positive recommendation unanimous,rule:lu-subdiv,high
minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md,3,2020-02-12,PlanningCommission,Land-Use/Zoning,Land-Use,Text-Amendment,recommendation,pass,,,,unanimous-declared,Positive recommendation unanimous,rule:lu-textamend,high
minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md,4,2020-02-12,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-cup,high
minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md,5,2020-02-12,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-subdiv,high
minutes/2020/2020-02-10/2020-02-12_planning-commission-meeting.md,6,2020-02-12,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-subdiv,high
minutes/2020/2020-02-24/2020-02-26_planning-commission-meeting.md,1,2020-02-26,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Approved unanimous,crosswalk,high
minutes/2020/2020-03-09/2020-03-11_planning-commission-meeting.md,1,2020-03-11,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Approved unanimous,crosswalk,high
minutes/2020/2020-03-09/2020-03-11_planning-commission-meeting.md,2,2020-03-11,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,procedural,pass,,,,unanimous-declared,Continued unanimous,rule:lu-rezone,high
