date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-08,2020,Planning Commission,PlanningCommission,1,"APPROVE the Minutes of December 11, 2019 as amended",Procedural/Administrative,Approved unanimous,Mark Sletten,Christin Van Dine,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,2,"forward a POSITIVE recommendation to the City Council on January 16, 2020 for the proposed LMC Amendments with the following modifications: to consider 20% open space with 10% of that amount as defined usable open space; with direction to the Staff to provide additional definitions identifying specific types of usable open space; and to include the addition of Subsection g) and the change to replace off-site with on-site in the language",Land-Use/Zoning,Positive recommendation unanimous,Doug Thimm,Laura Suesser,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,3,"APPROVE the Conditional Use Permit for a nightly rental at 158 Ridge Avenue, based on the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff report and as amended with the change to Condition of Approval #13, that contact information shall be posted in the entry of the home and included in the lease",Land-Use/Zoning,Approved unanimous,John Kenworthy,Doug Thimm,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,4,CONTINUE 1274 Park Avenue Plat Amendment to a date uncertain,Land-Use/Zoning,Continued unanimous,Doug Thimm,John Kenworthy,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,5,"Commissioner moved to forward a POSITIVE recommendation to the City Council for the plat amendment for 2784 American Saddler Drive, based on the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff report and as amended with the change to Condition #5 to add “or new structure” after the words existing structure. Commissioner Van Dine seconded the motion.",Land-Use/Zoning,Positive recommendation unanimous,,Christin Van Dine,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,6,"forward a POSITIVE recommendation to the City Council for the plat amendment for 7058 Silver Lake Drive, based on the Findings of Fact, Conclusions of Law, and Conditions of Approval as outlined in the draft ordinance",Land-Use/Zoning,Positive recommendation unanimous,Christin Van Dine,John Kenworthy,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,7,"CONTINUE the 802 Empire Avenue Subdivision to February 12, 2020",Land-Use/Zoning,Continued unanimous,John Kenworthy,Laura Suesser,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,8,"CONTINUE 802 Empire Avenue Conditional Use Permit to February 12, 2020",Land-Use/Zoning,Continued unanimous,Laura Suesser,John Kenworthy,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-08,2020,Planning Commission,PlanningCommission,9,"forward a POSITIVE recommendation to the City Council for the 322 Park Avenue Plat Amendment based on the Findings of Fact, Conclusions of Law, and Conditions of Approval as outlined in the draft ordinance",Land-Use/Zoning,Positive recommendation 4-1,Doug Thimm,John Kenworthy,,,minutes/2020/2020-01-06/2020-01-08_planning-commission-meeting.md
2020-01-22,2020,Planning Commission,PlanningCommission,1,"APPROVE the Minutes of January 8, 2020 as amended",Procedural/Administrative,Approved unanimous,Laura Suesser,Sarah Hall,,,minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,Planning Commission,PlanningCommission,2,"CONTINUE the proposed Conditional Use Permit for a retaining wall greater than six feet in height associated with the Alice Claim Subdivision to February 12, 2020",Land-Use/Zoning,Continued unanimous,Doug Thimm,Sarah Hall,,,minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,Planning Commission,PlanningCommission,3,"forward a POSITIVE recommendation to the City Council for 182 and 184 Daly Avenue Plat Amendment based on the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the draft ordinance and as amended per the discussion this evening",Land-Use/Zoning,Positive recommendation unanimous,Sarah Hall,John Kenworthy,,,minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
2020-01-22,2020,Planning Commission,PlanningCommission,4,"forward a POSITIVE recommendation to the City Council to Repeal LMC Codes Section 15-3-5, Driveway Standards for Private Driveways Within Platted, Unbuilt City Street; with an additional recommendation for a mechanism that allows the Planning Commission the opportunity to review encroachment agreements; and a recommendation to carefully consider the public notice process",Land-Use/Zoning,Positive recommendation 5-1,Sarah Hall,John Kenworthy,,,minutes/2020/2020-01-20/2020-01-22_planning-commission-meeting.md
