stem,bytes,chars,status
PlanningCommission_e2162_agenda,63610,3916,extracted
Council_e2157_agenda,72611,7872,extracted
Council_e2114_agenda,58969,3949,extracted
Council_e2098_agenda,49772,2074,extracted
PlanningCommission_e2090_agenda,144272,3805,extracted
Council_e2049_agenda,63652,5317,extracted
HistoricPreservationBoard_e2012_agenda,137189,2700,extracted
Council_e2004_agenda,58546,3912,extracted
PlanningCommission_e1961_agenda,111829,2958,extracted
Council_e1955_agenda,26851,1762,extracted
Council_e1949_agenda,25636,1546,extracted
PlanningCommission_e1896_agenda,128273,2057,extracted
Council_e1889_agenda,69643,4651,extracted
HistoricPreservationBoard_e1850_agenda,76886,2262,extracted
Council_e1844_agenda,117787,3757,extracted
PlanningCommission_e1810_agenda,152743,5151,extracted
Council_e1799_agenda,24030,1084,extracted
Council_e1770_agenda,63049,3169,extracted
Council_e1673_agenda,24647,1312,extracted
Council_e1644_agenda,114962,3478,extracted
PlanningCommission_e1611_agenda,155265,5936,extracted
Council_e1569_agenda,62340,3137,extracted
PlanningCommission_e1499_agenda,152568,5433,extracted
Council_e1494_agenda,114012,3396,extracted
Council_e1460_agenda,115101,3483,extracted
PlanningCommission_e1427_agenda,160080,5833,extracted
Council_e1421_agenda,75335,2023,extracted
HistoricPreservationBoard_e1392_agenda,132925,2860,extracted
PlanningCommission_e1355_agenda,123085,6200,extracted
Council_e1349_agenda,124228,5509,extracted
Council_e1311_agenda,66510,4150,extracted
PlanningCommission_e1280_agenda,139065,4046,extracted
Council_e1272_agenda,117743,4126,extracted
HistoricPreservationBoard_e1242_agenda,109440,2957,extracted
PlanningCommission_e1221_agenda,151731,6747,extracted
Council_e1216_agenda,161551,7397,extracted
Council_e1173_agenda,116125,4142,extracted
PlanningCommission_e1144_agenda,144184,4655,extracted
Council_e1119_agenda,76100,2346,extracted
Council_e1116_agenda,125289,6499,extracted
Council_e1090_agenda,123727,6213,extracted
HistoricPreservationBoard_e1084_agenda,109849,2672,extracted
PlanningCommission_e994_agenda,114635,3377,extracted
Council_e972_agenda,74819,1674,extracted
HistoricPreservationBoard_e960_agenda,164728,1425,extracted
PlanningCommission_e937_agenda,143745,5285,extracted
Council_e899_agenda,125619,7207,extracted
Council_e880_agenda,115408,3815,extracted
PlanningCommission_e873_agenda,151743,6218,extracted
Council_e842_agenda,111554,3192,extracted
HistoricPreservationBoard_e812_agenda,136626,3971,extracted
Council_e777_agenda,120357,4705,extracted
PlanningCommission_e771_agenda,143746,5446,extracted
Council_e734_agenda,109565,2401,extracted
PlanningCommission_e712_agenda,161002,7925,extracted
Council_e706_agenda,122997,5729,extracted
HistoricPreservationBoard_e679_agenda,139295,4362,extracted
PlanningCommission_e636_agenda,143302,4969,extracted
Council_e629_agenda,117187,4027,extracted
PlanningCommission_e597_agenda,132131,3679,extracted
Council_e588_agenda,125608,7172,extracted
HistoricPreservationBoard_e548_agenda,114077,3885,extracted
PlanningCommission_e504_agenda,117993,4922,extracted
Council_e495_agenda,121198,6042,extracted
Council_e466_agenda,75560,2098,extracted
PlanningCommission_e457_agenda,112291,3443,extracted
Council_e452_agenda,116772,4340,extracted
HistoricPreservationBoard_e2177_agenda,114694,4195,extracted
Council_e2170_agenda,62599,5652,extracted
PlanningCommission_e2129_agenda,117668,5317,extracted
PlanningCommission_e2101_agenda,113170,3615,extracted
Council_e2096_agenda,55105,3629,extracted
PlanningCommission_e2061_agenda,115972,4790,extracted
HistoricPreservationBoard_e2027_agenda,148438,6525,extracted
Council_e2021_agenda,60875,4848,extracted
PlanningCommission_e1977_agenda,116688,5245,extracted
Council_e1967_agenda,22480,1478,extracted
PlanningCommission_e1934_agenda,139021,4627,extracted
PlanningCommission_e1908_agenda,113352,3372,extracted
Council_e1902_agenda,65860,6452,extracted
HistoricPreservationBoard_e1858_agenda,135137,4378,extracted
PlanningCommission_e1817_agenda,138175,4408,extracted
Council_e1809_agenda,56715,3332,extracted
Council_e1774_agenda,58611,4714,extracted
PlanningCommission_e1744_agenda,161328,7939,extracted
Council_e1715_agenda,23398,1678,extracted
Council_e1709_agenda,60022,4745,extracted
PlanningCommission_e1653_agenda,150494,5887,extracted
Council_e1648_agenda,60320,5096,extracted
PlanningCommission_e1630_agenda,117928,5198,extracted
Council_e1618_agenda,66995,6303,extracted
PlanningCommission_e1617_agenda,155929,2938,extracted
PlanningCommission_e1578_agenda,157415,7178,extracted
HistoricPreservationBoard_e1542_agenda,115216,4305,extracted
Council_e1498_agenda,63736,6297,extracted
PlanningCommission_e1467_agenda,132635,3274,extracted
Council_e1463_agenda,21893,1492,extracted
Council_e1459_agenda,20831,1242,extracted
PlanningCommission_e1433_agenda,139937,3384,extracted
Council_e1426_agenda,64276,5314,extracted
HistoricPreservationBoard_e1397_agenda,109689,3351,extracted
PlanningCommission_e1322_agenda,135100,3373,extracted
