date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2018-07-17,2018,Magna Council Meeting,Council,1,"Council Member Prokopis, seconded by Council Member Peel, moved to close the staff meeting and go into the public meeting",Procedural/Administrative,Unanimous Pass,Steve Prokopis,Brint Peel,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,2,"Council Member Prokopis, seconded by Council Member Hull, moved to approve the minutes of the Magna Metro Township meeting held on June 12, 2018",Procedural/Administrative,Unanimous Pass,Steve Prokopis,Trish Hull,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,3,"Council Member Hull, seconded by Council Member Peel, moved to open the public hearing",Public Hearing Action,Unanimous Pass,Trish Hull,Brint Peel,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,4,"Council Member Prokopis, seconded by Council Member Ferguson, moved to close the public hearing",Public Hearing Action,Unanimous Pass,Steve Prokopis,Eric Ferguson,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,5,"Council Member Ferguson, seconded by Council Member Peel, moved to deny rezone application #30700",Land-Use/Zoning,Unanimous Pass,Eric Ferguson,Brint Peel,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,6,"Council Member Hull, seconded by Council Member Ferguson, moved to open the public hearing",Public Hearing Action,Unanimous Pass,Trish Hull,Eric Ferguson,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,7,"Council Member Ferguson, seconded by Council Member Hull, moved to close the public hearing",Public Hearing Action,Unanimous Pass,Eric Ferguson,Trish Hull,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-07-17,2018,Magna Council Meeting,Council,8,"Council Member Peel, seconded by Council Member Hull, moved to table the decision until the August 14, 2018, Council meeting, to obtain more information on lot sizes",Procedural/Administrative,Unanimous Pass,Brint Peel,Trish Hull,,,minutes/2018/2018-07-17_council_459615.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,1,"Council Member Peel, seconded by Council Member Hull, moved to close the open session of the staff meeting to discuss real property",Other,Unanimous Pass,Brint Peel,Trish Hull,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,2,"Council Member Peel, seconded by Council Member Hull, moved to close the staff meeting and go into the public meeting",Procedural/Administrative,Unanimous Pass,Brint Peel,Trish Hull,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,3,"Council Member Hull, seconded by Council Member Prokopis, moved to accept the financial report",Other,Unanimous Pass,Trish Hull,Steve Prokopis,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,4,"Council Member Prokopis, seconded by Council Member Hull, moved to approve the resolution declaring a need for the Housing Authority of the County of Salt Lake to exercise its powers within the boundaries of the Magna Metro Township",Resolution,Unanimous Pass,Steve Prokopis,Trish Hull,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,5,"Council Member Hull, seconded by Council Member Peel, moved to approve the resolution authorizing the Mayor to provide a letter of support for certain actions of the Housing Authority of Salt Lake County, pursuant to federal requirements",Resolution,Unanimous Pass,Trish Hull,Brint Peel,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,6,"Council Member Peel, seconded by Council Member Hull, moved to approve the nonexclusive wireless telecommunications franchise agreement",Contract/Purchase,Unanimous Pass,Brint Peel,Trish Hull,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,7,"Council Member Peel, seconded by Council Member Hull, moved to approve the resolution and Letter of Support for the Arts Council of Magna grant application",Grant-Funding,Unanimous Pass,Brint Peel,Trish Hull,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,8,"Council Member Hull, seconded by Council Member Prokopis, moved to approve the Magna Metro Township logo and seal",Other,Unanimous Pass,Trish Hull,Steve Prokopis,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-14,2018,Magna Council Meeting,Council,9,"Council Member Prokopis, seconded by Council Member Peel, moved to continue Application #30632 to the August 28, 2018, Council meeting at the request of the developer Bryon Prince",Procedural/Administrative,Unanimous Pass,Steve Prokopis,Brint Peel,,,minutes/2018/2018-08-14_council_459617.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,1,"Council Member Hull, seconded by Council Member Ferguson, moved to close the open session of the staff meeting to discuss security",Other,Unanimous Pass,Trish Hull,Eric Ferguson,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,2,"Council Member Peel, seconded by Council Member Prokopis, moved to close the staff meeting and go into the public meeting",Procedural/Administrative,Unanimous Pass,Brint Peel,Steve Prokopis,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,3,"Council Member Ferguson, seconded by Council Member Peel, moved to approve the minutes of the Magna Metro Township meeting held on July 17, 2018",Procedural/Administrative,Unanimous Pass,Eric Ferguson,Brint Peel,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,4,"Council Member Prokopis, seconded by Council Member Hull, moved to approve the resolution",Resolution,Unanimous Pass,Steve Prokopis,Trish Hull,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,5,"Council Member Peel, seconded by Council Member Hull, moved to approve the rezone application 30632 from an A-1 z/c to an R-1-7, with zoning conditions as follows: limit the gross density to no more than 3.9 units per acre, and require a minimum 10,000 square foot lots against the Hibler Drive subdivision, with 20 percent of the remaining lots at 8,000 and greater square foot lots, and a minimum lot width of 76 feet",Land-Use/Zoning,Unanimous Pass,Brint Peel,Trish Hull,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,6,"Council Member Ferguson, seconded by Council Member Peel, moved to set the date of Tuesday, September 25, 2018, to accept public comment and consider the requests",Other,Unanimous Pass,Eric Ferguson,Brint Peel,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,7,"Council Member Ferguson, seconded by Council Member Peel, moved to set the date of Tuesday, September 25, 2018, to accept public comment and consider the request for application #30732",Other,Unanimous Pass,Eric Ferguson,Brint Peel,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-08-28,2018,Magna Council Meeting,Council,8,"Council Member Ferguson, seconded by Council Member Prokopis, moved to set the date of Tuesday, September 25, 2018, to accept public comment and consider the rezoning request for application #30725",Land-Use/Zoning,Unanimous Pass,Eric Ferguson,Steve Prokopis,,,minutes/2018/2018-08-28_council_459619.md,minutes
2018-09-18,2018,Magna Council Meeting,Council,1,"Council Member Brint, seconded by Council Member Prokopis, moved to move agenda item seven – Discussion of Magna Public Safety/Emergency Preparedness Needs and Support to the beginning of the meeting",Other,Unanimous Pass,Brint Peel,Steve Prokopis,Trish Hull,Absent,minutes/2018/2018-09-18_council_459621.md,minutes
