city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
riverton,plan_2022,District 1,RIV016,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 1,RIV026,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 1,RIV027,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 1,RIV028,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 1,RIV029,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV002,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV003,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV005,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV006,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV007,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV008,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 2,RIV034,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV017,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV018,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV019,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV020,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV030,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV031,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 3,RIV032,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV001,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV009,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV010,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV011,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV012,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV013,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV014,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 4,RIV015,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV004,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV021,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV022,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV023,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV024,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV025,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV033,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_2022,District 5,RIV035,2022-02-15,,geo/precinct_to_district.csv (current),high,current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column -> precinct_source_default token 'current'; H-A 2026-07-19). Official Riverton current district layer; districts only (the Mayor is city-wide).
riverton,plan_pre2022,District 1,,2020-01-01,2022-02-15,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP (blank). Under the pre-2022 numbering 'District 3'=McCay's area and 'District 4'=Buroker's area — the OPPOSITE of the current plan (Ord. 22-07 D3<->D4 swap).
riverton,plan_pre2022,District 2,,2020-01-01,2022-02-15,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP (blank). Under the pre-2022 numbering 'District 3'=McCay's area and 'District 4'=Buroker's area — the OPPOSITE of the current plan (Ord. 22-07 D3<->D4 swap).
riverton,plan_pre2022,District 3,,2020-01-01,2022-02-15,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP (blank). Under the pre-2022 numbering 'District 3'=McCay's area and 'District 4'=Buroker's area — the OPPOSITE of the current plan (Ord. 22-07 D3<->D4 swap).
riverton,plan_pre2022,District 4,,2020-01-01,2022-02-15,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP (blank). Under the pre-2022 numbering 'District 3'=McCay's area and 'District 4'=Buroker's area — the OPPOSITE of the current plan (Ord. 22-07 D3<->D4 swap).
riverton,plan_pre2022,District 5,,2020-01-01,2022-02-15,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP (blank). Under the pre-2022 numbering 'District 3'=McCay's area and 'District 4'=Buroker's area — the OPPOSITE of the current plan (Ord. 22-07 D3<->D4 swap).
