city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
riverton,District 1,plan_2022,2022-02-15,,geo/districts.geojson,Ordinance No. 22-07,"meeting_minutes/minutes/2022/2022-02-14/2022-02-15_city-council.md (Ordinance No. 22-07 — Amending the Council District Boundaries; moved by Councilmember Buroker, adopted 2022-02-15); geo/districts.geojson (current) + geo/districts_pre2022.geojson (prior 2019 lines)",high,"CURRENT post-2020-census boundaries (Ordinance No. 22-07, adopted 2022-02-15). geometry_ref = geo/districts.geojson. First used for the 2023 (D1/D2/D5) and 2025 (D3/D4) district elections. NOTE: 'District 3' here = Buroker's old seat (renumbered from the pre-2022 'District 4'); 'District 4' = McCay's old seat (from pre-2022 'District 3')."
riverton,District 1,plan_pre2022,2020-01-01,2022-02-15,geo/districts_pre2022.geojson,prior plan (pre-2022 / 2019 district lines),,high,"Prior-plan (pre-2022) district boundaries = the retained 2019 GIS layer geo/districts_pre2022.geojson (authoritative, not reconstructed) -> high. In force through the 2019/2021 elections. NOTE the D3<->D4 label SWAP: in this prior plan 'District 3' = McCay's area and 'District 4' = Buroker's area — the OPPOSITE of the current plan (see Ord. 22-07). effective_start = data floor."
riverton,District 2,plan_2022,2022-02-15,,geo/districts.geojson,Ordinance No. 22-07,"meeting_minutes/minutes/2022/2022-02-14/2022-02-15_city-council.md (Ordinance No. 22-07 — Amending the Council District Boundaries; moved by Councilmember Buroker, adopted 2022-02-15); geo/districts.geojson (current) + geo/districts_pre2022.geojson (prior 2019 lines)",high,"CURRENT post-2020-census boundaries (Ordinance No. 22-07, adopted 2022-02-15). geometry_ref = geo/districts.geojson. First used for the 2023 (D1/D2/D5) and 2025 (D3/D4) district elections. NOTE: 'District 3' here = Buroker's old seat (renumbered from the pre-2022 'District 4'); 'District 4' = McCay's old seat (from pre-2022 'District 3')."
riverton,District 2,plan_pre2022,2020-01-01,2022-02-15,geo/districts_pre2022.geojson,prior plan (pre-2022 / 2019 district lines),,high,"Prior-plan (pre-2022) district boundaries = the retained 2019 GIS layer geo/districts_pre2022.geojson (authoritative, not reconstructed) -> high. In force through the 2019/2021 elections. NOTE the D3<->D4 label SWAP: in this prior plan 'District 3' = McCay's area and 'District 4' = Buroker's area — the OPPOSITE of the current plan (see Ord. 22-07). effective_start = data floor."
riverton,District 3,plan_2022,2022-02-15,,geo/districts.geojson,Ordinance No. 22-07,"meeting_minutes/minutes/2022/2022-02-14/2022-02-15_city-council.md (Ordinance No. 22-07 — Amending the Council District Boundaries; moved by Councilmember Buroker, adopted 2022-02-15); geo/districts.geojson (current) + geo/districts_pre2022.geojson (prior 2019 lines)",high,"CURRENT post-2020-census boundaries (Ordinance No. 22-07, adopted 2022-02-15). geometry_ref = geo/districts.geojson. First used for the 2023 (D1/D2/D5) and 2025 (D3/D4) district elections. NOTE: 'District 3' here = Buroker's old seat (renumbered from the pre-2022 'District 4'); 'District 4' = McCay's old seat (from pre-2022 'District 3')."
riverton,District 3,plan_pre2022,2020-01-01,2022-02-15,geo/districts_pre2022.geojson,prior plan (pre-2022 / 2019 district lines),,high,"Prior-plan (pre-2022) district boundaries = the retained 2019 GIS layer geo/districts_pre2022.geojson (authoritative, not reconstructed) -> high. In force through the 2019/2021 elections. NOTE the D3<->D4 label SWAP: in this prior plan 'District 3' = McCay's area and 'District 4' = Buroker's area — the OPPOSITE of the current plan (see Ord. 22-07). effective_start = data floor."
riverton,District 4,plan_2022,2022-02-15,,geo/districts.geojson,Ordinance No. 22-07,"meeting_minutes/minutes/2022/2022-02-14/2022-02-15_city-council.md (Ordinance No. 22-07 — Amending the Council District Boundaries; moved by Councilmember Buroker, adopted 2022-02-15); geo/districts.geojson (current) + geo/districts_pre2022.geojson (prior 2019 lines)",high,"CURRENT post-2020-census boundaries (Ordinance No. 22-07, adopted 2022-02-15). geometry_ref = geo/districts.geojson. First used for the 2023 (D1/D2/D5) and 2025 (D3/D4) district elections. NOTE: 'District 3' here = Buroker's old seat (renumbered from the pre-2022 'District 4'); 'District 4' = McCay's old seat (from pre-2022 'District 3')."
riverton,District 4,plan_pre2022,2020-01-01,2022-02-15,geo/districts_pre2022.geojson,prior plan (pre-2022 / 2019 district lines),,high,"Prior-plan (pre-2022) district boundaries = the retained 2019 GIS layer geo/districts_pre2022.geojson (authoritative, not reconstructed) -> high. In force through the 2019/2021 elections. NOTE the D3<->D4 label SWAP: in this prior plan 'District 3' = McCay's area and 'District 4' = Buroker's area — the OPPOSITE of the current plan (see Ord. 22-07). effective_start = data floor."
riverton,District 5,plan_2022,2022-02-15,,geo/districts.geojson,Ordinance No. 22-07,"meeting_minutes/minutes/2022/2022-02-14/2022-02-15_city-council.md (Ordinance No. 22-07 — Amending the Council District Boundaries; moved by Councilmember Buroker, adopted 2022-02-15); geo/districts.geojson (current) + geo/districts_pre2022.geojson (prior 2019 lines)",high,"CURRENT post-2020-census boundaries (Ordinance No. 22-07, adopted 2022-02-15). geometry_ref = geo/districts.geojson. First used for the 2023 (D1/D2/D5) and 2025 (D3/D4) district elections. NOTE: 'District 3' here = Buroker's old seat (renumbered from the pre-2022 'District 4'); 'District 4' = McCay's old seat (from pre-2022 'District 3')."
riverton,District 5,plan_pre2022,2020-01-01,2022-02-15,geo/districts_pre2022.geojson,prior plan (pre-2022 / 2019 district lines),,high,"Prior-plan (pre-2022) district boundaries = the retained 2019 GIS layer geo/districts_pre2022.geojson (authoritative, not reconstructed) -> high. In force through the 2019/2021 elections. NOTE the D3<->D4 label SWAP: in this prior plan 'District 3' = McCay's area and 'District 4' = Buroker's area — the OPPOSITE of the current plan (see Ord. 22-07). effective_start = data floor."
