date,title,doc_type,source_url,retrieved_date,format,extraction_method,path,pages,repository,notes
2025,Taylorsville General Plan (updated 2025) — Chapter 1: Introduction,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11621,2026-07-06,text,pdftotext-layout,raw/general-plan-ch1-introduction.pdf,21,city,"Current adopted Taylorsville General Plan, 2025 update (Ch.3 Land Use: ""the updated 2025 Taylorsville General Plan""). 9 chapters retrieved separately. PDFs exported Oct/Nov 2025. Sidecar text/general-plan-ch1-introduction.txt."
2025,Taylorsville General Plan (2025) — Chapter 2: Community Character,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11623,2026-07-06,text,pdftotext-layout,raw/general-plan-ch2-community-character.pdf,32,city,Sidecar text/general-plan-ch2-community-character.txt.
2025,Taylorsville General Plan (2025) — Chapter 3: Land Use,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11625,2026-07-06,text,pdftotext-layout,raw/general-plan-ch3-land-use.pdf,52,city,"Land-use context for the MIH element; names the ""updated 2025 Taylorsville General Plan"". Sidecar text/general-plan-ch3-land-use.txt."
2025,Taylorsville General Plan (2025) — Chapter 4: Mobility,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11619,2026-07-06,text,pdftotext-layout,raw/general-plan-ch4-mobility.pdf,45,city,showdocument id 11619 (out of numeric sequence). Sidecar text/general-plan-ch4-mobility.txt.
2025,Taylorsville General Plan (2025) — Chapter 5: Economic Prosperity,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11627,2026-07-06,text,pdftotext-layout,raw/general-plan-ch5-economic-prosperity.pdf,27,city,Sidecar text/general-plan-ch5-economic-prosperity.txt.
2025,Taylorsville General Plan (2025) — Chapter 6: Parks and Open Space,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11629,2026-07-06,text,pdftotext-layout,raw/general-plan-ch6-parks-and-open-space.pdf,16,city,Sidecar text/general-plan-ch6-parks-and-open-space.txt.
2025,Taylorsville General Plan (2025) — Chapter 7: Neighborhoods,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11631,2026-07-06,text,pdftotext-layout,raw/general-plan-ch7-neighborhoods.pdf,15,city,Sidecar text/general-plan-ch7-neighborhoods.txt.
2025,Taylorsville General Plan (2025) — Chapter 8: Moderate Income Housing (MIH element),mih_element,https://www.taylorsvilleut.gov/home/showdocument/11633,2026-07-06,text,pdftotext-layout,raw/general-plan-ch8-moderate-income-housing.pdf,25,city,"THE MIH element required by Utah Code 10-9a-403, as it stands in the current 2025 General Plan (PDF exported Nov 5 2025). Contains 8.4 State Moderate Income Housing Requirements + strategies. See also the standalone Ord 23-03 adopted version (mih_element, 2023-02-01). Sidecar text/general-plan-ch8-moderate-income-housing.txt."
2025,Taylorsville General Plan (2025) — Chapter 9: Environmental Stewardship,general_plan,https://www.taylorsvilleut.gov/home/showdocument/11635,2026-07-06,text,pdftotext-layout,raw/general-plan-ch9-environmental-stewardship.pdf,29,city,Sidecar text/general-plan-ch9-environmental-stewardship.txt.
2023-02-01,Ordinance 23-03 — Amendment to Taylorsville General Plan Chapter 8 (Moderate Income Housing) [adopted MIH element],mih_element,https://www.taylorsvilleut.gov/Home/ShowDocument?id=3679,2026-07-06,text,pdftotext-layout,raw/moderate-income-housing-plan-standalone.pdf,70,city,"The formally ADOPTED MIH plan linked from the community-development/moderate-income-housing-plan page. Ordinance No. 23-03: PASSED Feb 1 2023; Planning Commission recommended 6-0 on Jan 24 2023; bundles the adopting ordinance + full Chapter 8 MIH text + strategies. Join to meeting_minutes/all_votes.csv by date 2023-02-01 (and PC 2023-01-24). PDF created Jan 25 2023, re-saved Jun 2024. Sidecar text/moderate-income-housing-plan-standalone.txt."
