stem,bytes,chars,status
1386_A_Planning_Commission_20-01-02_Meeting_Agenda,102772,465,extracted
1395_A_City_Council_20-01-07_Meeting_Agenda,133657,4961,extracted
1398_A_Board_of_Adjustment_20-01-09_Meeting_Agenda,123373,3150,extracted
1396_A_City_Council_20-01-14_Meeting_Agenda,114219,1343,extracted
1393_A_Planning_Commission_20-01-16_Meeting_Agenda,129635,4352,extracted
1401_A_City_Council_20-01-21_Meeting_Agenda,136628,6044,extracted
1402_A_City_Council_20-01-28_Meeting_Agenda,130487,3574,extracted
1403_A_City_Council_20-02-04_Meeting_Agenda,191880,14266,extracted
1456_A_Planning_Commission_20-02-06_Meeting_Agenda,130799,4880,extracted
1404_A_City_Council_20-02-11_Meeting_Agenda,124939,3307,extracted
1405_A_City_Council_20-02-18_Meeting_Agenda,127101,3550,extracted
1466_A_City_Council_20-02-19_Meeting_Agenda,128083,2583,extracted
1457_A_Planning_Commission_20-02-20_Meeting_Agenda,130743,4568,extracted
1406_A_City_Council_20-02-25_Meeting_Agenda,123199,2850,extracted
1407_A_City_Council_20-03-03_Meeting_Agenda,130690,3848,extracted
1458_A_Planning_Commission_20-03-05_Meeting_Agenda,132171,4968,extracted
1408_A_City_Council_20-03-10_Meeting_Agenda,124022,2839,extracted
1409_A_City_Council_20-03-17_Meeting_Agenda,107475,1030,extracted
1459_A_Planning_Commission_20-03-19_Meeting_Agenda,108757,720,extracted
1411_A_City_Council_20-03-31_Meeting_Agenda,107601,1159,extracted
1460_A_Planning_Commission_20-04-02_Meeting_Agenda,102802,469,extracted
1468_A_Planning_Commission_20-04-02_Meeting_Agenda,129606,6383,extracted
1412_A_City_Council_20-04-07_Meeting_Agenda,134289,5627,extracted
1413_A_City_Council_20-04-14_Meeting_Agenda,128652,3310,extracted
1461_A_Planning_Commission_20-04-16_Meeting_Agenda,125009,3612,extracted
1414_A_City_Council_20-04-21_Meeting_Agenda,130927,3970,extracted
1415_A_City_Council_20-04-28_Meeting_Agenda,132627,4453,extracted
1416_A_City_Council_20-05-05_Meeting_Agenda,129210,3932,extracted
1469_A_Planning_Commission_20-05-07_Meeting_Agenda,149404,8688,extracted
1417_A_City_Council_20-05-12_Meeting_Agenda,130332,4090,extracted
1418_A_City_Council_20-05-19_Meeting_Agenda,130046,3790,extracted
1473_A_Planning_Commission_20-05-21_Meeting_Agenda,140974,7496,extracted
1419_A_City_Council_20-05-26_Meeting_Agenda,134014,5017,extracted
1420_A_City_Council_20-06-02_Meeting_Agenda,136109,5029,extracted
1474_A_Planning_Commission_20-06-04_Meeting_Agenda,134512,6262,extracted
1421_A_City_Council_20-06-09_Meeting_Agenda,135648,4980,extracted
1422_A_City_Council_20-06-16_Meeting_Agenda,136237,5250,extracted
1477_A_Planning_Commission_20-06-18_Meeting_Agenda,132231,5584,extracted
1423_A_City_Council_20-06-23_Meeting_Agenda,136837,5214,extracted
1483_A_City_Council_20-06-25_Meeting_Agenda,126249,3784,extracted
1424_A_City_Council_20-06-30_Meeting_Agenda,131570,4029,extracted
1479_A_Planning_Commission_20-07-02_Meeting_Agenda,102743,445,extracted
1425_A_City_Council_20-07-07_Meeting_Agenda,137632,5892,extracted
1426_A_City_Council_20-07-14_Meeting_Agenda,137877,5404,extracted
1480_A_Planning_Commission_20-07-16_Meeting_Agenda,138529,6883,extracted
1427_A_City_Council_20-07-21_Meeting_Agenda,127417,3334,extracted
1428_A_City_Council_20-07-28_Meeting_Agenda,129798,3648,extracted
1481_A_Planning_Commission_20-08-06_Meeting_Agenda,133444,5964,extracted
1430_A_City_Council_20-08-11_Meeting_Agenda,135980,4768,extracted
1431_A_City_Council_20-08-18_Meeting_Agenda,138810,6529,extracted
1482_A_Planning_Commission_20-08-20_Meeting_Agenda,134832,6118,extracted
1432_A_City_Council_20-08-25_Meeting_Agenda,128226,4909,extracted
1433_A_City_Council_20-09-01_Meeting_Agenda,129730,4176,extracted
1486_A_Planning_Commission_20-09-03_Meeting_Agenda,132034,6629,extracted
1487_A_Planning_Commission_20-09-17_Meeting_Agenda,141411,8483,extracted
1436_A_City_Council_20-09-22_Meeting_Agenda,145209,7434,extracted
1498_A_Planning_Commission_20-10-01_Meeting_Agenda,133050,6934,extracted
1438_A_City_Council_20-10-06_Meeting_Agenda,132660,4276,extracted
1439_A_City_Council_20-10-13_Meeting_Agenda,133551,4584,extracted
1497_A_Planning_Commission_20-10-15_Meeting_Agenda,141702,8897,extracted
1440_A_City_Council_20-10-20_Meeting_Agenda,134345,4576,extracted
1441_A_City_Council_20-10-27_Meeting_Agenda,140473,5965,extracted
1442_A_City_Council_20-11-03_Meeting_Agenda,130432,4176,extracted
1499_A_Planning_Commission_20-11-05_Meeting_Agenda,130991,6591,extracted
1443_A_City_Council_20-11-10_Meeting_Agenda,137757,5470,extracted
1444_A_City_Council_20-11-17_Meeting_Agenda,134188,5359,extracted
1500_A_Planning_Commission_20-11-19_Meeting_Agenda,137379,8164,extracted
1509_A_City_Council_20-11-30_Meeting_Agenda,127210,3568,extracted
1501_A_Planning_Commission_20-12-03_Meeting_Agenda,134644,7324,extracted
1447_A_City_Council_20-12-08_Meeting_Agenda,138732,5740,extracted
1448_A_City_Council_20-12-15_Meeting_Agenda,148621,8450,extracted
1502_A_Planning_Commission_20-12-17_Meeting_Agenda,146018,9478,extracted
1511_A_City_Council_21-01-05_Meeting_Agenda,142232,7369,extracted
1566_A_Planning_Commission_21-01-07_Meeting_Agenda,107725,980,extracted
1512_A_City_Council_21-01-12_Meeting_Agenda,135258,5172,extracted
1513_A_City_Council_21-01-19_Meeting_Agenda,137203,5155,extracted
1567_A_Planning_Commission_21-01-21_Meeting_Agenda,141605,8149,extracted
1514_A_City_Council_21-01-26_Meeting_Agenda,135968,5560,extracted
1515_A_City_Council_21-02-02_Meeting_Agenda,137598,5101,extracted
1568_A_Planning_Commission_21-02-04_Meeting_Agenda,103522,522,extracted
1516_A_City_Council_21-02-09_Meeting_Agenda,134282,4849,extracted
1573_A_Board_of_Adjustment_21-02-11_Meeting_Agenda,128489,5959,extracted
1517_A_City_Council_21-02-16_Meeting_Agenda,146786,7294,extracted
1569_A_Planning_Commission_21-02-18_Meeting_Agenda,149577,10525,extracted
1518_A_City_Council_21-02-23_Meeting_Agenda,129912,3776,extracted
1519_A_City_Council_21-03-02_Meeting_Agenda,136296,5193,extracted
1570_A_Planning_Commission_21-03-04_Meeting_Agenda,137807,8078,extracted
1520_A_City_Council_21-03-09_Meeting_Agenda,143959,7340,extracted
1521_A_City_Council_21-03-16_Meeting_Agenda,136341,4931,extracted
1571_A_Planning_Commission_21-03-18_Meeting_Agenda,142864,8682,extracted
1522_A_City_Council_21-03-23_Meeting_Agenda,140386,6568,extracted
1578_A_Planning_Commission_21-04-01_Meeting_Agenda,135673,7653,extracted
1524_A_City_Council_21-04-06_Meeting_Agenda,139419,5355,extracted
1525_A_City_Council_21-04-13_Meeting_Agenda,132498,4208,extracted
1579_A_Planning_Commission_21-04-15_Meeting_Agenda,131743,6867,extracted
1526_A_City_Council_21-04-20_Meeting_Agenda,142736,6748,extracted
1527_A_City_Council_21-04-27_Meeting_Agenda,134769,5127,extracted
1528_A_City_Council_21-05-04_Meeting_Agenda,130994,4108,extracted
1580_A_Planning_Commission_21-05-06_Meeting_Agenda,143770,9830,extracted
1529_A_City_Council_21-05-11_Meeting_Agenda,132056,4397,extracted
1530_A_City_Council_21-05-18_Meeting_Agenda,133726,4431,extracted
1581_A_Planning_Commission_21-05-20_Meeting_Agenda,137618,7814,extracted
1531_A_City_Council_21-05-25_Meeting_Agenda,131879,4547,extracted
1532_A_City_Council_21-06-01_Meeting_Agenda,150370,8161,extracted
1587_A_Planning_Commission_21-06-03_Meeting_Agenda,135758,7028,extracted
1533_A_City_Council_21-06-08_Meeting_Agenda,132986,4660,extracted
1534_A_City_Council_21-06-15_Meeting_Agenda,149945,8301,extracted
1588_A_Planning_Commission_21-06-17_Meeting_Agenda,143137,8727,extracted
1535_A_City_Council_21-06-22_Meeting_Agenda,139581,6565,extracted
1536_A_City_Council_21-06-29_Meeting_Agenda,144144,6895,extracted
1589_A_Planning_Commission_21-07-01_Meeting_Agenda,102710,541,extracted
1538_A_City_Council_21-07-13_Meeting_Agenda,133684,5282,extracted
1590_A_Planning_Commission_21-07-15_Meeting_Agenda,138225,8008,extracted
1539_A_City_Council_21-07-20_Meeting_Agenda,142283,6453,extracted
1540_A_City_Council_21-07-27_Meeting_Agenda,136441,5474,extracted
1591_A_Planning_Commission_21-08-05_Meeting_Agenda,134847,7517,extracted
1542_A_City_Council_21-08-10_Meeting_Agenda,132005,4320,extracted
1543_A_City_Council_21-08-17_Meeting_Agenda,141140,6595,extracted
1592_A_Planning_Commission_21-08-19_Meeting_Agenda,139892,7995,extracted
1544_A_City_Council_21-08-24_Meeting_Agenda,134664,4774,extracted
1593_A_Planning_Commission_21-09-02_Meeting_Agenda,138202,8081,extracted
1546_A_City_Council_21-09-07_Meeting_Agenda,147048,6859,extracted
1547_A_City_Council_21-09-14_Meeting_Agenda,133154,5160,extracted
1594_A_Planning_Commission_21-09-16_Meeting_Agenda,141306,8851,extracted
1548_A_City_Council_21-09-21_Meeting_Agenda,139384,6253,extracted
1604_A_Planning_Commission_21-09-23_Meeting_Agenda,132625,7135,extracted
1549_A_City_Council_21-09-28_Meeting_Agenda,140936,6288,extracted
1550_A_City_Council_21-10-05_Meeting_Agenda,136921,5278,extracted
1596_A_Planning_Commission_21-10-07_Meeting_Agenda,138695,8038,extracted
1551_A_City_Council_21-10-12_Meeting_Agenda,133692,4951,extracted
1552_A_City_Council_21-10-19_Meeting_Agenda,140702,6440,extracted
1597_A_Planning_Commission_21-10-21_Meeting_Agenda,132976,6697,extracted
1553_A_City_Council_21-10-26_Meeting_Agenda,136906,5468,extracted
1598_A_Planning_Commission_21-11-04_Meeting_Agenda,135814,7485,extracted
1555_A_City_Council_21-11-09_Meeting_Agenda,137738,5902,extracted
1557_A_City_Council_21-11-16_Meeting_Agenda,149608,8428,extracted
1611_A_City_Council_21-11-18_Meeting_Agenda,127933,3209,extracted
1599_A_Planning_Commission_21-11-18_Meeting_Agenda,153163,10440,extracted
1612_A_City_Council_21-11-22_Meeting_Agenda,127636,3241,extracted
1606_A_Planning_Commission_21-12-02_Meeting_Agenda,133154,7039,extracted
1560_A_City_Council_21-12-07_Meeting_Agenda,151605,8319,extracted
1561_A_City_Council_21-12-14_Meeting_Agenda,134656,5346,extracted
1607_A_Planning_Commission_21-12-16_Meeting_Agenda,137459,7692,extracted
1615_A_City_Council_22-01-04_Meeting_Agenda,137159,5668,extracted
1622_A_City_Council_22-01-18_Meeting_Agenda,133869,5036,extracted
1616_A_Planning_Commission_22-01-20_Meeting_Agenda,131833,6760,extracted
1623_A_City_Council_22-01-25_Meeting_Agenda,131376,4360,extracted
1624_A_City_Council_22-02-01_Meeting_Agenda,131295,4716,extracted
1617_A_Planning_Commission_22-02-03_Meeting_Agenda,141775,8340,extracted
1625_A_City_Council_22-02-08_Meeting_Agenda,134945,5309,extracted
1634_A_Board_of_Adjustment_22-02-10_Summary_Agenda,123733,5709,extracted
1626_A_City_Council_22-02-15_Meeting_Agenda,138382,6238,extracted
1618_A_Planning_Commission_22-02-17_Meeting_Agenda,130950,6804,extracted
1627_A_City_Council_22-02-22_Meeting_Agenda,130131,4376,extracted
1636_A_City_Council_22-02-28_Meeting_Agenda,124997,2749,extracted
1628_A_City_Council_22-03-01_Meeting_Agenda,136601,5134,extracted
1619_A_Planning_Commission_22-03-03_Meeting_Agenda_3,107709,953,extracted
1630_A_City_Council_22-03-15_Meeting_Agenda,140923,6444,extracted
1620_A_Planning_Commission_22-03-17_Meeting_Agenda,135492,7491,extracted
1655_A_City_Council_22-03-19_Meeting_Agenda,118962,2304,extracted
1656_A_City_Council_22-03-28_Meeting_Agenda,125193,2774,extracted
1632_A_City_Council_22-03-29_Meeting_Agenda,131924,4647,extracted
1637_A_City_Council_22-04-05_Meeting_Agenda,148538,8081,extracted
1650_A_Planning_Commission_22-04-07_Meeting_Agenda,133055,6933,extracted
1638_A_City_Council_22-04-12_Meeting_Agenda,127124,3627,extracted
1639_A_City_Council_22-04-19_Meeting_Agenda,138288,5199,extracted
1651_A_Planning_Commission_22-04-21_Meeting_Agenda,139425,6062,extracted
1658_A_City_Council_22-04-25_Meeting_Agenda,125222,2911,extracted
1640_A_City_Council_22-04-26_Meeting_Agenda,135296,4762,extracted
1641_A_City_Council_22-05-03_Meeting_Agenda,138690,5576,extracted
1652_A_Planning_Commission_22-05-05_Meeting_Agenda,130873,4832,extracted
1642_A_City_Council_22-05-10_Meeting_Agenda,135800,5339,extracted
1661_A_City_Council_22-05-16_Meeting_Agenda,124392,2653,extracted
1643_A_City_Council_22-05-17_Meeting_Agenda,152433,8524,extracted
1653_A_Planning_Commission_22-05-19_Meeting_Agenda,132433,5629,extracted
1644_A_City_Council_22-05-24_Meeting_Agenda,141090,5835,extracted
1645_A_City_Council_22-05-31_Meeting_Agenda,131073,4232,extracted
1659_A_Planning_Commission_22-06-02_Meeting_Agenda,134637,5661,extracted
1646_A_City_Council_22-06-07_Meeting_Agenda,152331,8422,extracted
1647_A_City_Council_22-06-14_Meeting_Agenda,135242,4605,extracted
1660_A_Planning_Commission_22-06-16_Meeting_Agenda,133507,5770,extracted
1648_A_City_Council_22-06-21_Meeting_Agenda,135353,5154,extracted
1649_A_City_Council_22-06-28_Meeting_Agenda,139119,5315,extracted
1687_A_Planning_Commission_22-07-07_Meeting_Agenda,140760,7708,extracted
1664_A_City_Council_22-07-12_Meeting_Agenda,116152,1442,extracted
1667_A_City_Council_22-07-19_Meeting_Agenda,129741,3647,extracted
1688_A_Planning_Commission_22-07-21_Meeting_Agenda,135224,5920,extracted
1669_A_City_Council_22-07-26_Meeting_Agenda,142146,5999,extracted
1671_A_City_Council_22-08-09_Meeting_Agenda,131838,4173,extracted
1696_A_Board_of_Adjustment_22-08-11_Meeting_Agenda,126359,4107,extracted
1672_A_City_Council_22-08-16_Meeting_Agenda,139716,5636,extracted
1693_A_Planning_Commission_22-08-18_Meeting_Agenda,136057,6137,extracted
1673_A_City_Council_22-08-23_Meeting_Agenda,119217,1658,extracted
1695_A_Planning_Commission_22-09-01_Meeting_Agenda,135790,5727,extracted
1675_A_City_Council_22-09-06_Meeting_Agenda,144880,6866,extracted
1676_A_City_Council_22-09-13_Meeting_Agenda,133503,4568,extracted
1679_A_City_Council_22-09-20_Meeting_Agenda,133752,4901,extracted
1681_A_City_Council_22-09-27_Meeting_Agenda,116967,1416,extracted
1682_A_City_Council_22-10-04_Meeting_Agenda,134239,4626,extracted
1698_A_Planning_Commission_22-10-06_Meeting_Agenda,136255,5537,extracted
1683_A_City_Council_22-10-11_Meeting_Agenda,136493,5130,extracted
1684_A_City_Council_22-10-18_Meeting_Agenda,139829,5699,extracted
1685_A_City_Council_22-10-25_Meeting_Agenda,134998,4842,extracted
1686_A_City_Council_22-11-01_Meeting_Agenda,120616,2351,extracted
1710_A_Planning_Commission_22-11-03_Meeting_Agenda,137013,6896,extracted
1702_A_City_Council_22-11-08_Meeting_Agenda,136495,5348,extracted
1703_A_City_Council_22-11-15_Meeting_Agenda,139413,5934,extracted
1711_A_Planning_Commission_22-11-17_Meeting_Agenda,130897,5175,extracted
1712_A_Planning_Commission_22-12-01_Meeting_Agenda,106503,855,extracted
1706_A_City_Council_22-12-06_Meeting_Agenda,145286,7267,extracted
1707_A_City_Council_22-12-13_Meeting_Agenda,132725,4855,extracted
1719_A_Planning_Commission_22-12-15_Meeting_Agenda,135484,5667,extracted
1708_A_City_Council_22-12-20_Meeting_Agenda,148125,7802,extracted
