referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
161,medium,subject,Council,RDA,245,327,2024-04-16,"An implied motion to approve Resolution 2024-19, as currently constituted, has been                    made by council rule. Mr.",374,2024-12-17,"An implied motion to approve Ordinance 2024-62, as currently constituted, has been                   made by council rule. Jessica Dahneke, City Planner, presented the Northeast Neighborhood Plan, intended as an appendix to the general plan, and acknowledged the advisory committee's contributions.",,0.302,
164,medium,subject,Council,RDA,-119,410,2026-05-12,"An implied motion to approve Resolution 2026-RDA-05-12-1, as currently constituted,                      has been made by council rule. Ms.",403,2026-01-13,"An implied motion to approve Ordinance 2026-2, as currently constituted, has been                      made by council rule. Nancy Robison, City Planner, presented a proposed rezone for a 0.6-acre, irregularly shaped property located near 850 West and 1149 North.",,0.315,
162,medium,subject,Council,RDA,-280,410,2026-05-12,"An implied motion to approve Resolution 2026-RDA-05-12-1, as currently constituted,                      has been made by council rule. Ms.",400,2025-08-05,"An implied motion to approve Ordinance 2025-45, as currently constituted, has been                     made by council rule. Dustin Wright, City Planner, outlined the property owner’s desire is a rezone to allow redevelopment.",,0.394,
7,medium,subject,Council,RDA,0,32,2020-05-19,"Resolution 2020-RDA-05-19-1 authorizing the Redevelopment Agency to enter into Interlocal Agreements with various parties authorizing the use of Tax Increment in The Mix Community Development Project Area. (20-085, 20-086, 20-087, 20-088) (0:59:51)",31,2020-05-19,Resolution 2020-16 authorizing Provo City to enter into an Interlocal Agreement with the Redevelopment Agency of Provo City authorizing the use of Tax Increment in The Mix Community Development Project Area. (20-089) (0:47:18),,0.414,
165,medium,subject,Council,RDA,-91,410,2026-05-12,"An implied motion to approve Resolution 2026-RDA-05-12-1, as currently constituted,                      has been made by council rule. Ms.",407,2026-02-10,"An implied motion to approve an Ordinance, as currently constituted, has been made                      by council rule. Jessica Dahneke, City Planner, presented the proposed rezone for the 2230 North Station Area Plan.",,0.426,
163,medium,subject,Council,RDA,-119,410,2026-05-12,"An implied motion to approve Resolution 2026-RDA-05-12-1, as currently constituted,                      has been made by council rule. Ms.",402,2026-01-13,"An implied motion to approve Ordinance 2026-1, as currently constituted, has been                      made by council rule. Dustin Wright, City Planner, presented the proposed rezone request for a property the applicant is seeking to rezone to the Medium Density Residential (MDR) zone.",,0.434,
138,medium,subject,Council,PlanningCommission,20,506,2023-03-08,"*ITEM 2 Development Services requests a General Plan amendment, inclusion of multiple appendices into the General Plan. City wide application. Brandon Larsen (801) 852-6408. Related to PLGPA20210364",261,2023-03-28,An ordinance amending the list of appendices included in the Provo City General Plan. Citywide Application. (Related to PLGPA20210364) (33:08),,0.544,
108,medium,subject,Council,RDA,0,230,2022-10-04,"A resolution regarding the transfer of property located generally along SR-75 at the Springville boundary line from the RDA to Gateway Crossing Development in order to facilitate the platting and development of a new, adjacent public street. (22-042) (3:46:28)",222,2022-10-04,"An ordinance approving a petition to vacate an undeveloped public street near the Springville boundary and approving a plat amendment and property exchange in order to facilitate the development of a new, adjacent public street. (22-042) (21:15)",,0.57,
150,medium,subject,Council,RDA,-28,327,2024-04-16,"An implied motion to approve Resolution 2024-19, as currently constituted, has been                    made by council rule. Mr.",325,2024-03-19,"An implied motion to approve Ordinance 2024-16, as currently constituted, has been                   made by council rule. Scott Johnson, Zoning Supervisor, presented.",,0.598,
96,medium,subject,Council,PlanningCommission,279,462,2021-05-12,"*ITEM 2 Tim Metler requests a Zone Change from the Residential Conservation (RC) zone to the Campus Mixed Use (CMU) zone, located from 46 W to 90 W 800 N, to allow for a 65-unit apartment complex. North Park Neighborhood. Aaron Ardmore (801) 852-6404 aardmore@provo.org PLRZ20210112",182,2022-02-15,"Ordinance 2022-06 amending the zone map class. of approx. 1.39 acres of real property, from 46 W to 90 W on 800 N, from Residential Conservation (RC) to Campus Mixed Use (CMU) and authorizing a related development agreement. N. Park Nbrhd. (PLRZ20210112) (1:34:55)",,0.605,
97,medium,subject,Council,PlanningCommission,97,477,2021-11-10,"*ITEM 4 Tim Metler requests a Zone Change from the Residential Conservation (RC) zone to the Campus Mixed Use (CMU) zone, located from 46 W to 90 W 800 N, to allow for a 65-unit apartment complex. North Park Neighborhood. Aaron Ardmore (801) 852-6404 aardmore@provo.org PLRZ20210112",182,2022-02-15,"Ordinance 2022-06 amending the zone map class. of approx. 1.39 acres of real property, from 46 W to 90 W on 800 N, from Residential Conservation (RC) to Campus Mixed Use (CMU) and authorizing a related development agreement. N. Park Nbrhd. (PLRZ20210112) (1:34:55)",,0.605,
98,medium,subject,Council,PlanningCommission,20,485,2022-01-26,"*ITEM 5 Tim Metler requests a Zone Change from the Residential Conservation (RC) zone to the Campus Mixed Use (CMU) zone, located from 46 W to 90 W 800 N, to allow for a 62-unit apartment complex. North Park Neighborhood. Aaron Ardmore (801) 852-6404 aardmore@provo.org PLRZ20210112",182,2022-02-15,"Ordinance 2022-06 amending the zone map class. of approx. 1.39 acres of real property, from 46 W to 90 W on 800 N, from Residential Conservation (RC) to Campus Mixed Use (CMU) and authorizing a related development agreement. N. Park Nbrhd. (PLRZ20210112) (1:34:55)",,0.605,
3,medium,subject,Council,RDA,98,14,2020-03-10,Resolution 2020-RDA-03-10-5 of the Redevelopment Agency of Provo City Approving adopting the Project Area Plan for The Mix Community Reinvestment Project Area. (0:23:10),18,2020-06-16,Ordinance 2020-7 of Provo City Adopting the Community Reinvestment Project Area Plan for The Mix Community Reinvestment Project Area. (20-052) (0:53:24),,0.61,
114,medium,subject,Council,PlanningCommission,398,478,2021-11-10,Item 7* Community and Neighborhood Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. Hannah Salzl 801-852- 6423 hsalzl@provo.org PLGPA20210364,242,2022-12-13,Development Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. (PLGPA20210364) (1:48:00),,0.618,
115,medium,subject,Council,PlanningCommission,370,482,2021-12-08,ITEM 7* Community and Neighborhood Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. Hannah Salzl 801- 852-6423 hsalzl@provo.org PLGPA20210364,242,2022-12-13,Development Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. (PLGPA20210364) (1:48:00),,0.618,
117,medium,subject,Council,PlanningCommission,398,478,2021-11-10,Item 7* Community and Neighborhood Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. Hannah Salzl 801-852- 6423 hsalzl@provo.org PLGPA20210364,243,2022-12-13,Development Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. (PLGPA20210364) (1:48:00),,0.618,
118,medium,subject,Council,PlanningCommission,370,482,2021-12-08,ITEM 7* Community and Neighborhood Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. Hannah Salzl 801- 852-6423 hsalzl@provo.org PLGPA20210364,243,2022-12-13,Development Services requests a complete revision of the Provo General Plan to guide growth and development for the next 10 to 20 years in Provo. Citywide application. (PLGPA20210364) (1:48:00),,0.618,
