ordinance_no,filename,last_modified,size_bytes,source_url,s3_key
2001-04,1743200402_ORDINANCE 2001-04.pdf,2025-03-28T22:20:04.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743200402_ORDINANCE%202001-04.pdf,bluffdale/ordinances/documents/1743200402_ORDINANCE 2001-04.pdf
2001-14,1743202100_ORDINANCE 2001-14.pdf,2025-03-28T22:48:21.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743202100_ORDINANCE%202001-14.pdf,bluffdale/ordinances/documents/1743202100_ORDINANCE 2001-14.pdf
2002-03,1743191379_ORDINANCE 2002-03.pdf,2025-03-28T19:49:41.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743191379_ORDINANCE%202002-03.pdf,bluffdale/ordinances/documents/1743191379_ORDINANCE 2002-03.pdf
2002-08,1729004278_ORDINANCE 2002-08.pdf,2024-10-15T14:57:59.000Z,351638,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1729004278_ORDINANCE%202002-08.pdf,bluffdale/ordinances/documents/1729004278_ORDINANCE 2002-08.pdf
2003-09,1743457375_ORDINANCE 2003-09.pdf,2025-03-31T21:42:57.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743457375_ORDINANCE%202003-09.pdf,bluffdale/ordinances/documents/1743457375_ORDINANCE 2003-09.pdf
2003-13,1743200781_ORDINANCE 2003-13.pdf,2025-03-28T22:26:22.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743200781_ORDINANCE%202003-13.pdf,bluffdale/ordinances/documents/1743200781_ORDINANCE 2003-13.pdf
2004-14,1743190581_ORDINANCE 2004-14.pdf,2025-03-28T19:36:22.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743190581_ORDINANCE%202004-14.pdf,bluffdale/ordinances/documents/1743190581_ORDINANCE 2004-14.pdf
2004-16,1743004509_ORDINANCE 2004-16.pdf,2025-03-26T15:55:11.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743004509_ORDINANCE%202004-16.pdf,bluffdale/ordinances/documents/1743004509_ORDINANCE 2004-16.pdf
2004-23,1743010360_ORDINANCE 2004-23 Canine Hobby License.pdf,2025-03-26T17:32:42.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743010360_ORDINANCE%202004-23%20Canine%20Hobby%20License.pdf,bluffdale/ordinances/documents/1743010360_ORDINANCE 2004-23 Canine Hobby License.pdf
2005-15,1743456944_ORDINANCE 2005-15.pdf,2025-03-31T21:35:46.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743456944_ORDINANCE%202005-15.pdf,bluffdale/ordinances/documents/1743456944_ORDINANCE 2005-15.pdf
2005-17,1743710057_ORDINANCE 2005-17.pdf,2025-04-03T19:54:19.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743710057_ORDINANCE%202005-17.pdf,bluffdale/ordinances/documents/1743710057_ORDINANCE 2005-17.pdf
2006-08,1742579212_ORDINANCE 2006-08.pdf,2025-03-21T17:46:54.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742579212_ORDINANCE%202006-08.pdf,bluffdale/ordinances/documents/1742579212_ORDINANCE 2006-08.pdf
2006-08,1742579237_ORDINANCE 2006-08.pdf,2025-03-21T17:47:19.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742579237_ORDINANCE%202006-08.pdf,bluffdale/ordinances/documents/1742579237_ORDINANCE 2006-08.pdf
2006-09,1742576257_ORDINANCE 2006-09.pdf,2025-03-21T16:57:38.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742576257_ORDINANCE%202006-09.pdf,bluffdale/ordinances/documents/1742576257_ORDINANCE 2006-09.pdf
2006-09,1742579353_ORDINANCE 2006-09.pdf,2025-03-21T17:49:15.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742579353_ORDINANCE%202006-09.pdf,bluffdale/ordinances/documents/1742579353_ORDINANCE 2006-09.pdf
2007-03,1742578951_ORDINANCE 2007-03.pdf,2025-03-21T17:42:32.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742578951_ORDINANCE%202007-03.pdf,bluffdale/ordinances/documents/1742578951_ORDINANCE 2007-03.pdf
2007-04,1742578720_ORDINANCE 2007-04.pdf,2025-03-21T17:38:41.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742578720_ORDINANCE%202007-04.pdf,bluffdale/ordinances/documents/1742578720_ORDINANCE 2007-04.pdf
2007-04,1742578857_ORDINANCE 2007-04.pdf,2025-03-21T17:40:59.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742578857_ORDINANCE%202007-04.pdf,bluffdale/ordinances/documents/1742578857_ORDINANCE 2007-04.pdf
2007-06,1743022908_ORDINANCE 2007-06.pdf,2025-03-26T21:01:49.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743022908_ORDINANCE%202007-06.pdf,bluffdale/ordinances/documents/1743022908_ORDINANCE 2007-06.pdf
2007-09,1743710654_ORDINANCE 2007-09.pdf,2025-04-03T20:04:15.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743710654_ORDINANCE%202007-09.pdf,bluffdale/ordinances/documents/1743710654_ORDINANCE 2007-09.pdf
2007-27,1742579626_ORDINANCE 2007-27.pdf,2025-03-21T17:53:47.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742579626_ORDINANCE%202007-27.pdf,bluffdale/ordinances/documents/1742579626_ORDINANCE 2007-27.pdf
2008-07,1743008276_ORDINANCE 2008-07.pdf,2025-03-26T16:57:58.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743008276_ORDINANCE%202008-07.pdf,bluffdale/ordinances/documents/1743008276_ORDINANCE 2008-07.pdf
2008-09,1743457532_ORDINANCE 2008-09.pdf,2025-03-31T21:45:33.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743457532_ORDINANCE%202008-09.pdf,bluffdale/ordinances/documents/1743457532_ORDINANCE 2008-09.pdf
2008-16,1743803700_ORDINANCE 2008-16.pdf,2025-04-04T21:55:01.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743803700_ORDINANCE%202008-16.pdf,bluffdale/ordinances/documents/1743803700_ORDINANCE 2008-16.pdf
2008-17,1743805539_ORDINANCE 2008-17.pdf,2025-04-04T22:25:40.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743805539_ORDINANCE%202008-17.pdf,bluffdale/ordinances/documents/1743805539_ORDINANCE 2008-17.pdf
2009-03,1743018447_ORDINANCE 2009-03.pdf,2025-03-26T19:47:28.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743018447_ORDINANCE%202009-03.pdf,bluffdale/ordinances/documents/1743018447_ORDINANCE 2009-03.pdf
2009-04,1743710367_ORDINANCE 2009-04.pdf,2025-04-03T19:59:29.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743710367_ORDINANCE%202009-04.pdf,bluffdale/ordinances/documents/1743710367_ORDINANCE 2009-04.pdf
2009-10,1743004777_ORDINANCE 2009-10.pdf,2025-03-26T15:59:39.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743004777_ORDINANCE%202009-10.pdf,bluffdale/ordinances/documents/1743004777_ORDINANCE 2009-10.pdf
2009-12,1743806351_ORDINANCE 2009-12.pdf,2025-04-04T22:39:12.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743806351_ORDINANCE%202009-12.pdf,bluffdale/ordinances/documents/1743806351_ORDINANCE 2009-12.pdf
2009-13,1743018523_ORDINANCE 2009-13.pdf,2025-03-26T19:48:45.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743018523_ORDINANCE%202009-13.pdf,bluffdale/ordinances/documents/1743018523_ORDINANCE 2009-13.pdf
2010-02,1743461909_ORDINANCE 2010-02.pdf,2025-03-31T22:58:31.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743461909_ORDINANCE%202010-02.pdf,bluffdale/ordinances/documents/1743461909_ORDINANCE 2010-02.pdf
2010-03,1743022261_ORDINANCE 2010-03.pdf,2025-03-26T20:51:02.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743022261_ORDINANCE%202010-03.pdf,bluffdale/ordinances/documents/1743022261_ORDINANCE 2010-03.pdf
2010-12,1743201460_ORDINANCE 2010-12.pdf,2025-03-28T22:37:42.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743201460_ORDINANCE%202010-12.pdf,bluffdale/ordinances/documents/1743201460_ORDINANCE 2010-12.pdf
2010-16,1743008826_ORDINANCE 2010-16.pdf,2025-03-26T17:07:08.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743008826_ORDINANCE%202010-16.pdf,bluffdale/ordinances/documents/1743008826_ORDINANCE 2010-16.pdf
2011-01,1743008905_ORDINANCE 2011-01.pdf,2025-03-26T17:08:27.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743008905_ORDINANCE%202011-01.pdf,bluffdale/ordinances/documents/1743008905_ORDINANCE 2011-01.pdf
2011-04,1743009500_ORDINANCE 2011-04.pdf,2025-03-26T17:18:22.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743009500_ORDINANCE%202011-04.pdf,bluffdale/ordinances/documents/1743009500_ORDINANCE 2011-04.pdf
2012-02,1743020998_ORDINANCE 2012-02.pdf,2025-03-26T20:29:59.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743020998_ORDINANCE%202012-02.pdf,bluffdale/ordinances/documents/1743020998_ORDINANCE 2012-02.pdf
2012-05,1743017075_ORDINANCE 2012-05.pdf,2025-03-26T19:24:37.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743017075_ORDINANCE%202012-05.pdf,bluffdale/ordinances/documents/1743017075_ORDINANCE 2012-05.pdf
2012-13,1743192213_ORDINANCE 2012-13.pdf,2025-03-28T20:03:34.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743192213_ORDINANCE%202012-13.pdf,bluffdale/ordinances/documents/1743192213_ORDINANCE 2012-13.pdf
2013-01,1743461215_ORDINANCE 2013-01.pdf,2025-03-31T22:46:57.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743461215_ORDINANCE%202013-01.pdf,bluffdale/ordinances/documents/1743461215_ORDINANCE 2013-01.pdf
2013-04,1743190881_ORDINANCE 2013-04.pdf,2025-03-28T19:41:22.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743190881_ORDINANCE%202013-04.pdf,bluffdale/ordinances/documents/1743190881_ORDINANCE 2013-04.pdf
2013-08,1743191704_ORDINANCE 2013-08.pdf,2025-03-28T19:55:05.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743191704_ORDINANCE%202013-08.pdf,bluffdale/ordinances/documents/1743191704_ORDINANCE 2013-08.pdf
2013-09,1743009143_ORDINANCE 2013-09.pdf,2025-03-26T17:12:24.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743009143_ORDINANCE%202013-09.pdf,bluffdale/ordinances/documents/1743009143_ORDINANCE 2013-09.pdf
2013-09,1743017167_ORDINANCE 2013-09.pdf,2025-03-26T19:26:09.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743017167_ORDINANCE%202013-09.pdf,bluffdale/ordinances/documents/1743017167_ORDINANCE 2013-09.pdf
2013-14,1743201045_ORDINANCE 2013-14.pdf,2025-03-28T22:30:46.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743201045_ORDINANCE%202013-14.pdf,bluffdale/ordinances/documents/1743201045_ORDINANCE 2013-14.pdf
2013-16,1743200233_ORDINANCE 2013-16.pdf,2025-03-28T22:17:14.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743200233_ORDINANCE%202013-16.pdf,bluffdale/ordinances/documents/1743200233_ORDINANCE 2013-16.pdf
2013-17,1743189994_ORDINANCE 2013-17.pdf,2025-03-28T19:26:36.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743189994_ORDINANCE%202013-17.pdf,bluffdale/ordinances/documents/1743189994_ORDINANCE 2013-17.pdf
2013-18,1743193269_ORDINANCE 2013-18.pdf,2025-03-28T20:21:10.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743193269_ORDINANCE%202013-18.pdf,bluffdale/ordinances/documents/1743193269_ORDINANCE 2013-18.pdf
2013-20,1743711933_ORDINANCE 2013-20.pdf,2025-04-03T20:25:35.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743711933_ORDINANCE%202013-20.pdf,bluffdale/ordinances/documents/1743711933_ORDINANCE 2013-20.pdf
2014-02,1742942689_ORDINANCE 2014-02.pdf,2025-03-25T22:44:50.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742942689_ORDINANCE%202014-02.pdf,bluffdale/ordinances/documents/1742942689_ORDINANCE 2014-02.pdf
2014-03,1743022602_ORDINANCE 2014-03.pdf,2025-03-26T20:56:43.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743022602_ORDINANCE%202014-03.pdf,bluffdale/ordinances/documents/1743022602_ORDINANCE 2014-03.pdf
2014-04,1743456476_ORDINANCE 2014-04.pdf,2025-03-31T21:27:57.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743456476_ORDINANCE%202014-04.pdf,bluffdale/ordinances/documents/1743456476_ORDINANCE 2014-04.pdf
2014-06,1743023008_ORDINANCE 2014-06.pdf,2025-03-26T21:03:30.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743023008_ORDINANCE%202014-06.pdf,bluffdale/ordinances/documents/1743023008_ORDINANCE 2014-06.pdf
2014-09,1742943555_ORDINANCE 2014-09.pdf,2025-03-25T22:59:17.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742943555_ORDINANCE%202014-09.pdf,bluffdale/ordinances/documents/1742943555_ORDINANCE 2014-09.pdf
2014-15,1743461826_ORDINANCE 2014-15.pdf,2025-03-31T22:57:08.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743461826_ORDINANCE%202014-15.pdf,bluffdale/ordinances/documents/1743461826_ORDINANCE 2014-15.pdf
2014-16,1743009665_ORDINANCE 2014-16.pdf,2025-03-26T17:21:06.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743009665_ORDINANCE%202014-16.pdf,bluffdale/ordinances/documents/1743009665_ORDINANCE 2014-16.pdf
2014-17,1743006980_ORDINANCE 2014-17.pdf,2025-03-26T16:36:21.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743006980_ORDINANCE%202014-17.pdf,bluffdale/ordinances/documents/1743006980_ORDINANCE 2014-17.pdf
2014-18,1743455876_ORDINANCE 2014-18.pdf,2025-03-31T21:17:58.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743455876_ORDINANCE%202014-18.pdf,bluffdale/ordinances/documents/1743455876_ORDINANCE 2014-18.pdf
2014-20,1743022484_ORDINANCE 2014-20.pdf,2025-03-26T20:54:46.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743022484_ORDINANCE%202014-20.pdf,bluffdale/ordinances/documents/1743022484_ORDINANCE 2014-20.pdf
2015-03,1743803211_ORDINANCE 2015-03.pdf,2025-04-04T21:46:53.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743803211_ORDINANCE%202015-03.pdf,bluffdale/ordinances/documents/1743803211_ORDINANCE 2015-03.pdf
2015-04,1743456284_ORDINANCE 2015-04.pdf,2025-03-31T21:24:46.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743456284_ORDINANCE%202015-04.pdf,bluffdale/ordinances/documents/1743456284_ORDINANCE 2015-04.pdf
2015-09,1743192920_ORDINANCE 2015-09.pdf,2025-03-28T20:15:21.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743192920_ORDINANCE%202015-09.pdf,bluffdale/ordinances/documents/1743192920_ORDINANCE 2015-09.pdf
2015-09,1743193083_ORDINANCE 2015-09.pdf,2025-03-28T20:18:05.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743193083_ORDINANCE%202015-09.pdf,bluffdale/ordinances/documents/1743193083_ORDINANCE 2015-09.pdf
2015-13,1743802658_ORDINANCE 2015-13.pdf,2025-04-04T21:37:39.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743802658_ORDINANCE%202015-13.pdf,bluffdale/ordinances/documents/1743802658_ORDINANCE 2015-13.pdf
2015-14,1743709423_ORDINANCE 2015-14.pdf,2025-04-03T19:43:44.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743709423_ORDINANCE%202015-14.pdf,bluffdale/ordinances/documents/1743709423_ORDINANCE 2015-14.pdf
2016-04,1743009209_ORDINANCE 2016-04.pdf,2025-03-26T17:13:31.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743009209_ORDINANCE%202016-04.pdf,bluffdale/ordinances/documents/1743009209_ORDINANCE 2016-04.pdf
2016-05,1743712505_ORDINANCE 2016-05.pdf,2025-04-03T20:35:06.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743712505_ORDINANCE%202016-05.pdf,bluffdale/ordinances/documents/1743712505_ORDINANCE 2016-05.pdf
2016-07,1743201969_ORDINANCE 2016-07.pdf,2025-03-28T22:46:10.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743201969_ORDINANCE%202016-07.pdf,bluffdale/ordinances/documents/1743201969_ORDINANCE 2016-07.pdf
2016-14,1743008695_ORDINANCE 2016-14.pdf,2025-03-26T17:04:57.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743008695_ORDINANCE%202016-14.pdf,bluffdale/ordinances/documents/1743008695_ORDINANCE 2016-14.pdf
2016-15,1742942826_ORDINANCE 2016-15.pdf,2025-03-25T22:47:08.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742942826_ORDINANCE%202016-15.pdf,bluffdale/ordinances/documents/1742942826_ORDINANCE 2016-15.pdf
2016-16,1743017538_ORDINANCE 2016-16.pdf,2025-03-26T19:32:19.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743017538_ORDINANCE%202016-16.pdf,bluffdale/ordinances/documents/1743017538_ORDINANCE 2016-16.pdf
2016-19,1743191096_ORDINANCE 2016-19.pdf,2025-03-28T19:44:58.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743191096_ORDINANCE%202016-19.pdf,bluffdale/ordinances/documents/1743191096_ORDINANCE 2016-19.pdf
2017-01,1743457208_ORDINANCE 2017-01.pdf,2025-03-31T21:40:09.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743457208_ORDINANCE%202017-01.pdf,bluffdale/ordinances/documents/1743457208_ORDINANCE 2017-01.pdf
