stem,bytes,chars,status
PlanningCommission_e2852_packet,11558686,2904525,extracted
Council_e2811_packet,722938,49414,extracted
PlanningCommission_e2691_packet,1140652,101986,extracted
Council_e2823_packet,17158501,547485,extracted
PlanningCommission_e2741_packet,6222860,131130,extracted
Council_e2652_packet,6900749,271429,extracted
PlanningCommission_e2692_packet,6935868,473213,extracted
PlanningCommission_e2742_packet,9768215,521961,extracted
Council_e2901_packet,6075536,215645,extracted
PlanningCommission_e2842_packet,9679528,58189,extracted
Council_e2913_packet,11202842,179344,extracted
Council_e2902_packet,11575032,145655,extracted
PlanningCommission_e2843_packet,4734995,140158,extracted
Council_e2722_packet,6838994,970305,extracted
Council_e2903_packet,6629384,139610,extracted
RDA_e2970_packet,197701,5358,extracted
PlanningCommission_e2744_packet,30033753,2507504,extracted
Council_e2971_packet,1247367,17347,extracted
Council_e2915_packet,12704013,221581,extracted
Council_e2904_packet,6857974,129799,extracted
Council_e2828_packet,27478073,310975,extracted
PlanningCommission_e2846_packet,7321531,10296,extracted
PlanningCommission_e3008_packet,72734140,3441704,extracted
Council_e2917_packet,22809384,310458,extracted
Council_e2818_packet,30908321,176989,extracted
PlanningCommission_e2847_packet,4554835,13965,extracted
PlanningCommission_e3045_packet,37835932,1961660,extracted
Council_e2830_packet,44810421,1772364,extracted
PlanningCommission_e2860_packet,58564715,1736895,extracted
Council_e2871_packet,2398035,260268,extracted
PlanningCommission_e2848_packet,18250482,199132,extracted
Council_e2919_packet,7905995,1207114,extracted
LBA_e3095_packet,2074551,1153249,extracted
PlanningCommission_e3122_packet,11481069,314085,extracted
Council_e3108_packet,435428,59076,extracted
LBA_e3160_packet,268603,9541,extracted
Council_e3121_packet,19046621,49923,extracted
PlanningCommission_e3185_packet,5040199,257773,extracted
Council_e3109_packet,14524807,153866,extracted
Council_e3096_packet,14423784,238380,extracted
RDA_e3189_packet,247924,3298,extracted
PlanningCommission_e3124_packet,8109986,464297,extracted
Council_e3110_packet,14190448,153258,extracted
Council_e3190_packet,3145365,258613,extracted
RDA_e3191_packet,604708,33189,extracted
PlanningCommission_e3013_packet,6032392,227689,extracted
PlanningCommission_e3125_packet,3710134,81265,extracted
Council_e3098_packet,2894966,268028,extracted
PlanningCommission_e3014_packet,3586989,21598,extracted
Council_e2923_packet,30054350,84601,extracted
RDA_e3221_packet,381079,6913,extracted
Council_e3210_packet,11219170,28404,extracted
PlanningCommission_e3164_packet,7934185,148143,extracted
Council_e3197_packet,877083,35931,extracted
PlanningCommission_e3152_packet,49328372,10913402,extracted
Council_e3113_packet,21708297,119692,extracted
Council_e3198_packet,12143275,58712,extracted
PlanningCommission_e3165_packet,17909436,2216746,extracted
Council_e3101_packet,8701931,100215,extracted
LBA_e3260_packet,326421,6791,extracted
PlanningCommission_e3178_packet,21915547,2387928,extracted
Council_e3262_packet,7305005,94926,extracted
PlanningCommission_e3154_packet,9429580,123082,extracted
PlanningCommission_e3264_packet,46226999,1772010,extracted
Council_e3213_packet,4475223,32413,extracted
LBA_e3274_packet,199285,4895,extracted
RDA_e3275_packet,196773,4913,extracted
PlanningCommission_e3179_packet,4352001,435696,extracted
Council_e3200_packet,5672899,51970,extracted
Council_e3214_packet,24089706,277000,extracted
LBA_e3278_packet,1098249,2068,extracted
RDA_e3277_packet,1765170,2506,extracted
Council_e3201_packet,4539504,121697,extracted
LBA_e3280_packet,1105269,7289,extracted
RDA_e3281_packet,1811784,12333,extracted
PlanningCommission_e3168_packet,7901899,360584,extracted
PlanningCommission_e3266_packet,12546595,259715,extracted
Council_e3202_packet,24121479,142571,extracted
