ordinance_no,filename,last_modified,size_bytes,source_url,s3_key
2018-01,1657572597_ORD_2018-01_Text Change Mobile Food Vendors.pdf,2022-07-11T20:49:59.000Z,343226,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572597_ORD_2018-01_Text%20Change%20Mobile%20Food%20Vendors.pdf,herriman/ordinances/documents/1657572597_ORD_2018-01_Text Change Mobile Food Vendors.pdf
2018-03,1657572559_ORD_2018-03_Amendment Ordinance City Recorder and City Treasurer.pdf,2022-07-11T20:49:20.000Z,147889,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572559_ORD_2018-03_Amendment%20Ordinance%20City%20Recorder%20and%20City%20Treasurer.pdf,herriman/ordinances/documents/1657572559_ORD_2018-03_Amendment Ordinance City Recorder and City Treasurer.pdf
2018-04,1657572511_ORD_2018-04_Text Change LDC Remove Self Storage and RV Storage.pdf,2022-07-11T20:48:33.000Z,183718,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572511_ORD_2018-04_Text%20Change%20LDC%20Remove%20Self%20Storage%20and%20RV%20Storage.pdf,herriman/ordinances/documents/1657572511_ORD_2018-04_Text Change LDC Remove Self Storage and RV Storage.pdf
2018-12,1657572473_ORD_2018-12_OpenSpace.pdf,2022-07-11T20:47:54.000Z,170710,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572473_ORD_2018-12_OpenSpace.pdf,herriman/ordinances/documents/1657572473_ORD_2018-12_OpenSpace.pdf
2018-13,1657572418_ORD_2018-13_Chickens.pdf,2022-07-11T20:46:59.000Z,248877,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572418_ORD_2018-13_Chickens.pdf,herriman/ordinances/documents/1657572418_ORD_2018-13_Chickens.pdf
2018-15,1657572364_ORD_2018-15_Boards_Committees.pdf,2022-07-11T20:46:05.000Z,835581,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572364_ORD_2018-15_Boards_Committees.pdf,herriman/ordinances/documents/1657572364_ORD_2018-15_Boards_Committees.pdf
2018-20,1657572310_ORD_2018-20_PCAppointments.pdf,2022-07-11T20:45:11.000Z,479538,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572310_ORD_2018-20_PCAppointments.pdf,herriman/ordinances/documents/1657572310_ORD_2018-20_PCAppointments.pdf
2018-26,1657572261_ORD_2018-26_TableofUses.pdf,2022-07-11T20:44:22.000Z,667268,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572261_ORD_2018-26_TableofUses.pdf,herriman/ordinances/documents/1657572261_ORD_2018-26_TableofUses.pdf
2018-27,1657572219_ORD_2018-27_SmallWirelessFacilitiesDeployment.pdf,2022-07-11T20:43:40.000Z,825958,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572219_ORD_2018-27_SmallWirelessFacilitiesDeployment.pdf,herriman/ordinances/documents/1657572219_ORD_2018-27_SmallWirelessFacilitiesDeployment.pdf
2018-28,1657572165_ORD_2018-28_HerrimanFlag.pdf,2022-07-11T20:42:47.000Z,128768,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572165_ORD_2018-28_HerrimanFlag.pdf,herriman/ordinances/documents/1657572165_ORD_2018-28_HerrimanFlag.pdf
2018-29,1657572115_ORD_2018-29_NegligentCollision.pdf,2022-07-11T20:41:57.000Z,126613,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572115_ORD_2018-29_NegligentCollision.pdf,herriman/ordinances/documents/1657572115_ORD_2018-29_NegligentCollision.pdf
2018-32,1657572026_ORD_2018-32_VeteransCommittee.pdf,2022-07-11T20:40:28.000Z,255064,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657572026_ORD_2018-32_VeteransCommittee.pdf,herriman/ordinances/documents/1657572026_ORD_2018-32_VeteransCommittee.pdf
