date,body_id,kind,reason,verified_date
2020-01-10,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-01-23,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-02-13,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-05-15,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-06-19,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-08-20,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-09-25,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-10-23,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-11-02,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
2020-11-05,1297,other,"PC agenda/hearing NOTICE only (no minutes attachment on PMN, cache-verified). 2020-2021 PC minutes genuinely unpublished on every channel per COVERAGE.md (AgendaCenter PC listing starts 2022). Confirmed-unpublished date.",2026-07-17
