candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Bob Bedore,Council,2023,2023-08-25,Primary Election Report,interim,3100.00,2804.28,0.00,295.72,3100.00,2804.28,True,True,0.00,0.00,2500.00,11,11,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,high,incremental(Column A per-period); ytd_contrib=0.00; ytd_expend=0.00,
Bob Bedore,Council,2023,2023-10-24,28 - Day Report,interim,3370.00,2098.39,295.72,1567.33,3370.00,2098.39,True,True,0.00,0.00,0.00,8,8,raw/easyvote/2023_Bedore_28-Day-Report_38DC32BF.pdf,38DC32BF,high,incremental(Column A per-period); ytd_contrib=6470.00; ytd_expend=4902.00,
Bob Bedore,Council,2023,2023-11-13,General Election Report,interim,1790.00,3298.81,1567.33,58.52,1790.00,3298.81,True,True,0.00,0.00,0.00,6,9,raw/easyvote/2023_Bedore_General-Election-Report_2EAE806D.pdf,2EAE806D,high,incremental(Column A per-period); ytd_contrib=8260.00; ytd_expend=8201.48,
Bob Bedore,Council,2023,2023-12-18,Post Genereal Election Report,summary,0.00,0.00,58.52,58.52,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/easyvote/2023_Bedore_Post-Genereal-Election-Report_A8F48C3F.pdf,A8F48C3F,high,incremental(Column A per-period); ytd_contrib=8260.00; ytd_expend=8201.48,
Chad Lamb,Council,2023,2023-11-10,General Election Report,interim,150.00,2454.04,2733.69,429.65,150.00,2454.04,True,True,0.00,0.00,0.00,1,3,raw/easyvote/2023_Lamb_General-Election-Report_5B964782.pdf,5B964782,high,incremental(Column A per-period); ytd_contrib=5141.93; ytd_expend=5360.05,
Chad Lamb,Council,2023,2023-12-07,Post General Election Report,summary,800.00,515.16,429.65,714.49,800.00,515.16,True,True,0.00,0.00,0.00,1,3,raw/easyvote/2023_Lamb_Post-General-Election-Report_AC031176.pdf,AC031176,high,incremental(Column A per-period); ytd_contrib=5941.93; ytd_expend=5875.21,
Dirk Burton,Mayor,2023,2023-10-24,28 - Day Report,interim,9675.00,4733.06,13452.46,18394.40,9675.00,4733.06,True,True,0.00,0.00,500.00,24,24,raw/easyvote/2023_Burton_28-Day-Report_D7E669F5.pdf,D7E669F5,high,incremental(Column A per-period); ytd_contrib=27700.00; ytd_expend=9337.84; superseded by amendment/re-file (same reporting period),
Dirk Burton,Mayor,2023,2023-11-14,General Election Report,interim,6150.00,5786.49,18394.40,18757.91,6150.00,5786.49,True,True,0.00,0.00,0.00,6,12,raw/easyvote/2023_Burton_General-Election-Report_88C349F9.pdf,88C349F9,high,incremental(Column A per-period); ytd_contrib=33850.00; ytd_expend=15124.33,
Dirk Burton,Mayor,2023,2023-11-22,28 -Day Report Amended,interim,9675.00,4481.88,13452.46,18645.58,9675.00,4481.88,True,True,0.00,0.00,500.00,24,23,raw/easyvote/2023_Burton_28-Day-Report-Amended_F2687041.pdf,F2687041,high,incremental(Column A per-period); ytd_contrib=27700.00; ytd_expend=9337.84; amendment,
Dirk Burton,Mayor,2023,2023-12-21,Post General Election Report,summary,1000.00,276.12,18757.91,19481.79,1000.00,276.12,True,True,0.00,0.00,0.00,2,3,raw/easyvote/2023_Burton_Post-General-Election-Report_10320DD3.pdf,10320DD3,high,incremental(Column A per-period); ytd_contrib=34850.00; ytd_expend=15400.45,
Kent Shelton,Council,2023,2023-08-28,Primary Financial Disclosure,interim,2145.04,1860.45,0.00,284.59,2145.04,1860.45,True,True,0.00,0.00,1850.04,11,12,raw/easyvote/2023_Shelton_Primary-Financial-Disclosure_7636C141.pdf,7636C141,high,incremental(Column A per-period); ytd_contrib=0.00; ytd_expend=0.00,
Kent Shelton,Council,2023,2023-10-24,28 Day Report,interim,1685.00,232.89,284.59,1736.70,1685.00,232.89,True,True,0.00,0.00,260.00,8,5,raw/easyvote/2023_Shelton_28-Day-Report_E9088CF6.pdf,E9088CF6,high,incremental(Column A per-period); ytd_contrib=3830.04; ytd_expend=2093.34,
Kent Shelton,Council,2023,2023-11-13,General Election Report,interim,3350.00,4392.71,1736.70,693.99,3350.00,4392.71,True,True,0.00,0.00,2050.00,6,16,raw/easyvote/2023_Shelton_General-Election-Report_3B74693C.pdf,3B74693C,high,incremental(Column A per-period); ytd_contrib=7180.04; ytd_expend=6486.05,
Kent Shelton,Council,2023,2023-12-21,Post-General Election Report,summary,3781.09,397.98,693.99,4077.10,3781.09,397.98,True,True,0.00,0.00,0.00,5,2,raw/easyvote/2023_Shelton_Post-General-Election-Report_FDDFB632.pdf,FDDFB632,high,incremental(Column A per-period); ytd_contrib=10961.13; ytd_expend=6884.03,
Rulon Green,Council,2023,2023-10-24,28 Day Report,interim,1220.23,1220.23,0.00,0.00,1220.23,1220.23,True,True,0.00,0.00,870.23,8,16,raw/easyvote/2023_Green_28-Day-Report_CABA8AE2.pdf,CABA8AE2,high,incremental(Column A per-period); ytd_contrib=0.00; ytd_expend=0.00,
Rulon Green,Council,2023,2023-11-14,General Election Report,interim,2605.82,2172.08,0.00,433.74,2605.82,2038.02,True,False,0.00,-134.06,870.23,13,23,raw/easyvote/2023_Green_General-Election-Report_4D69FA0C.pdf,4D69FA0C,low,incremental(Column A per-period); ytd_contrib=2605.82; ytd_expend=2172.08; expend!=stated,
Zach Jacob,Council,2023,2023-10-23,28 - Day Report,interim,9032.05,6243.47,246.64,3035.22,9032.05,6175.61,True,False,0.00,-67.86,0.00,17,42,raw/easyvote/2023_Jacob_28-Day-Report_FDB9A934.pdf,FDB9A934,low,incremental(Column A per-period); ytd_contrib=0.00; ytd_expend=0.00; expend!=stated,
Zach Jacob,Council,2023,2023-11-14,General Election Report,interim,2353.25,4488.25,3035.22,900.22,2353.25,4488.25,True,True,0.00,0.00,0.00,5,15,raw/easyvote/2023_Jacob_General-Election-Report_5489F5F3.pdf,5489F5F3,high,incremental(Column A per-period); ytd_contrib=11385.30; ytd_expend=10731.72,
Zach Jacob,Council,2023,2023-12-19,Post General Election Report,summary,0.00,635.61,900.32,264.71,0.00,635.61,True,True,0.00,0.00,0.00,0,6,raw/easyvote/2023_Jacob_Post-General-Election-Report_D15B6729.pdf,D15B6729,high,incremental(Column A per-period); ytd_contrib=11385.30; ytd_expend=10731.72,
Annette Harris,Council,2025,2025-08-03,Primary Financial Disclosure,interim,8935.00,7495.20,0.00,1989.80,8935.00,7495.20,True,True,0.00,0.00,105.00,42,10,raw/easyvote/2025_Harris_Primary-Financial-Disclosure_50E0BB33.pdf,50E0BB33,high,incremental(Column A per-period); ytd_contrib=0.00; ytd_expend=0.00,
