body,bname,notice_id,notice_date,file_id,ext,label,kind,minutes_probe,is_pdf
1562,PlanningCommission,2760,,1141,pdf,C:\planingWebSite\agandas\081002.pdf,other,,
1562,PlanningCommission,3081,,1240,pdf,Information_summary_meeting_form.pdf,other,,
1562,PlanningCommission,15320,,5470,pdf,no_meeting.pdf,other,,
1562,PlanningCommission,19879,,7038,pdf,no_meeting.pdf,other,,
1562,PlanningCommission,21803,,7709,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,23552,,8309,pdf,no_meeting.pdf,other,,
1562,PlanningCommission,25155,,8881,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,26464,,9259,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,28091,,9764,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,30216,,10417,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,31856,,11032,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,33629,,11697,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,35301,,12296,pdf,no_meeting.pdf,other,,
1562,PlanningCommission,37017,,12948,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,38064,,13325,pdf,agenda.pdf,agenda,,
1562,PlanningCommission,38433,,13472,pdf,no_meeting.pdf,other,,
1562,PlanningCommission,40000,,14084,pdf,Agenda_Emigration_090210.pdf,agenda,,
1562,PlanningCommission,72933,,25991,pdf,110316.pdf,other,,
1562,PlanningCommission,76515,,27289,pdf,110714 Emigration PC Cancelled.pdf,cancelled,,
1562,PlanningCommission,79555,,28361,pdf,110811.pdf,other,,
1562,PlanningCommission,82247,,29321,pdf,EmigrationOpenHouse-GenPlan-09072011.pdf,other,,
1562,PlanningCommission,82251,,29323,pdf,Emigration GP - Notice of Intent &amp; Map - Aug2011.pdf,other,,
1562,PlanningCommission,83175,,29677,pdf,110915 Packet.pdf,packet,,
1562,PlanningCommission,87531,,31373,pdf,111013 Emigration Packet Combined.pdf,packet,,
1562,PlanningCommission,89799,,32855,pdf,111117_Emigration_RevisedAgenda.pdf,agenda,,
1562,PlanningCommission,93601,,34109,pdf,Emigration PC Packet - 12-15-2011.pdf,packet,,
1562,PlanningCommission,96341,,34599,pdf,120112_Emigration_PC_Pkt- DRAFT.pdf,other,,
1562,PlanningCommission,100751,,36105,pdf,120216_Cancelled.pdf,cancelled,,
1562,PlanningCommission,105427,,37627,pdf,120315_EmigrationPC_Agenda.pdf,agenda,,
1562,PlanningCommission,108933,,39383,pdf,120412_Emigration_PC_Packet_Final.pdf,packet,,
1562,PlanningCommission,113027,,40749,pdf,120517_Emigration_PC_Agenda_Final.pdf,agenda,,
1562,PlanningCommission,116297,,42765,pdf,120614_Emigration_PC_Pkt_Final.pdf,other,,
1562,PlanningCommission,119447,,43961,pdf,120712_Emigration_PC_Pkt_Final.pdf,other,,
1562,PlanningCommission,121551,,43957,pdf,120712_Emigration_PC_Pkt_Final.pdf,other,,
1562,PlanningCommission,123175,,45127,pdf,120816_Emigration_PC_Packet_Final.pdf,packet,,
1562,PlanningCommission,126931,,46153,pdf,120912_ Emigration_PC_PKT_Final.pdf,other,,
1562,PlanningCommission,127097,,45905,pdf,120913_Emigration_PC_Agenda_Final.pdf,agenda,,
1562,PlanningCommission,130333,,47171,pdf,121011_Emigration_PC_Agenda_Final.pdf,agenda,,
1562,PlanningCommission,133511,,48471,pdf,121115_Emigration_PC_Cancelled.pdf,cancelled,,
1562,PlanningCommission,137929,,50577,pdf,121312_Emigration_PC_Packet_FINAL.pdf,packet,,
1562,PlanningCommission,138995,,50475,pdf,121312_Emigration_PC_Packet_Final.pdf,packet,,
1562,PlanningCommission,141661,,51539,docx,REVISED_011713_Emigration_PC_Agenda_FINAL.docx,agenda,,
1562,PlanningCommission,145033,,52925,pdf,130214-Emigration_Packet_FINAL.pdf,packet,,
1562,PlanningCommission,148823,,53545,pdf,130314_Emigration_PC_Cancelled.pdf,cancelled,,
1562,PlanningCommission,153471,,55575,pdf,130411_Emigration_Full_Packet.pdf,packet,,
1562,PlanningCommission,158099,2013-05-09,58439,pdf,REVISED - 130516_Emigration_PC_Agenda - Cancelled.pdf,cancelled,,
1562,PlanningCommission,158101,,57155,pdf,FINAL - 130502_Emigration_PC_Agenda.pdf,agenda,,
1562,PlanningCommission,162697,,60025,pdf,130613_Emigration_PC_Cancelled.pdf,cancelled,,
1562,PlanningCommission,165987,,62219,pdf,130711_Emigration_PC_Cancelled.pdf,cancelled,,
1562,PlanningCommission,171469,,66783,pdf,130815_Emigration_PC_Cancelled.pdf,cancelled,,
1562,PlanningCommission,176279,,70907,pdf,130912_Emigration_PC_Final_Packet.pdf,packet,,
1562,PlanningCommission,180999,,76875,pdf,131017_Emigration_PC_Final_REVISED_Packet.pdf,packet,,
1562,PlanningCommission,185541,,78927,pdf,131114_Emigration_PC_Cancelled_Agenda.pdf,cancelled,,
1562,PlanningCommission,189207,,81817,pdf,131212_Emigration_PC_Agenda_Cancelled.pdf,cancelled,,
