referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
40,medium,subject,Council,Local Building Authority,-273,413,2026-06-02,Close the public hearing and refer the item to a future date for action.,341,2025-09-02,Close the public hearing and refer action to a future council meeting (Zoning Map Amendment at Approximately 247 North 800 West).,,0.303,
41,medium,subject,Council,Community Reinvestment Agency,-273,414,2026-06-02,Close the public hearing and refer the item to a future date for action.,341,2025-09-02,Close the public hearing and refer action to a future council meeting (Zoning Map Amendment at Approximately 247 North 800 West).,,0.303,
19,medium,subject,Council,PlanningCommission,321,630,2022-03-23,approve the Accessory Dwelling Unit (ADU) Conditional Use application PLNPCM2021-01285,136,2023-02-07,Close the public hearing and defer action on the Accessory Dwelling Unit (ADU) Text Amendment to a future Council meeting,,0.363,
21,medium,subject,Council,PlanningCommission,363,630,2022-03-23,approve the Accessory Dwelling Unit (ADU) Conditional Use application PLNPCM2021-01285,146,2023-03-21,Close the public hearing and defer action on the Accessory Dwelling Unit (ADU) Text Amendment to a future Council meeting.,,0.363,
28,medium,subject,Council,PlanningCommission,41,770,2023-10-25,forward a recommendation to adopt the Zoning Map and Zoning Text Amendments to City Council,216,2023-12-05,Adopt Ordinance 73 of 2023: Subdivision Code Amendments,,0.38,
33,medium,subject,Council,PlanningCommission,195,747,2023-09-13,forward a positive recommendation to the City Council to designate a new local historic district for the Yalecrest –Laird Heights as proposed,235,2024-03-26,Close the public hearing and adopt Ordinance 15 of 2024 – Yalecrest–Princeton Heights Local Historic District,,0.441,
37,medium,subject,Council,PlanningCommission,342,782,2023-12-13,"forward a positive recommendation the City Council to adopt this Preliminary Plat for amending the Brooklyn and Dolan Subdivisions, and vacating Brooklyn Avenue with the conditions listed in the staff report",297,2024-11-19,Adopt Ordinance 87 of 2024 (Street and Alley Vacation and Subdivision Amendment at Brooklyn Avenue),,0.502,
35,medium,subject,Council,PlanningCommission,83,808,2024-03-13,forward a recommendation to adopt this text amendment to the City Council including the removal of the appeals hearing officer term limit and setting a new minimum number of commissioners for both the Planning Commission and Historic Landmark Commission be set at five,254,2024-06-04,Close the public hearing and adopt Ordinance 40 of 2024 amending Title 21A regarding Planning and Historic Landmark Commission membership and Appeals Hearing Officer term limits.,,0.516,
6,medium,subject,Council,PlanningCommission,139,525,2021-02-24,forward a positive recommendation to the City Council in support of the proposed amendments located at approximately 850 & 870 E,29,2021-07-13,Close the public hearing and defer action to a future Council meeting on the Ordinance for Rezone and Master Plan Amendment at 850 and 870 East 2100 South.,,0.522,
7,medium,subject,Council,PlanningCommission,139,525,2021-02-24,forward a positive recommendation to the City Council in support of the proposed amendments located at approximately 850 & 870 E,31,2021-07-13,Close the public hearing and defer action to a future meeting on the Rezone and Master Plan Amendment at 850 and 870 East 2100 South.,,0.522,
30,medium,subject,Council,PlanningCommission,146,758,2023-10-11,reopen the discussion to reconsider the prior vote on Text Amendments to Daycare Uses,229,2024-03-05,Close the public hearing and adopt Ordinance 08 of 2024 Zoning Text Amendment for Daycare Facilities,,0.532,
24,medium,subject,Council,PlanningCommission,321,669,2022-08-24,"forward a positive recommendation to the City Council for PLNPCM2022-00529, the proposed Downtown Building Height and Street Activation Text Amendment, with the ability to amend the adopted ordinance language as necessary to eliminate potential conflicts with other pending ordinances and ensure cons",176,2023-07-11,Accept the clarification and adopt the ordinance as prepared for this meeting (Downtown Building Height and Street Activation Text Amendment).,,0.541,
10,medium,subject,Council,PlanningCommission,104,552,2021-07-28,"recommend that the City Council approve the proposed Zoning Map Amendment, file number PLNPCM2021-00313, for the property located at 1780 E",53,2021-11-09,Close the public hearing and defer action to a future Council meeting on the University Ivory House Zoning Map Amendment (Petition No. PLNPCM2021-00313).,,0.569,
