city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
south_salt_lake,District 1,plan_2022,2022-01-01,,geo/districts.geojson,post-2020-census redistricting (adoption resolution in the coverage-cliff gap),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"CURRENT post-2020-census 5-district boundaries — South Salt Lake's OWN authoritative ArcGIS layer (geo/districts.geojson; no precinct-derivation needed). effective_start is the nominal 2022 post-2020-census cycle boundary: SSL's redistricting adoption resolution falls in the 2021-mid..2025 coverage-cliff gap and is not on disk, so the date is inferred from the statewide cycle, not a locally-documented adoption. precinct->district in geo/precinct_to_district.csv (source_year 2023 + 2025)."
south_salt_lake,District 1,plan_pre2022,2020-01-01,2022-01-01,,prior plan (pre-2022 boundaries),,low,Pre-2022 district boundaries NOT acquired (honest GAP — SSL keeps only its current ArcGIS layer; no pre-2022 geometry on disk) AND the redistricting adoption is in the coverage-cliff gap. effective_start = data floor. Never reconstructed/guessed.
south_salt_lake,District 2,plan_2022,2022-01-01,,geo/districts.geojson,post-2020-census redistricting (adoption resolution in the coverage-cliff gap),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"CURRENT post-2020-census 5-district boundaries — South Salt Lake's OWN authoritative ArcGIS layer (geo/districts.geojson; no precinct-derivation needed). effective_start is the nominal 2022 post-2020-census cycle boundary: SSL's redistricting adoption resolution falls in the 2021-mid..2025 coverage-cliff gap and is not on disk, so the date is inferred from the statewide cycle, not a locally-documented adoption. precinct->district in geo/precinct_to_district.csv (source_year 2023 + 2025)."
south_salt_lake,District 2,plan_pre2022,2020-01-01,2022-01-01,,prior plan (pre-2022 boundaries),,low,Pre-2022 district boundaries NOT acquired (honest GAP — SSL keeps only its current ArcGIS layer; no pre-2022 geometry on disk) AND the redistricting adoption is in the coverage-cliff gap. effective_start = data floor. Never reconstructed/guessed.
south_salt_lake,District 3,plan_2022,2022-01-01,,geo/districts.geojson,post-2020-census redistricting (adoption resolution in the coverage-cliff gap),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"CURRENT post-2020-census 5-district boundaries — South Salt Lake's OWN authoritative ArcGIS layer (geo/districts.geojson; no precinct-derivation needed). effective_start is the nominal 2022 post-2020-census cycle boundary: SSL's redistricting adoption resolution falls in the 2021-mid..2025 coverage-cliff gap and is not on disk, so the date is inferred from the statewide cycle, not a locally-documented adoption. precinct->district in geo/precinct_to_district.csv (source_year 2023 + 2025)."
south_salt_lake,District 3,plan_pre2022,2020-01-01,2022-01-01,,prior plan (pre-2022 boundaries),,low,Pre-2022 district boundaries NOT acquired (honest GAP — SSL keeps only its current ArcGIS layer; no pre-2022 geometry on disk) AND the redistricting adoption is in the coverage-cliff gap. effective_start = data floor. Never reconstructed/guessed.
south_salt_lake,District 4,plan_2022,2022-01-01,,geo/districts.geojson,post-2020-census redistricting (adoption resolution in the coverage-cliff gap),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"CURRENT post-2020-census 5-district boundaries — South Salt Lake's OWN authoritative ArcGIS layer (geo/districts.geojson; no precinct-derivation needed). effective_start is the nominal 2022 post-2020-census cycle boundary: SSL's redistricting adoption resolution falls in the 2021-mid..2025 coverage-cliff gap and is not on disk, so the date is inferred from the statewide cycle, not a locally-documented adoption. precinct->district in geo/precinct_to_district.csv (source_year 2023 + 2025)."
south_salt_lake,District 4,plan_pre2022,2020-01-01,2022-01-01,,prior plan (pre-2022 boundaries),,low,Pre-2022 district boundaries NOT acquired (honest GAP — SSL keeps only its current ArcGIS layer; no pre-2022 geometry on disk) AND the redistricting adoption is in the coverage-cliff gap. effective_start = data floor. Never reconstructed/guessed.
south_salt_lake,District 5,plan_2022,2022-01-01,,geo/districts.geojson,post-2020-census redistricting (adoption resolution in the coverage-cliff gap),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"CURRENT post-2020-census 5-district boundaries — South Salt Lake's OWN authoritative ArcGIS layer (geo/districts.geojson; no precinct-derivation needed). effective_start is the nominal 2022 post-2020-census cycle boundary: SSL's redistricting adoption resolution falls in the 2021-mid..2025 coverage-cliff gap and is not on disk, so the date is inferred from the statewide cycle, not a locally-documented adoption. precinct->district in geo/precinct_to_district.csv (source_year 2023 + 2025)."
south_salt_lake,District 5,plan_pre2022,2020-01-01,2022-01-01,,prior plan (pre-2022 boundaries),,low,Pre-2022 district boundaries NOT acquired (honest GAP — SSL keeps only its current ArcGIS layer; no pre-2022 geometry on disk) AND the redistricting adoption is in the coverage-cliff gap. effective_start = data floor. Never reconstructed/guessed.
south_salt_lake,At-Large,citywide,2020-01-01,,geo/districts.geojson,South Salt Lake City (city-wide seats),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"the two at-large councilmembers (AL1 Pinkney->deWolfe, AL2 Williams): represent(s) the ENTIRE city on every date, unchanged by redistricting. SSL's TWO at-large council seats + the Mayor are city-wide (only the 5 numbered districts are geographic). The Mayor does not vote on council legislation."
south_salt_lake,MAYOR,citywide,2020-01-01,,geo/districts.geojson,South Salt Lake City (city-wide seats),"geo/districts.geojson (South Salt Lake official 5-district ArcGIS FeatureServer, current vintage)",high,"the separately-elected non-voting executive Mayor Cherie Wood: represent(s) the ENTIRE city on every date, unchanged by redistricting. SSL's TWO at-large council seats + the Mayor are city-wide (only the 5 numbered districts are geographic). The Mayor does not vote on council legislation."
