date,body,clip_id,filename,url,bytes
2025-12-04,PlanningCommission,919,3766480_Epiphany_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3766480/Epiphany_2.pdf,4711419
2025-11-13,PlanningCommission,878,3726728_Downtown_Revitalization.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3726728/Downtown_Revitalization.pdf,111437388
2025-11-13,PlanningCommission,878,3726803_Platinum_Peak_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3726803/Platinum_Peak_2.pdf,5534404
2025-11-13,PlanningCommission,878,3727081_Gurney_ZC_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3727081/Gurney_ZC_2.pdf,4949466
2025-11-13,PlanningCommission,878,3726822_Sky_View_Sign_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3726822/Sky_View_Sign_2.pdf,4227225
2025-11-13,PlanningCommission,878,3726840_Collective_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3726840/Collective_2.pdf,15981790
2025-10-23,PlanningCommission,871,3681694_Smith_ZC_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3681694/Smith_ZC_2.pdf,5479465
2025-10-23,PlanningCommission,871,3681706_Skye_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3681706/Skye_2.pdf,38154964
2025-10-23,PlanningCommission,871,3681721_revitalization.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3681721/revitalization.pdf,111436877
2025-10-09,PlanningCommission,869,3645490_Vistas_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3645490/Vistas_2.pdf,5617226
2025-10-09,PlanningCommission,869,3645502_flag_pole_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3645502/flag_pole_2.pdf,18635245
2025-09-25,PlanningCommission,867,3622222_JDH_Olson_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3622222/JDH_Olson_2.pdf,15485841
2025-09-25,PlanningCommission,867,3622233_Lee_GPA_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3622233/Lee_GPA_2.pdf,12983408
2025-09-25,PlanningCommission,867,3622237_Life_Time_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3622237/Life_Time_2.pdf,13267029
2025-09-25,PlanningCommission,867,3622239_Warner_CU_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3622239/Warner_CU_2.pdf,20217477
2025-09-25,PlanningCommission,867,3622248_Bull_River_GPA_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3622248/Bull_River_GPA_2.pdf,22242211
2025-09-11,PlanningCommission,864,3590668_Vistas_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3590668/Vistas_2.pdf,5617194
2025-09-11,PlanningCommission,864,3590677_Garden_Park_2.pdf,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/3590677/Garden_Park_2.pdf,4628346
