city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
cottonwood_heights,Council,D1,District 1,Douglas Petersen,douglas_petersen,2020-01-06,2023-04-05,elected,deceased,2019,2020-01-07,2023-04-04,"election:2019 (District 1 winner, def. Deborah Case 52.27%); minutes:2020-01-06 (Oath of Office administered to Council Member Douglas Petersen, District 1); votes:2020-01-07..2023-04-04 (cities.db, Council/D1)",medium,"Elected D1 2019 (well-documented seating). DIED IN OFFICE mid-term -> explicit VACANT D1 [2023-04-05, 2023-05-16). The seating is high, but this tenure reads MEDIUM because it bundles the documented start with a GAP-BOUNDED death date (weakest-link rule)."
cottonwood_heights,Council,D1,District 1,VACANT,vacant,2023-04-05,2023-05-16,vacated,filled,,,,"minutes:2023-05-15 SPECIAL ('replace the late Doug Petersen'; Mayor Weichers on 'the loss of Council member Petersen'); minutes:2023-05-02 (roll header 'District 1 (Vacant)'); last cities.db D1 vote 2023-04-04 (exact death date unrecorded -> interval start bounded between 2023-04-04 and 2023-05-02, gap-bounded medium)",medium,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
cottonwood_heights,Council,D1,District 1,Matt Holton,matt_holton,2023-05-16,2024-01-02,appointed,succeeded-by-elected,,2023-05-16,2023-12-05,"minutes:2023-05-15/16 SPECIAL ('CITY COUNCIL DISCUSSION OF DISTRICT 1 COUNCIL SEAT VACANCY'; 19 applicants; the appointed candidate 'sworn in at 7:00 p.m. during the Regular Business Meeting' -> Matt Holton); votes:2023-05-16.. (cities.db, Council/D1)",high,APPOINTED to the D1 vacancy left by Petersen's death; sworn 2023-05-16 (his first cities.db vote). The appointment ends when his elected term is seated 2024-01-02.
cottonwood_heights,Council,D1,District 1,Matt Holton,matt_holton,2024-01-02,,elected,serving,2023,2024-01-02,2026-06-16,"election:2023 (District 1 winner, def. Jen Cottam 56.52%); minutes:2024-01-02 (Oath of Office ceremony); votes:continuous through 2026-06-16 (cities.db, Council/D1)",high,Won the Nov-2023 D1 general (first D1 term on the plan_2022 lines; seated 2024-01-02) after the ~7-month interim appointment above. Same person; vote bounds clamped per tenure. Serving.
cottonwood_heights,Council,D2,District 2,Scott Bracken,scott_bracken,2020-01-06,2024-01-02,elected,lost,2019,2020-01-07,2023-12-05,"election:2019 (District 2 winner, def. Tim Hallbeck 57.51%; also won 2011 & 2015); minutes:2020-01-06 (Oath of Office ceremony); election:2023 (ran, lost the D2 PRIMARY, 3rd of 3); votes:2020-01-07..2023-12-05 (cities.db, Council/D2)",high,Elected D2 2019 (his 2011/2015 terms are pre-floor). RAN for re-election in 2023 but LOST the primary (3rd) -> Hyland won the general; left office at the Jan-2024 seating.
cottonwood_heights,Council,D2,District 2,Suzanne Hyland,suzanne_hyland,2024-01-02,,elected,serving,2023,2024-01-02,2026-06-16,"election:2023 (District 2 winner, def. Sharon Daurelle 51.80%); minutes:2024-01-02 (Oath of Office ceremony); votes:2024-01-02.. (cities.db, Council/D2)",high,Elected D2 2023 (first D2 term on the plan_2022 lines; seated 2024-01-02). Serving.
cottonwood_heights,Council,D3,District 3,Tali Bruce,tali_bruce,2018-01-01,2022-01-03,elected,did-not-run,2017,2020-01-07,2021-10-19,"election:2017 (District 3 winner, def. Michael Larry Hanson 55.76%); votes:2020-01-07..2021-10-19 (cities.db, Council/D3)",medium,Cycle-A HOLDOVER at the 2020 floor: Jan-2018 oath predates the 2020 minutes floor -> start 2018-01-01 inferred (medium); service vote-documented from 2020-01-07. NOT a candidate in 2021 (Newell won D3) -> did not seek re-election; term ended at the 2022-01-03 seating.
cottonwood_heights,Council,D3,District 3,Shawn Newell,shawn_newell,2022-01-03,2026-01-05,elected,reelected,2021,2022-01-04,2025-12-16,"election:2021 (District 3 winner, 40.36% in a 5-way); minutes:2022-01-03 (City Recorder administered the Oath of Office to Shawn E. Newell); votes:2022-01-04.. (cities.db, D3)",high,Elected D3 2021. Re-elected 2025 -> continuous.
cottonwood_heights,Council,D3,District 3,Shawn Newell,shawn_newell,2026-01-05,,reelected,serving,2025,2026-01-06,2026-06-16,"election:2025 (District 3 winner, def. Randy Prazen 60.99%); minutes:2026-01-05 (Oath of Office ceremony); votes:continuous through 2026-06-16 (cities.db, Council/D3)",high,Re-elected D3 2025. Serving.
cottonwood_heights,Council,D4,District 4,Christine Mikell,christine_mikell,2018-01-01,2022-01-03,elected,did-not-run,2017,2020-01-07,2021-12-14,"election:2017 (District 4 winner, as 'Christine Watson Mikell', def. Eric Rijk Kraan 67.78%); votes:2020-01-07..2021-12-14 (cities.db, Council/D4)",medium,Cycle-A HOLDOVER at the 2020 floor: Jan-2018 oath predates the minutes floor -> start 2018-01-01 inferred (medium). NOT a candidate in 2021 (Birrell won D4) -> did not seek re-election; term ended at the 2022-01-03 seating.
cottonwood_heights,Council,D4,District 4,Ellen Birrell,ellen_birrell,2022-01-03,2026-01-05,elected,reelected,2021,2022-01-04,2025-12-16,"election:2021 (District 4 winner, def. Ernie Kim 49.73%); minutes:2022-01-03 (Oath of Office ceremony); votes:2022-01-04.. (cities.db, Council/D4)",high,Elected D4 2021. Re-elected 2025 -> continuous.
cottonwood_heights,Council,D4,District 4,Ellen Birrell,ellen_birrell,2026-01-05,,reelected,serving,2025,2026-01-06,2026-06-16,"election:2025 (District 4 winner, def. Ernie Kim 67.62%); minutes:2026-01-05 (Oath of Office ceremony); votes:continuous through 2026-06-16 (cities.db, Council/D4)",high,Re-elected D4 2025. Serving.
