city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
midvale,District 1,plan_2022,2022-04-19,,geo/districts.geojson,New District Boundaries map (adopted 2022-04-19),"meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-regular-meeting.md ('Council adopted a map defining new district boundaries on April 19, 2022'); geo/districts.geojson (official Midvale 5-district FeatureServer)",high,CURRENT post-2020-census boundaries (new map adopted 2022-04-19). geometry_ref = geo/districts.geojson. District NUMBERS were unchanged. First used for the 2023 (D1/D2/D3) district elections.
midvale,District 1,plan_pre2022,2020-01-01,2022-04-19,,prior plan (pre-2022 boundaries),,low,"Pre-2022 (pre-2020-census) Midvale district boundaries NOT acquired -> honest GAP (blank geometry, low). In force through the 2019/2021 elections. effective_start = data floor."
midvale,District 2,plan_2022,2022-04-19,,geo/districts.geojson,New District Boundaries map (adopted 2022-04-19),"meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-regular-meeting.md ('Council adopted a map defining new district boundaries on April 19, 2022'); geo/districts.geojson (official Midvale 5-district FeatureServer)",high,CURRENT post-2020-census boundaries (new map adopted 2022-04-19). geometry_ref = geo/districts.geojson. District NUMBERS were unchanged. First used for the 2023 (D1/D2/D3) district elections.
midvale,District 2,plan_pre2022,2020-01-01,2022-04-19,,prior plan (pre-2022 boundaries),,low,"Pre-2022 (pre-2020-census) Midvale district boundaries NOT acquired -> honest GAP (blank geometry, low). In force through the 2019/2021 elections. effective_start = data floor."
midvale,District 3,plan_2022,2022-04-19,,geo/districts.geojson,New District Boundaries map (adopted 2022-04-19),"meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-regular-meeting.md ('Council adopted a map defining new district boundaries on April 19, 2022'); geo/districts.geojson (official Midvale 5-district FeatureServer)",high,CURRENT post-2020-census boundaries (new map adopted 2022-04-19). geometry_ref = geo/districts.geojson. District NUMBERS were unchanged. First used for the 2023 (D1/D2/D3) district elections.
midvale,District 3,plan_pre2022,2020-01-01,2022-04-19,,prior plan (pre-2022 boundaries),,low,"Pre-2022 (pre-2020-census) Midvale district boundaries NOT acquired -> honest GAP (blank geometry, low). In force through the 2019/2021 elections. effective_start = data floor."
midvale,District 4,plan_2022,2022-04-19,,geo/districts.geojson,New District Boundaries map (adopted 2022-04-19),"meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-regular-meeting.md ('Council adopted a map defining new district boundaries on April 19, 2022'); geo/districts.geojson (official Midvale 5-district FeatureServer)",high,CURRENT post-2020-census boundaries (new map adopted 2022-04-19). geometry_ref = geo/districts.geojson. District NUMBERS were unchanged. First used for the 2023 (D1/D2/D3) district elections.
midvale,District 4,plan_pre2022,2020-01-01,2022-04-19,,prior plan (pre-2022 boundaries),,low,"Pre-2022 (pre-2020-census) Midvale district boundaries NOT acquired -> honest GAP (blank geometry, low). In force through the 2019/2021 elections. effective_start = data floor."
midvale,District 5,plan_2022,2022-04-19,,geo/districts.geojson,New District Boundaries map (adopted 2022-04-19),"meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-regular-meeting.md ('Council adopted a map defining new district boundaries on April 19, 2022'); geo/districts.geojson (official Midvale 5-district FeatureServer)",high,CURRENT post-2020-census boundaries (new map adopted 2022-04-19). geometry_ref = geo/districts.geojson. District NUMBERS were unchanged. First used for the 2023 (D1/D2/D3) district elections.
midvale,District 5,plan_pre2022,2020-01-01,2022-04-19,,prior plan (pre-2022 boundaries),,low,"Pre-2022 (pre-2020-census) Midvale district boundaries NOT acquired -> honest GAP (blank geometry, low). In force through the 2019/2021 elections. effective_start = data floor."
midvale,MAYOR,citywide,2020-01-01,,geo/districts.geojson,Midvale City (citywide mayoral office),"meeting_minutes/minutes/2022/2022-05-02/2022-05-03_city-council-regular-meeting.md ('Council adopted a map defining new district boundaries on April 19, 2022'); geo/districts.geojson (official Midvale 5-district FeatureServer)",high,"the separately-elected Mayor (Hale -> Stevenson -> Gettel), who votes only to break a tie: represents the ENTIRE city on every date, unchanged by the 2022 redistricting. Only the 5 numbered council districts are geographic."
