body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
494,Municipal Council,2020-05-26,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/606549.html,Budget Workshop - Logan Municipal Council Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
495,Redevelopment Agency,2020-05-26,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/606551.html,Budget Workshop - Logan Redevelopment Agency Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2020-09-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/627377.html,Joint Meeting with Nibley City Council,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2020-10-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/634157.html,Council Interim Appointment - Public Meeting,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2021-05-11,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/675279.html,Budget Workshop - Logan Municipal Council Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2021-05-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/675283.html,Budget Workshop - Logan Municipal Council Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
495,Redevelopment Agency,2021-05-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/675287.html,Budget Workshop - Logan Redevelopment Agency Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2022-05-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/753791.html,Budget Workshop - Logan Municipal Council Agenda,,,no repo record of this meeting date at all (lower confidence)
495,Redevelopment Agency,2022-05-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/753793.html,Budget Workshop - Logan Redevelopment Agency Agenda,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2022-05-24,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/757304.html,Budget Workshop - Logan Municipal Council Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
487,Planning Commission,2022-06-30,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/766097.html,Meeting,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2023-05-23,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/834145.html,Logan Municipal Council Budget Workshop Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
487,Planning Commission,2024-06-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/917979.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
494,Municipal Council,2024-08-01,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/928094.html,Truth In Taxation Meeting Agenda and Packet,,,no repo record of this meeting date at all (lower confidence)
487,Planning Commission,2025-08-28,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1016499.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
487,Planning Commission,2025-11-18,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1036301.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
