referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
13,medium,subject,Council,PlanningCommission,78,248,2022-10-04,"to table the recommendation for the West Jordan 2022 Drinking Water Master Plan Update until October 18, 2022",93,2022-12-21,to APPROVE Resolution No. 22- 053 adopting the West Jordan 2022 Water Master Plan Update,,0.337,
22,medium,subject,Council,PlanningCommission,50,295,2024-10-15,"to recommend approval (positive recommendation) of the Copper Meadows Rezone of 76.21 acres from Very Low-Density Single Family Residential (VLSFR), Public Facilities (P-F), and Low-Density Single Family (LSFR) to Planned Community (P-C) subject to the requirements of approval in the staff report",148,2024-12-04,to APPROVE Ordinance No. 24-48 amending the General Plan Land Use Map to Low-Density Residential and Rezone to Planned Community Zone (PC) for Copper Meadows (76.21 acres at 8200 S Stokesley Dr),,0.338,
25,medium,subject,Council,PlanningCommission,112,299,2024-11-19,"to make a recommendation of approval (positive recommendation) to the City Council for the proposed annexation of 1.38 acres, and the requested zoning designation of P-C and a future land use designation of low density residential, subject to the Copper Meadows MDA/MDP",160,2025-03-11,"to APPROVE Ordinance No. 25-06 Copper Meadows Annexation (1.38 acres) at approximately 7339 West 8200 South, Future Land Use Map designation of Low-Density Residential, and Zoning Map designation of P-C Zone (Planned Community)",,0.386,
7,medium,subject,Council,PlanningCommission,-27,233,2022-04-05,"to forward a positive recommendation to the City Council for Jones Estates rezoning 0.66 acres from RR-.5A (Rural Residential, 20,000 square foot lot minimum) Zone to R- 1- 10E ( Single- family Residential, 10, 000 square foot lot minimum) Zone located at 7553 South 2700 West",64,2022-03-09,"to approve Ordinance No. 22-07 rezoning 1.05 acres from RR-1A Zone and 0.093 acres from R-3-8 (ZC) Zone to R-1-8C Zone (Single- family residential 8,000 square foot lots) for PHD Estates located at approximately 1517 West 8600 South",,0.559,
12,medium,subject,Council,PlanningCommission,29,247,2022-10-04,"to forward a positive recommendation to the City Council to approve the Zoning Map Amendment from HFR (High Density Multi-Family Planning& Zoning Commission Meeting Minutes October 4, 2022 Page 3 Residential) to SC- 2 ( Community Shopping Center) for Promontory at Highlands Home Depot) Rezone, located at approximately 5700 West 7800 South",90,2022-11-02,"to APPROVE Ordinance No. 22-47 a petition by Ryan Peterson/Kick Creek LLC requesting a rezone of approximately 1.276 acres from HFR Zone (High Density, Multi-Family Residential) to SC-2 Zone (Community Shopping Center) for Promontory at the Highlands located at approximately 5701 West 7800 South. Chair Whitelock",,0.595,
10,medium,subject,Council,PlanningCommission,36,242,2022-05-17,"based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a positive recommendation to the City Council to approve the revised Master Development Plan for the Villas at Stone Creek as discussed in the staff report",78,2022-06-22,to approve Ordinance No. 22-35 for GPLUM Stone Creek Master Development Plan for the Villas at Stone Creek,,0.71,
2,medium,subject,Council,PlanningCommission,71,219,2020-05-19,"based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a positive recommendation to the City Council to Amend the 2009 City Code allowing Tattoo and Body Engraving Services as a Conditional Use in the SC-3 (Regional Shopping Center) Zone, CC-C (City Center Core) Zone, SC-2 Zone (Community Shopping Center) Zone, and M-1…",9,2020-07-29,"to approve Ordinance No. 20-18 amending the 2009 City Code allowing Tattoo and Body Engraving Services as a Conditional Use in the SC-3 (Regional Shopping Center) Zone, Redwood Road Overlay (RWO), and CC-C (City Center Core) Zone",,0.747,
9,medium,subject,Council,PlanningCommission,36,242,2022-05-17,"based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a positive recommendation to the City Council to approve the revised Master Development Plan for the Villas at Stone Creek as discussed in the staff report",77,2022-06-22,to approve Ordinance No. 22-34 for MDA Stone Creek Master Development Plan for the Villas at Stone Creek,,0.763,
4,medium,subject,Council,PlanningCommission,71,272,2023-11-14,"based on the information and findings set forth in the staff report and upon the evidence and explanations received today, to forward a positive recommendation to the City Council concerning the proposed rezone from an R-3- 8(SHO) zone to an R-3-8 zone for the Cottages at Parker Place, located at 7398 South Redwood Road",21,2024-01-24,"to APPROVE Ordinance No. 24-06 Cottages at Parker Place Rezone, and Ordinance No. 24-07 Cottages at Parker Place Amended Development Plan",,0.768,
24,medium,subject,Council,PlanningCommission,21,303,2025-01-07,"to recommend approval (positive recommendation) of the Wasatch Electric Rezone of 55.35 acres from Community Shopping Center (SC-2), Medium Density, Multi-Family Residential West Side Planning (MFR), Low density, Single-Family Residential West Side Planning (LSFR), and Public Facilities (P-F), to Southwest Quadrant Mixed Use (SWQ-MU) subject to the requirements of approval",156,2025-01-28,to APPROVE Ordinance No. 25-08 a Rezone (approximately 54.199 acres) to Southwest Quadrant - Mixed Use Zone (SWQ- MU),,0.775,
