notice_id,title,event_date,body,entity,file_url,file_id,label
302887,"Planning Commission - December 15, 2015",2015/12/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/194203.pdf,194203,Agenda-PC Reg 2015 Dec 15.pdf
298163,"Planning Commission - November 17, 2015",2015/11/05 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/188767.pdf,188767,Agenda-PC Reg 2015 Nov 17.pdf
293703,"Planning Commission - October 20, 2015",2015/10/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/184063.pdf,184063,Agenda-PC Reg 2015 Oct 20.pdf
287555,"AMENDED - Planning Commission - September 15, 2015",2015/09/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/177161.pdf,177161,Agenda-PC Reg 2015 Sept 15 AMENDED.pdf
283845,"Planning Commission - August 18, 2015",2015/08/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/172487.pdf,172487,Agenda-PC Reg 2015 Aug 18.pdf
279707,"Planning Commission - July 21, 2015",2015/07/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/167755.pdf,167755,Agenda-PC Reg 2015 July 21.pdf
274273,"Planning Commission - June 16, 2015",2015/06/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/161525.pdf,161525,Agenda-PC Reg 2015 June 16.pdf
269329,Planning Commission,2015/05/08 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/156325.pdf,156325,Agenda-PC Reg 2015 May 19.pdf
269539,Planning Commission,2015/05/08 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/156453.pdf,156453,Agenda-PC Work 2015 May 15.pdf
264275,Planning Commission,2015/04/08 12:16 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/151175.pdf,151175,Agenda-PC Reg 2015 April 21.pdf
259197,Planning Commission,2015/03/06 01:09 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/145613.pdf,145613,Agenda-PC Reg 2015 Mar 17.pdf
253925,Planning Commission,2015/02/06 08:43 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/140175.pdf,140175,Agenda-PC Reg 2015 Feb 17.pdf
252493,Utah County Agriculture Protection Advisory Board,2015/01/30 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/138849.pdf,138849,Ag. Agenda 2-11-15.pdf
249201,PUBLIC NOTICE - UTAH COUNTY PROPOSED AGRICULTURAL PROTECTION AREA,2015/01/12 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/135823.pdf,135823,Ag Protection Public Notice.pdf
248225,Planning Commission - January Cancellation Notice,2015/01/07 04:02 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/134927.pdf,134927,2015 January PC Cancellation Notice.pdf
365071,"AMENDED - Planning Commission - December 20, 2016",2016/12/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/266985.pdf,266985,Agenda-PC Reg 2016 Dec 20.pdf
359101,"Planning Commission - November 15, 2016",2016/11/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/258229.pdf,258229,Agenda-PC Reg 2016 Nov 15.pdf
354057,"Planning Commission - October 18, 2016",2016/10/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/252275.pdf,252275,Agenda-PC Reg 2016 Oct 18.pdf
349337,"Planning Commission - September 20, 2016",2016/09/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/246313.pdf,246313,Agenda-PC Reg 2016 Sept 20.pdf
344369,"Planning Commission - August 16, 2016",2016/08/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/240071.pdf,240071,Agenda-PC Reg 2016 Aug 16.pdf
339931,"CANCELLATION NOTICE - Planning Commission - July 19, 2016",2016/07/19 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/234693.pdf,234693,Agenda-PC Reg 2016 July 19.pdf
335255,"Planning Commission - June 21, 2016",2016/06/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/229485.pdf,229485,Agenda-PC Reg 2016 June 21.pdf
329079,"Planning Commission - May 17, 2016",2016/05/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/222845.pdf,222845,Agenda-PC Reg 2016 May 17.pdf
323565,"Planning Commission - April 19, 2016",2016/04/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/216465.pdf,216465,Agenda-PC Reg 2016 April 19.pdf
317735,"Planning Commission - March 15, 2016",2016/03/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/210233.pdf,210233,Agenda-PC Reg 2016 Mar 15.pdf
313157,"Planning Commission - February 16, 2016",2016/02/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/205225.pdf,205225,Agenda-PC Reg 2016 Feb 16.pdf
308077,"Planning Commission - January 19, 2016",2016/01/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/199697.pdf,199697,Agenda-PC Reg 2016 Jan 19.pdf
305245,Planning Commission - Notice of the Utah County Planning Commission's Annual Meeting Schedule for the Calendar Year 2016,2016/01/01 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/196813.pdf,196813,Annual Public Notice-2016.pdf
433929,"Planning Commission - December 19, 2017",2017/12/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/353793.pdf,353793,Agenda-PC Reg 2017 December 19.pdf
427961,"Planning Commission - November 21, 2017",2017/11/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/345303.pdf,345303,Agenda-PC Reg 2017 November 21.pdf
422051,"Planning Commission - October 17, 2017",2017/10/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/334529.pdf,334529,Agenda-PC Reg 2017 October 17.pdf
416529,"CANCELLATION NOTICE - Planning Commission - September 19, 2017",2017/09/19 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/327501.pdf,327501,Agenda-PC Reg 2017 Sept 19 CANCELLATION.pdf
410727,"Planning Commission - August 15, 2017",2017/08/15 05:30 PM,Utah County Planning Commission,Utah County,,,
