year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2007,municipal general,Council,1,Taylorsville City Council District 1,D.L. 'BUD' CATLIN,955,65.14,1,True
2007,municipal general,Council,1,Taylorsville City Council District 1,JOHN E. GIDNEY,504,34.38,2,False
2007,municipal general,Council,1,Taylorsville City Council District 1,Write-in,7,0.48,3,False
2007,municipal general,Council,2,Taylorsville City Council District 2,MORRIS K. PRATT,1412,97.72,1,True
2007,municipal general,Council,2,Taylorsville City Council District 2,Write-in,33,2.28,2,False
2007,municipal general,Council,3,Taylorsville City Council District 3,JERRY W. RECHTENBACH,1658,97.99,1,True
2007,municipal general,Council,3,Taylorsville City Council District 3,Write-in,34,2.01,2,False
2009,municipal general,Council,4,Taylorsville City Council District 4,DAMA BARBOUR,787,66.36,1,True
2009,municipal general,Council,4,Taylorsville City Council District 4,WARREN ROGERS,393,33.14,2,False
2009,municipal general,Council,4,Taylorsville City Council District 4,Write-in,6,0.51,3,False
2009,municipal general,Council,5,Taylorsville City Council District 5,LARRY JOHNSON,753,57.7,1,True
2009,municipal general,Council,5,Taylorsville City Council District 5,LYNN R. HANDY,551,42.22,2,False
2009,municipal general,Council,5,Taylorsville City Council District 5,Write-in,1,0.08,3,False
2009,municipal general,Mayor,,Taylorsville City Mayor,RUSS WALL,3656,63.59,1,True
2009,municipal general,Mayor,,Taylorsville City Mayor,REBEKAH WHYTE,2046,35.59,2,False
2009,municipal general,Mayor,,Taylorsville City Mayor,Write-in,47,0.82,3,False
2011,municipal general,Council,1,Taylorsville City Council District 1,ERNEST GLEN BURGESS,554,53.07,1,True
2011,municipal general,Council,1,Taylorsville City Council District 1,ISRAEL M. GROSSMAN,484,46.36,2,False
2011,municipal general,Council,1,Taylorsville City Council District 1,Write-in,6,0.57,3,False
2011,municipal general,Council,2,Taylorsville City Council District 2,KRISTIE S OVERSON,738,59.9,1,True
2011,municipal general,Council,2,Taylorsville City Council District 2,MORRIS K. PRATT,492,39.94,2,False
2011,municipal general,Council,2,Taylorsville City Council District 2,Write-in,2,0.16,3,False
2011,municipal general,Council,3,Taylorsville City Council District 3,JERRY W. RECHTENBACH,499,59.98,1,True
2011,municipal general,Council,3,Taylorsville City Council District 3,DAVE BALLOU,328,39.42,2,False
2011,municipal general,Council,3,Taylorsville City Council District 3,Write-in,5,0.6,3,False
2011,municipal primary,Council,1,Taylorsville City Council District 1,ERNEST GLEN BURGESS,287,36.42,1,True
2011,municipal primary,Council,1,Taylorsville City Council District 1,ISRAEL M. GROSSMAN,270,34.26,2,False
2011,municipal primary,Council,1,Taylorsville City Council District 1,JOHN E. GIDNEY,231,29.31,3,False
2011,municipal primary,Council,2,Taylorsville City Council District 2,KRISTIE OVERSON,429,49.08,1,True
2011,municipal primary,Council,2,Taylorsville City Council District 2,MORRIS K. PRATT,290,33.18,2,False
2011,municipal primary,Council,2,Taylorsville City Council District 2,MARSHA ROSATI-DYKES,94,10.76,3,False
2011,municipal primary,Council,2,Taylorsville City Council District 2,WILLIAM J. FORSGREN,61,6.98,4,False
2011,municipal primary,Council,3,Taylorsville City Council District 3,JERRY W. RECHTENBACH,284,53.79,1,True
2011,municipal primary,Council,3,Taylorsville City Council District 3,DAVE BALLOU,193,36.55,2,False
2011,municipal primary,Council,3,Taylorsville City Council District 3,DANIEL STEVEN ISHAM,51,9.66,3,False
2013,municipal general,Council,3,Taylorsville City Council District 3,BRAD CHRISTOPHERSON,971,98.98,1,True
2013,municipal general,Council,3,Taylorsville City Council District 3,Write-in,10,1.02,2,False
2013,municipal general,Council,4,Taylorsville City Council District 4,DAMA BARBOUR,635,58.8,1,True
2013,municipal general,Council,4,Taylorsville City Council District 4,Write-in,295,27.31,2,False
2013,municipal general,Council,4,Taylorsville City Council District 4,WENDI WENGEL,150,13.89,3,False
2013,municipal general,Council,5,Taylorsville City Council District 5,DANIEL JON ARMSTRONG,764,53.31,1,True
2013,municipal general,Council,5,Taylorsville City Council District 5,KEN ACKER,661,46.13,2,False
2013,municipal general,Council,5,Taylorsville City Council District 5,Write-in,8,0.56,3,False
2013,municipal general,Mayor,,Taylorsville City Mayor,LARRY JOHNSON,3346,53.54,1,True
2013,municipal general,Mayor,,Taylorsville City Mayor,JERRY W. RECHTENBACH,2862,45.79,2,False
2013,municipal general,Mayor,,Taylorsville City Mayor,Write-in,42,0.67,3,False
2013,municipal primary,Council,5,Taylorsville City Council District 5,KEN ACKER,366,38.69,1,True
2013,municipal primary,Council,5,Taylorsville City Council District 5,DANIEL JON ARMSTRONG,334,35.31,2,False
2013,municipal primary,Council,5,Taylorsville City Council District 5,JONATHAN FIDLER,246,26.0,3,False
2013,municipal primary,Mayor,,Taylorsville City Mayor,LARRY JOHNSON,1644,42.72,1,True
2013,municipal primary,Mayor,,Taylorsville City Mayor,JERRY W. RECHTENBACH,1445,37.55,2,False
