date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,1,MOTION: Council Member Newell moved to ADJOURN the City Council Work Session. The motion was seconded by Council Member Petersen,Procedural/Administrative,Passed (unanimous consent),Shawn E. Newell,Douglas Petersen,,,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,2,MOTION: Council Member Bracken moved to close the Open Session and open a Closed Session for the discussion of property acquisition. The motion was seconded by Council Member Newell,Procedural/Administrative,Passed (unanimous consent),Scott Bracken,Shawn E. Newell,,,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,3,MOTION: Council Member Newell moved to ADJOURN. The motion was seconded by Council Member Bracken,Procedural/Administrative,Passed (unanimous consent),Shawn E. Newell,Scott Bracken,,,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-10. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Douglas Petersen,Aye,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-10. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Scott Bracken,Aye,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-10. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Shawn E. Newell,Aye,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-10. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Ellen Birrell,Aye,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2023-10. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Mike Weichers,Aye,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,5,"MOTION: Council Member Newell moved to APPROVE the City Council Legislative Work Session of February 16, 2023. The motion was seconded by Council Member Petersen",Other,Passed (unanimous consent),Shawn E. Newell,Douglas Petersen,,,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-01,2023,"City Council — March 1, 2023 Work Session, CDRA and Business Meeting&nbsp;",Council,6,MOTION: Council Member Petersen moved to ADJOURN. The motion was seconded by Council Member Bracken,Procedural/Administrative,Passed (unanimous consent),Douglas Petersen,Scott Bracken,,,minutes/2023/2023-02-27/2023-03-01_work-session-and-business-meeting.md,minutes
2023-03-02,2023,"City Council — March 2, 2023 Legislative Work Session&nbsp;",Council,1,MOTION: Council Member Birrell moved to adjourn. The motion was seconded by Council Member Newell,Procedural/Administrative,Passed (unanimous consent),Ellen Birrell,Shawn E. Newell,,,minutes/2023/2023-02-27/2023-03-02_legislative-work-session.md,minutes
