week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-09,2020-01-03,0,3,19,0,city council regular meeting; city council work meeting
2020-01-16,2020-01-10,0,1,7,0,city council regular meeting
2020-01-23,2020-01-17,0,1,1,0,city council work meeting
2020-02-06,2020-01-31,0,1,17,0,city council regular meeting
2020-02-13,2020-02-07,0,1,0,0,city council regular meeting
2020-02-20,2020-02-14,0,1,2,0,city council regular meeting
2020-02-27,2020-02-21,0,1,2,0,city council special meeting
2020-03-05,2020-02-28,0,1,19,0,city council regular meeting
2020-03-12,2020-03-06,0,1,0,0,city council work meeting
2020-03-26,2020-03-20,0,1,10,0,city council regular meeting
2020-04-02,2020-03-27,0,1,6,0,city council regular meeting
2020-04-16,2020-04-10,0,1,15,1,city council regular meeting
2020-04-30,2020-04-24,0,1,5,1,city council regular meeting
2020-05-07,2020-05-01,0,1,12,0,city council regular meeting
2020-05-14,2020-05-08,0,1,3,0,city council regular meeting
2020-05-21,2020-05-15,0,1,10,0,city council regular meeting
2020-05-28,2020-05-22,0,1,0,0,city council work meeting
2020-06-04,2020-05-29,0,1,7,0,city council regular meeting
2020-06-11,2020-06-05,0,1,4,0,city council regular meeting
2020-06-18,2020-06-12,0,1,17,4,city council regular meeting
2020-06-25,2020-06-19,0,1,0,0,city council work meeting
2020-07-09,2020-07-03,0,2,9,0,city council regular meeting; city council work meeting
2020-07-16,2020-07-10,0,1,7,0,city council regular meeting
2020-08-06,2020-07-31,0,1,12,0,city council regular meeting
2020-08-13,2020-08-07,0,1,2,0,city council regular meeting
2020-08-20,2020-08-14,0,1,22,1,city council regular meeting
2020-09-03,2020-08-28,0,1,8,2,city council regular meeting
2020-09-10,2020-09-04,0,1,0,0,city council work meeting
2020-09-24,2020-09-18,0,1,3,0,city council regular meeting
2020-10-01,2020-09-25,0,1,11,3,city council regular meeting
2020-10-22,2020-10-16,0,1,2,0,city council regular meeting
2020-11-05,2020-10-30,0,1,21,1,city council regular meeting
2020-11-12,2020-11-06,0,1,3,0,city council regular meeting
2020-11-19,2020-11-13,0,1,9,0,city council regular meeting
2020-12-03,2020-11-27,0,1,16,0,city council regular meeting
2020-12-10,2020-12-04,0,1,3,0,city council regular meeting
2020-12-17,2020-12-11,0,1,19,1,city council regular meeting
2021-01-14,2021-01-08,0,1,1,0,city council work meeting
2021-01-21,2021-01-15,0,2,9,0,city council regular meeting; city council special meeting
2021-02-04,2021-01-29,0,1,11,0,city council regular meeting
2021-02-11,2021-02-05,0,3,11,0,city council regular meeting; city council special meeting
2021-02-18,2021-02-12,0,1,0,0,city council work meeting
2021-02-25,2021-02-19,0,1,15,1,city council regular meeting
2021-03-04,2021-02-26,0,1,15,0,city council regular meeting
2021-03-18,2021-03-12,0,1,16,0,city council regular meeting
2021-03-25,2021-03-19,0,1,0,0,city council work meeting
2021-04-01,2021-03-26,0,1,15,0,city council regular meeting
2021-04-08,2021-04-02,0,1,2,0,city council regular meeting
2021-04-15,2021-04-09,0,1,12,0,city council regular meeting
2021-04-29,2021-04-23,0,1,11,2,city council regular meeting
2021-05-06,2021-04-30,0,1,19,2,city council regular meeting
2021-05-13,2021-05-07,0,1,0,0,city council work meeting
2021-05-20,2021-05-14,0,1,12,0,city council regular meeting
2021-05-27,2021-05-21,0,1,0,0,city council work meeting
2021-06-03,2021-05-28,0,3,14,1,city council regular meeting; city council work meeting
2021-06-10,2021-06-04,0,1,0,0,city council special meeting
2021-06-17,2021-06-11,0,1,10,0,city council regular meeting
2021-06-24,2021-06-18,0,1,0,0,city council work meeting
2021-07-15,2021-07-09,0,2,17,1,city council regular meeting; city council work meeting
