date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,text_path
2020-01-07,2020,01-07-2020 City Council Regular Meeting Minutes,city-council-regular-meeting,Council,raw/2020-01-07_city-council-regular-meeting.pdf,pmn,https://www.utah.gov/pmn/files/567521.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-01-07_city-council-regular-meeting.txt
2020-01-07,2020,01-07-2020 City Council Study Meeting Minutes,city-council-study-meeting,Council,raw/2020-01-07_city-council-study-meeting.pdf,pmn,https://www.utah.gov/pmn/files/567523.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-01-07_city-council-study-meeting.txt
2020-01-21,2020,01-21-2020 Combined City Council & Redevelopment Agency Meeting Minutes,combined-city-council-redevelopment-agency-meeting,Council,raw/2020-01-21_combined-city-council-redevelopment-agency-meeting.pdf,pmn,https://www.utah.gov/pmn/files/571717.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-01-21_combined-city-council-redevelopment-agency-meeting.txt
2020-01-21,2020,01-21-2020 City Council Study Meeting Minutes,city-council-study-meeting,Council,raw/2020-01-21_city-council-study-meeting.pdf,pmn,https://www.utah.gov/pmn/files/571735.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-01-21_city-council-study-meeting.txt
2020-01-29,2020,01-29-2020 City Council Budget Meeting Minutes,city-council-budget-meeting,Council,raw/2020-01-29_city-council-budget-meeting.pdf,pmn,https://www.utah.gov/pmn/files/576891.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-01-29_city-council-budget-meeting.txt
2020-02-04,2020,02-04-2020 City Council Regular Meeting Minutes,city-council-regular-meeting,Council,raw/2020-02-04_city-council-regular-meeting.pdf,pmn,https://www.utah.gov/pmn/files/576885.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-02-04_city-council-regular-meeting.txt
2020-02-04,2020,02-04-2020 City Council Study Meeting Minutes,city-council-study-meeting,Council,raw/2020-02-04_city-council-study-meeting.pdf,pmn,https://www.utah.gov/pmn/files/576889.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-02-04_city-council-study-meeting.txt
2020-02-18,2020,02-18-2020 City Council Regular Meeting Minutes,city-council-regular-meeting,Council,raw/2020-02-18_city-council-regular-meeting.pdf,pmn,https://www.utah.gov/pmn/files/581639.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-02-18_city-council-regular-meeting.txt
2020-02-18,2020,02-18-2020 City Council Study Meeting Minutes,city-council-study-meeting,Council,raw/2020-02-18_city-council-study-meeting.pdf,pmn,https://www.utah.gov/pmn/files/581643.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-02-18_city-council-study-meeting.txt
2020-07-24,2020,07-24-2020 City Council Emergency Meeting Minutes,city-council-emergency-meeting,Council,raw/2020-07-24_city-council-emergency-meeting.pdf,pmn,https://www.utah.gov/pmn/files/630545.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-07-24_city-council-emergency-meeting.txt
2020-08-04,2020,08-04-2020 City Council Regular Meeting Minutes,city-council-regular-meeting,Council,raw/2020-08-04_city-council-regular-meeting.pdf,pmn,https://www.utah.gov/pmn/files/630549.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-08-04_city-council-regular-meeting.txt
2020-08-04,2020,08-04-2020 City Council Study Meeting Minutes,city-council-study-meeting,Council,raw/2020-08-04_city-council-study-meeting.pdf,pmn,https://www.utah.gov/pmn/files/630547.pdf,,,,2026-07-06,text,pdftotext-layout,text/2020-08-04_city-council-study-meeting.txt
2023-01-24,2023,01-24-2023 City Council Budget Meeting Minutes,city-council-budget-meeting,Council,raw/2023-01-24_city-council-budget-meeting.pdf,pmn,https://www.utah.gov/pmn/files/1081711.pdf,,,,2026-07-06,text,pdftotext-layout,text/2023-01-24_city-council-budget-meeting.txt
