city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
slc,plan_2022,District 1,SLC001,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC002,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC003,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC004,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC005,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC009,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC010,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC011,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC012,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC016,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC017,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 1,SLC028,2022-05-17,,geo/precinct_to_district.csv (2025),high,post-redistrict precinct->district cross-validated against the 2025 (odd-district) municipal general
slc,plan_2022,District 2,SLC018,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC029,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC038,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC039,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC040,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC041,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC051,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC052,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC053,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC065,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
slc,plan_2022,District 2,SLC066,2022-05-17,,geo/precinct_to_district.csv (2023),medium,"post-redistrict precinct->district from the 2023 (even-district) municipal general — EQUALLY authoritative as the 2025 rows; 'medium' here is only the shared library's single-high-source-year limitation (see roster CLAUDE.md), NOT a data-quality distinction"
