city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
slc,Council,D1,District 1,Carlton Christensen,carlton_christensen,2010-01-01,2014-01-01,elected,did-not-run,2009,,,"election:2009 (District 1 winner, def. Reynolds-Benns 66-33)",medium,PRE-VOTE-FLOOR (elected 2009; council votes only exist 2021+). Term-start inferred Jan 2010 from the odd-district stagger; continuous service inferred from the election chain (not verifiable below the 2020 minutes floor). Not the 2013 D1 candidate -> Rogers won.
slc,Council,D1,District 1,James Rogers,james_rogers,2014-01-01,2018-01-01,elected,reelected,2013,,,"election:2013 (District 1 winner, def. Parke 51.8-48.2)",medium,PRE-VOTE-FLOOR term (elected 2013). Re-elected 2017.
slc,Council,D1,District 1,James Rogers,james_rogers,2018-01-01,2021-09-21,reelected,resigned,2017,2021-01-05,2021-09-14,"election:2017 (District 1 winner, UNOPPOSED 100%); votes:2021-01-05..2021-09-21 (cities.db, D1)",medium,"Elected 2017 (term start inferred Jan 2018, pre-floor). RESIGNED mid-term in autumn 2021: last recorded vote 2021-09-21; by 2021-11-09 the Council was interviewing applicants for 'the vacant Council District One seat'. Exact resignation-effective date not pinned to a single quote -> vacate_confidence=medium (row capped to medium per the gap-bounded-departure invariant)."
slc,Council,D1,District 1,VACANT,vacant,2021-09-21,2021-11-16,vacated,filled,,,,votes:last recorded council vote 2021-09-21 (cities.db); minutes:2021-11-09 ('interview applicants for the vacant Council District One seat'),medium,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
slc,Council,D1,District 1,Victoria Petro,victoria_petro,2021-11-16,2026-01-13,elected,reelected,2021,2021-11-16,2025-12-09,"election:2021 (District 1 winner, def. Perez 45.1-43.0); minutes:2021-11-09 (Petro-Eschler seated as Councilmember, thanking voters); votes:first D1 vote 2021-11-16 (cities.db)",high,"Won the Nov-2021 D1 general and was SEATED EARLY (2021-11-16) to fill the remainder of Rogers' unexpired term after his Sept-2021 resignation, then continued into her own full term. NAME CHANGE: filed as 'Victoria Petro-Eschler' in 2021, 'Victoria Petro' from 2025 — cities.db carries BOTH name_keys (victoriapetroeschler + victoriapetro) for the SAME person; both map to person_key=victoria_petro. first_vote/last_vote here are clamped to this tenure's own [start_date, end_date) window (2021-11-16..2025-12-09 — the early-seat + first-full term); the two db name_keys are UNIONed by the vote-date loader, so her 2025 'Petro' votes are included in the window. Her 2026+ re-elected term carries its own later bounds."
slc,Council,D1,District 1,Victoria Petro,victoria_petro,2026-01-13,,reelected,serving,2025,2026-01-13,2026-06-16,"election:2025 (District 1 winner, def. Otterstrom 51.6-48.4); votes:continuous through 2026-06-09 (cities.db)",high,Re-elected D1 2025 (as 'Victoria Petro'; first D1 seat contested on the plan_2022 boundaries).
slc,Council,D2,District 2,Van Blair Turner,van_turner,2008-01-01,2012-01-01,elected,did-not-run,2007,,,"election:2007 (District 2 winner, def. Clara 52.9-47.1)",medium,PRE-VOTE-FLOOR (elected 2007; earliest tenure in this roster). Term-start inferred Jan 2008; continuous service inferred from the election chain (not verifiable below the 2020 minutes floor). LaMalfa won D2 2011.
slc,Council,D2,District 2,Kyle LaMalfa,kyle_lamalfa,2012-01-01,2016-01-01,elected,did-not-run,2011,,,"election:2011 (District 2 winner, def. Turner 57.4-42.0)",medium,PRE-VOTE-FLOOR term (elected 2011). Johnston won D2 2015.
slc,Council,D2,District 2,Andrew Johnston,andrew_johnston,2016-01-01,2020-01-07,elected,reelected,2015,,,"election:2015 (District 2 winner, def. Turner 52.7-47.3)",medium,PRE-VOTE-FLOOR term (elected 2015). Re-elected 2019 (2019 SOVC lost names — see next row).
slc,Council,D2,District 2,Andrew Johnston,andrew_johnston,2020-01-07,2021-04-20,reelected,resigned,2019,2021-01-05,2021-04-13,"minutes:2020-01-07 (present, conducting D2); votes:2021-01-05..2021-04-20 (cities.db, D2)",medium,"2019-elected term (seated 2020-01-07, documented present). The 2019 general SOVC lost the candidate names, so the win is anchored to the 2020 present-list + 2021 votes, not the election file -> medium. RESIGNED spring 2021 (last vote 2021-04-20; joined the state homelessness effort) -> seat filled by appointment (Faris). Gap-bounded departure -> vacate_confidence=medium."
slc,Council,D2,District 2,VACANT,vacant,2021-04-20,2021-05-18,vacated,filled,,,,votes:last recorded council vote 2021-04-20 (cities.db); minutes:Faris present as D2 by 2021-05-18,medium,Explicit VACANT interval: seat empty between the predecessor's documented departure and the successor's seating (no two people hold one seat at once).
slc,Council,D2,District 2,Dennis Faris,dennis_faris,2021-05-18,2022-01-04,appointed,lost,,2021-05-18,2021-12-14,"minutes:2021-05-18 (Dennis Faris present as a Council Member — appointed to fill the D2 vacancy); votes:2021-05-18..2021-12-14 (cities.db, D2); election:2021 (ran the D2 special, 3rd, 16.0%)",high,"APPOINTED to the vacant D2 seat (Johnston's resignation); first present/vote 2021-05-18. Ran in the Nov-2021 D2 SPECIAL election and LOST (166 first-choice, 3rd) -> served only the interim; term ended when Puy was seated 2022-01-04."
