city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
slc,District 1,plan_2022,2022-05-17,,geo/slco_precincts_current.geojson,Resolution 9 of 2022,https://slc.primegov.com/meeting/attachment/20796.pdf?name=Exhibit A Redistricting Reconsideration Map for May 17,high,"CURRENT post-2020-census boundaries. Resolution 9 of 2022 (Redistricting City Council District Boundaries) adopted 2022-05-10 and RE-ADOPTED 7-0 on 2022-05-17 to correct one property (D6->D3), designating the seven district lines from the 2020 Census (Exhibit A). geometry_ref carries the current SLC precinct polygons; precinct->district in geo/precinct_to_district.csv (2023 even + 2025 odd generals). First used for elections 2023 (D2/D4/D6) and 2025 (D1/D3/D5/D7)."
slc,District 1,plan_2012,2020-01-01,2022-05-17,geo/council_districts_pre2022.geojson,prior plan (post-2010-census redistricting),,low,"Prior-plan (pre-2022 / plan_2012, post-2010-census) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city slc_city_council --years 2019,2021 --precincts geo/slco_precincts_current.geojson) by dissolving the current-vintage SLCo precinct shapes by the pre-2022 precinct->district assignment read from the 2019 (D2/D4/D6) + 2021 (D1/D2/D3/D5/D7) district-contest precinct rows — the same derivation used for the current plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE: the OLD assignment over CURRENT precinct shapes -> medium ceiling. 107/124 old SLC precinct codes carry current geometry; 17 renumbered/retired codes are HONEST holes. THE HOLES ARE HIGHLY UNEVEN: D1-D5 = 0 holes (clean), D6 = 1/22 hole (SLC135), but D7 = 16/22 holes (SLC146-152/155/156/158-160/163/164/166/167) so its reconstructed polygon is a fragment covering only ~6 precincts -> D7 marked confidence=low (see prior_note_by_district). 2 conflicts: SLC055 + SLC062 appear under 2019 D4 and 2021 D5 -> resolved to D5 (latest). In force for the 2007-2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes (esp. D7); not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): fetched SLC's own authoritative GIS (services.arcgis.com/mMBpeYj0vPFotzbe: Salt_Lake_City_Council_Districts + the legacy City_Council_Boundries) — BOTH are the CURRENT 2022 plan (IoU 0.995 to each other; carry 2022-era members Puy/Petro/etc.). SLC publishes NO 2012-vintage boundary layer. A fragmentation control PROVES the renumbering is CITY-WIDE, not just D7: the CURRENT-assignment dissolve yields clean 1-piece districts, but this pre-2022 dissolve yields 2-15-piece fragments (D6=15, D5=9, D4=7, D2=6) EVEN for D1-D6 whose codes are all 'present' -> code-presence != geometric fidelity; the county renumbered the SLC precinct codes between the SOVC vintage and the current UGRC shapes (the millcreek defect). No authoritative prior layer exists to replace it -> ALL districts' geometry confidence DOWNGRADED to low (was D1-D6 medium / D7 low). The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
slc,District 2,plan_2022,2022-05-17,,geo/slco_precincts_current.geojson,Resolution 9 of 2022,https://slc.primegov.com/meeting/attachment/20796.pdf?name=Exhibit A Redistricting Reconsideration Map for May 17,high,"CURRENT post-2020-census boundaries. Resolution 9 of 2022 (Redistricting City Council District Boundaries) adopted 2022-05-10 and RE-ADOPTED 7-0 on 2022-05-17 to correct one property (D6->D3), designating the seven district lines from the 2020 Census (Exhibit A). geometry_ref carries the current SLC precinct polygons; precinct->district in geo/precinct_to_district.csv (2023 even + 2025 odd generals). First used for elections 2023 (D2/D4/D6) and 2025 (D1/D3/D5/D7)."
slc,District 2,plan_2012,2020-01-01,2022-05-17,geo/council_districts_pre2022.geojson,prior plan (post-2010-census redistricting),,low,"Prior-plan (pre-2022 / plan_2012, post-2010-census) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city slc_city_council --years 2019,2021 --precincts geo/slco_precincts_current.geojson) by dissolving the current-vintage SLCo precinct shapes by the pre-2022 precinct->district assignment read from the 2019 (D2/D4/D6) + 2021 (D1/D2/D3/D5/D7) district-contest precinct rows — the same derivation used for the current plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE: the OLD assignment over CURRENT precinct shapes -> medium ceiling. 107/124 old SLC precinct codes carry current geometry; 17 renumbered/retired codes are HONEST holes. THE HOLES ARE HIGHLY UNEVEN: D1-D5 = 0 holes (clean), D6 = 1/22 hole (SLC135), but D7 = 16/22 holes (SLC146-152/155/156/158-160/163/164/166/167) so its reconstructed polygon is a fragment covering only ~6 precincts -> D7 marked confidence=low (see prior_note_by_district). 2 conflicts: SLC055 + SLC062 appear under 2019 D4 and 2021 D5 -> resolved to D5 (latest). In force for the 2007-2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes (esp. D7); not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): fetched SLC's own authoritative GIS (services.arcgis.com/mMBpeYj0vPFotzbe: Salt_Lake_City_Council_Districts + the legacy City_Council_Boundries) — BOTH are the CURRENT 2022 plan (IoU 0.995 to each other; carry 2022-era members Puy/Petro/etc.). SLC publishes NO 2012-vintage boundary layer. A fragmentation control PROVES the renumbering is CITY-WIDE, not just D7: the CURRENT-assignment dissolve yields clean 1-piece districts, but this pre-2022 dissolve yields 2-15-piece fragments (D6=15, D5=9, D4=7, D2=6) EVEN for D1-D6 whose codes are all 'present' -> code-presence != geometric fidelity; the county renumbered the SLC precinct codes between the SOVC vintage and the current UGRC shapes (the millcreek defect). No authoritative prior layer exists to replace it -> ALL districts' geometry confidence DOWNGRADED to low (was D1-D6 medium / D7 low). The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
slc,District 3,plan_2022,2022-05-17,,geo/slco_precincts_current.geojson,Resolution 9 of 2022,https://slc.primegov.com/meeting/attachment/20796.pdf?name=Exhibit A Redistricting Reconsideration Map for May 17,high,"CURRENT post-2020-census boundaries. Resolution 9 of 2022 (Redistricting City Council District Boundaries) adopted 2022-05-10 and RE-ADOPTED 7-0 on 2022-05-17 to correct one property (D6->D3), designating the seven district lines from the 2020 Census (Exhibit A). geometry_ref carries the current SLC precinct polygons; precinct->district in geo/precinct_to_district.csv (2023 even + 2025 odd generals). First used for elections 2023 (D2/D4/D6) and 2025 (D1/D3/D5/D7)."
slc,District 3,plan_2012,2020-01-01,2022-05-17,geo/council_districts_pre2022.geojson,prior plan (post-2010-census redistricting),,low,"Prior-plan (pre-2022 / plan_2012, post-2010-census) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city slc_city_council --years 2019,2021 --precincts geo/slco_precincts_current.geojson) by dissolving the current-vintage SLCo precinct shapes by the pre-2022 precinct->district assignment read from the 2019 (D2/D4/D6) + 2021 (D1/D2/D3/D5/D7) district-contest precinct rows — the same derivation used for the current plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE: the OLD assignment over CURRENT precinct shapes -> medium ceiling. 107/124 old SLC precinct codes carry current geometry; 17 renumbered/retired codes are HONEST holes. THE HOLES ARE HIGHLY UNEVEN: D1-D5 = 0 holes (clean), D6 = 1/22 hole (SLC135), but D7 = 16/22 holes (SLC146-152/155/156/158-160/163/164/166/167) so its reconstructed polygon is a fragment covering only ~6 precincts -> D7 marked confidence=low (see prior_note_by_district). 2 conflicts: SLC055 + SLC062 appear under 2019 D4 and 2021 D5 -> resolved to D5 (latest). In force for the 2007-2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes (esp. D7); not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): fetched SLC's own authoritative GIS (services.arcgis.com/mMBpeYj0vPFotzbe: Salt_Lake_City_Council_Districts + the legacy City_Council_Boundries) — BOTH are the CURRENT 2022 plan (IoU 0.995 to each other; carry 2022-era members Puy/Petro/etc.). SLC publishes NO 2012-vintage boundary layer. A fragmentation control PROVES the renumbering is CITY-WIDE, not just D7: the CURRENT-assignment dissolve yields clean 1-piece districts, but this pre-2022 dissolve yields 2-15-piece fragments (D6=15, D5=9, D4=7, D2=6) EVEN for D1-D6 whose codes are all 'present' -> code-presence != geometric fidelity; the county renumbered the SLC precinct codes between the SOVC vintage and the current UGRC shapes (the millcreek defect). No authoritative prior layer exists to replace it -> ALL districts' geometry confidence DOWNGRADED to low (was D1-D6 medium / D7 low). The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
slc,District 4,plan_2022,2022-05-17,,geo/slco_precincts_current.geojson,Resolution 9 of 2022,https://slc.primegov.com/meeting/attachment/20796.pdf?name=Exhibit A Redistricting Reconsideration Map for May 17,high,"CURRENT post-2020-census boundaries. Resolution 9 of 2022 (Redistricting City Council District Boundaries) adopted 2022-05-10 and RE-ADOPTED 7-0 on 2022-05-17 to correct one property (D6->D3), designating the seven district lines from the 2020 Census (Exhibit A). geometry_ref carries the current SLC precinct polygons; precinct->district in geo/precinct_to_district.csv (2023 even + 2025 odd generals). First used for elections 2023 (D2/D4/D6) and 2025 (D1/D3/D5/D7)."
slc,District 4,plan_2012,2020-01-01,2022-05-17,geo/council_districts_pre2022.geojson,prior plan (post-2010-census redistricting),,low,"Prior-plan (pre-2022 / plan_2012, post-2010-census) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city slc_city_council --years 2019,2021 --precincts geo/slco_precincts_current.geojson) by dissolving the current-vintage SLCo precinct shapes by the pre-2022 precinct->district assignment read from the 2019 (D2/D4/D6) + 2021 (D1/D2/D3/D5/D7) district-contest precinct rows — the same derivation used for the current plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE: the OLD assignment over CURRENT precinct shapes -> medium ceiling. 107/124 old SLC precinct codes carry current geometry; 17 renumbered/retired codes are HONEST holes. THE HOLES ARE HIGHLY UNEVEN: D1-D5 = 0 holes (clean), D6 = 1/22 hole (SLC135), but D7 = 16/22 holes (SLC146-152/155/156/158-160/163/164/166/167) so its reconstructed polygon is a fragment covering only ~6 precincts -> D7 marked confidence=low (see prior_note_by_district). 2 conflicts: SLC055 + SLC062 appear under 2019 D4 and 2021 D5 -> resolved to D5 (latest). In force for the 2007-2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes (esp. D7); not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): fetched SLC's own authoritative GIS (services.arcgis.com/mMBpeYj0vPFotzbe: Salt_Lake_City_Council_Districts + the legacy City_Council_Boundries) — BOTH are the CURRENT 2022 plan (IoU 0.995 to each other; carry 2022-era members Puy/Petro/etc.). SLC publishes NO 2012-vintage boundary layer. A fragmentation control PROVES the renumbering is CITY-WIDE, not just D7: the CURRENT-assignment dissolve yields clean 1-piece districts, but this pre-2022 dissolve yields 2-15-piece fragments (D6=15, D5=9, D4=7, D2=6) EVEN for D1-D6 whose codes are all 'present' -> code-presence != geometric fidelity; the county renumbered the SLC precinct codes between the SOVC vintage and the current UGRC shapes (the millcreek defect). No authoritative prior layer exists to replace it -> ALL districts' geometry confidence DOWNGRADED to low (was D1-D6 medium / D7 low). The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
slc,District 5,plan_2022,2022-05-17,,geo/slco_precincts_current.geojson,Resolution 9 of 2022,https://slc.primegov.com/meeting/attachment/20796.pdf?name=Exhibit A Redistricting Reconsideration Map for May 17,high,"CURRENT post-2020-census boundaries. Resolution 9 of 2022 (Redistricting City Council District Boundaries) adopted 2022-05-10 and RE-ADOPTED 7-0 on 2022-05-17 to correct one property (D6->D3), designating the seven district lines from the 2020 Census (Exhibit A). geometry_ref carries the current SLC precinct polygons; precinct->district in geo/precinct_to_district.csv (2023 even + 2025 odd generals). First used for elections 2023 (D2/D4/D6) and 2025 (D1/D3/D5/D7)."
slc,District 5,plan_2012,2020-01-01,2022-05-17,geo/council_districts_pre2022.geojson,prior plan (post-2010-census redistricting),,low,"Prior-plan (pre-2022 / plan_2012, post-2010-census) district boundaries RECONSTRUCTED 2026-07-19 (scripts/build_prior_district_map.py --city slc_city_council --years 2019,2021 --precincts geo/slco_precincts_current.geojson) by dissolving the current-vintage SLCo precinct shapes by the pre-2022 precinct->district assignment read from the 2019 (D2/D4/D6) + 2021 (D1/D2/D3/D5/D7) district-contest precinct rows — the same derivation used for the current plan_2022 map. geometry_ref=geo/council_districts_pre2022.geojson. APPROXIMATE: the OLD assignment over CURRENT precinct shapes -> medium ceiling. 107/124 old SLC precinct codes carry current geometry; 17 renumbered/retired codes are HONEST holes. THE HOLES ARE HIGHLY UNEVEN: D1-D5 = 0 holes (clean), D6 = 1/22 hole (SLC135), but D7 = 16/22 holes (SLC146-152/155/156/158-160/163/164/166/167) so its reconstructed polygon is a fragment covering only ~6 precincts -> D7 marked confidence=low (see prior_note_by_district). 2 conflicts: SLC055 + SLC062 appear under 2019 D4 and 2021 D5 -> resolved to D5 (latest). In force for the 2007-2021 elections. effective_start = data floor. Probed the SL County 2020-vintage VistaBallotAreas layer to firm up the holes (esp. D7); not acquirable as a simple open endpoint (UGRC serves only the current vintage) -> holes left as honest gaps. VALIDATION 2026-07-19 (LM-wave follow-up): fetched SLC's own authoritative GIS (services.arcgis.com/mMBpeYj0vPFotzbe: Salt_Lake_City_Council_Districts + the legacy City_Council_Boundries) — BOTH are the CURRENT 2022 plan (IoU 0.995 to each other; carry 2022-era members Puy/Petro/etc.). SLC publishes NO 2012-vintage boundary layer. A fragmentation control PROVES the renumbering is CITY-WIDE, not just D7: the CURRENT-assignment dissolve yields clean 1-piece districts, but this pre-2022 dissolve yields 2-15-piece fragments (D6=15, D5=9, D4=7, D2=6) EVEN for D1-D6 whose codes are all 'present' -> code-presence != geometric fidelity; the county renumbered the SLC precinct codes between the SOVC vintage and the current UGRC shapes (the millcreek defect). No authoritative prior layer exists to replace it -> ALL districts' geometry confidence DOWNGRADED to low (was D1-D6 medium / D7 low). The district_precincts precinct-CODE composition stays medium (a faithful SOVC record, geometry-independent). See scripts/roster_boundary_recon.md."
