date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,template_name,meeting_id,content_length_bytes,size_mb,stored_locally,probe_status
2022-07-13,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=79,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,17,14277983,14.3,no,200
2022-07-13,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=74,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,16,6138149,6.1,no,200
2022-07-19,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=114,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,24,2221475,2.2,no,200
2022-07-27,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=89,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,19,10720344,10.7,no,200
2022-07-27,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=84,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,18,1445875,1.4,no,200
2022-08-10,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=99,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,21,41604291,41.6,no,200
2022-08-10,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=94,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,20,5312448,5.3,no,200
2022-08-16,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=124,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,26,4723555,4.7,no,200
2022-08-24,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=189,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,39,49753303,49.8,no,200
2022-08-24,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=184,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,38,9210214,9.2,no,200
2022-08-30,Combined Planning Commission/City Council Work session,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=298,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,61,71173258,71.2,no,200
2022-09-06,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=129,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,27,6997221,7.0,no,200
2022-09-14,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=308,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,63,43356873,43.4,no,200
2022-09-14,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=303,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,62,2325045,2.3,no,200
2022-09-20,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=134,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,28,32612877,32.6,no,200
2022-09-28,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=323,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,66,47618134,47.6,no,200
2022-09-28,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=318,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,65,1059143,1.1,no,200
2022-10-04,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=139,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,29,38698076,38.7,no,200
2022-10-12,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=536,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,108,51642756,51.6,no,200
2022-10-12,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=481,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,98,4844007,4.8,no,200
2022-10-12,Redevelopment Agency,RDA,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=588,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,118,878762,0.9,no,200
2022-10-18,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=144,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,30,73920620,73.9,no,200
2022-10-26,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=486,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,99,71692983,71.7,no,200
2022-10-26,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=343,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,70,29425955,29.4,no,200
2022-10-26,Redevelopment Agency Meeting,RDA,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=619,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,124,878956,0.9,no,200
2022-11-01,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=149,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,31,8685871,8.7,no,200
2022-11-02,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=512,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,104,51903969,51.9,no,200
2022-11-02,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=492,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,100,27231204,27.2,no,200
2022-11-15,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=154,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,32,5780264,5.8,no,200
2022-11-16,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=518,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,105,60479422,60.5,no,200
2022-11-16,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=497,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,101,26404175,26.4,no,200
2022-12-06,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=159,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,33,14616861,14.6,no,200
2022-12-07,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=524,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,106,83588103,83.6,no,200
2022-12-07,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=502,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,102,5980022,6.0,no,200
2022-12-20,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=164,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,34,37125239,37.1,no,200
2022-12-21,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=530,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,107,111204752,111.2,no,200
2022-12-21,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=507,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Packet,103,1739242,1.7,no,200
2023-01-11,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=644,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,129,59875162,59.9,no,200
2023-01-17,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=999,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,193,5562046,5.6,no,200
2023-01-18,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=656,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,131,4002035,4.0,no,200
2023-01-25,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1912,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,396,59831045,59.8,no,200
2023-01-25,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1934,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,400,1908509,1.9,no,200
2023-02-07,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1004,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,194,116672078,116.7,no,200
2023-02-08,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1900,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,394,9528976,9.5,no,200
2023-02-15,Committee of the Whole Meeting,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=676,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,135,52077783,52.1,no,200
2023-02-21,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1009,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,195,28347858,28.3,no,200
2023-02-22,City Council Meeting,Council,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1906,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,395,26845047,26.8,no,200
2023-02-22,Committee of the Whole,Council,work,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=2094,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Meeting Materials,430,108307589,108.3,no,200
2023-03-07,Planning Commission,PlanningCommission,regular,full_packet,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1019,2026-07-03,na,"not_retrieved (index-only; fetch source_url on demand, use vision/OCR)",,Complete Packet,197,906988,0.9,no,200
