date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,tab,duration_sec,stored,captions_available,date_source,date_precision,title_raw
2026-07-08,"July 8, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=QoT7SmGjbdc,QoT7SmGjbdc,asr,https://www.youtube.com/watch?v=QoT7SmGjbdc,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2026-07-08_QoT7SmGjbdc.en.vtt,youtube,stream,4622,yes,asr,title,day,"July 8, 2026 Town Council Meeting"
2026-06-17,"June 17, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=rbYPCgnsUhc,rbYPCgnsUhc,asr,https://www.youtube.com/watch?v=rbYPCgnsUhc,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2026-06-17_rbYPCgnsUhc.en.vtt,youtube,stream,12226,yes,asr,title,day,"June 17, 2026 Town Council Meeting"
2026-05-13,"May 13, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=PiTNwNwFi2I,PiTNwNwFi2I,asr,https://www.youtube.com/watch?v=PiTNwNwFi2I,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12743,no,asr,title,day,"May 13, 2026 Town Council Meeting"
2026-05-01,"May 1, 2026 Dog Drawing",Other,https://www.youtube.com/watch?v=zUpoSbpqLSA,zUpoSbpqLSA,asr,https://www.youtube.com/watch?v=zUpoSbpqLSA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,680,no,asr,title,day,"May 1, 2026 Dog Drawing"
2026-04-16,Budget Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=1dytFd96Y0k,1dytFd96Y0k,asr,https://www.youtube.com/watch?v=1dytFd96Y0k,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4189,no,asr,release_timestamp(Denver),day,Budget Committee Meeting
2026-04-08,"April 8, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=DAld7w7wUdg,DAld7w7wUdg,asr,https://www.youtube.com/watch?v=DAld7w7wUdg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9286,no,asr,title,day,"April 8, 2026 Town Council Meeting"
2026-03-25,"March 25, 2026 Alta Planning Commission Meeting & Public Hearing",PlanningCommission,https://www.youtube.com/watch?v=vI8VhfW-Hi4,vI8VhfW-Hi4,asr,https://www.youtube.com/watch?v=vI8VhfW-Hi4,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5761,no,asr,title,day,"March 25, 2026 Alta Planning Commission Meeting & Public Hearing"
2026-03-12,Budget Committee Meeting #1,BudgetCommittee,https://www.youtube.com/watch?v=CrUmxXepvJw,CrUmxXepvJw,asr,https://www.youtube.com/watch?v=CrUmxXepvJw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6298,no,asr,release_timestamp(Denver),day,Budget Committee Meeting #1
2026-03-11,Special Town Council Meeting - Town Hall,Council,https://www.youtube.com/watch?v=goG9TZ0-rFE,goG9TZ0-rFE,asr,https://www.youtube.com/watch?v=goG9TZ0-rFE,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7072,no,asr,release_timestamp(Denver),day,Special Town Council Meeting - Town Hall
2026-03-11,"March 11, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=iHfzYZ8Mer8,iHfzYZ8Mer8,asr,https://www.youtube.com/watch?v=iHfzYZ8Mer8,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,3282,no,asr,title,day,"March 11, 2026 Town Council Meeting"
2026-02-25,"February 25, 2026 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=5kgCUvoOv7o,5kgCUvoOv7o,asr,https://www.youtube.com/watch?v=5kgCUvoOv7o,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5561,no,asr,title,day,"February 25, 2026 Alta Planning Commission Meeting"
2026-02-11,"February 11, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=9cR0sxzagk0,9cR0sxzagk0,asr,https://www.youtube.com/watch?v=9cR0sxzagk0,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2026-02-11_9cR0sxzagk0.en.vtt,youtube,stream,7266,yes,asr,title,day,"February 11, 2026 Town Council Meeting"
2026-01-14,"January 14, 2026 Town Council Meeting",Council,https://www.youtube.com/watch?v=1zBcagw3i-s,1zBcagw3i-s,asr,https://www.youtube.com/watch?v=1zBcagw3i-s,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10611,no,asr,title,day,"January 14, 2026 Town Council Meeting"
2025-12-17,"December 17, 2025 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=N97QzKdpDbo,N97QzKdpDbo,asr,https://www.youtube.com/watch?v=N97QzKdpDbo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4895,no,asr,title,day,"December 17, 2025 Alta Planning Commission Meeting"
2025-12-10,"December 10, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=qo4T7Dd6VaQ,qo4T7Dd6VaQ,asr,https://www.youtube.com/watch?v=qo4T7Dd6VaQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11854,no,asr,title,day,"December 10, 2025 Town Council Meeting"
2025-11-19,"November 19, 2025 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=6QWU8zZ3rYk,6QWU8zZ3rYk,asr,https://www.youtube.com/watch?v=6QWU8zZ3rYk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6556,no,asr,title,day,"November 19, 2025 Alta Planning Commission Meeting"
2025-11-12,"November 12, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=71wV4dYj_aw,71wV4dYj_aw,asr,https://www.youtube.com/watch?v=71wV4dYj_aw,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2025-11-12_71wV4dYj_aw.en.vtt,youtube,stream,12306,yes,asr,title,day,"November 12, 2025 Town Council Meeting"
2025-10-22,"October 22, 2025 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=ZhDvgvt2ErQ,ZhDvgvt2ErQ,asr,https://www.youtube.com/watch?v=ZhDvgvt2ErQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5882,no,asr,title,day,"October 22, 2025 Alta Planning Commission Meeting"
2025-10-08,"October 8, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=LeOTFgCp2K8,LeOTFgCp2K8,asr,https://www.youtube.com/watch?v=LeOTFgCp2K8,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4641,no,asr,title,day,"October 8, 2025 Town Council Meeting"
2025-09-24,"September 24, 2025 Alta Planninng Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=yBMAb9LSH_g,yBMAb9LSH_g,asr,https://www.youtube.com/watch?v=yBMAb9LSH_g,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2025-09-24_yBMAb9LSH_g.en.vtt,youtube,stream,4718,yes,asr,title,day,"September 24, 2025 Alta Planninng Commission Meeting"
2025-09-10,"September 10, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=CDKse2UcFF4,CDKse2UcFF4,asr,https://www.youtube.com/watch?v=CDKse2UcFF4,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10639,no,asr,title,day,"September 10, 2025 Town Council Meeting"
2025-09,Alta Town Council Sept 2025 Retreat,Council,https://www.youtube.com/watch?v=Yl6VulZCuKw,Yl6VulZCuKw,asr,https://www.youtube.com/watch?v=Yl6VulZCuKw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,10644,no,asr,title,month,Alta Town Council Sept 2025 Retreat
2025-08-27,"August 27, 2025 Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=YKAU-9nvoo0,YKAU-9nvoo0,asr,https://www.youtube.com/watch?v=YKAU-9nvoo0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,3019,no,asr,title,day,"August 27, 2025 Planning Commission Meeting"
2025-08-13,"August 13, 2025 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=Ok_9FJ8KnEM,Ok_9FJ8KnEM,asr,https://www.youtube.com/watch?v=Ok_9FJ8KnEM,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9128,no,asr,title,day,"August 13, 2025 Alta Town Council Meeting"
2025-07-15,"July 15, 2025 Planning Commission Meeting and Public Hearing",PlanningCommission,https://www.youtube.com/watch?v=ASqoAo9frr8,ASqoAo9frr8,asr,https://www.youtube.com/watch?v=ASqoAo9frr8,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11772,no,asr,title,day,"July 15, 2025 Planning Commission Meeting and Public Hearing"
2025-07-09,"July 9, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=mnaeO1Q5ew0,mnaeO1Q5ew0,asr,https://www.youtube.com/watch?v=mnaeO1Q5ew0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7864,no,asr,title,day,"July 9, 2025 Town Council Meeting"
2025-06-18,"June 18, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=aJyzjkSnlVo,aJyzjkSnlVo,asr,https://www.youtube.com/watch?v=aJyzjkSnlVo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6479,no,asr,title,day,"June 18, 2025 Town Council Meeting"
2025-06-04,"June 4, 2025 Special Town Council Meeting",Council,https://www.youtube.com/watch?v=ZZE6Wanl93A,ZZE6Wanl93A,asr,https://www.youtube.com/watch?v=ZZE6Wanl93A,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4213,no,asr,title,day,"June 4, 2025 Special Town Council Meeting"
2025-05-14,"May 14, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=yW1uO52PgtI,yW1uO52PgtI,asr,https://www.youtube.com/watch?v=yW1uO52PgtI,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11580,no,asr,title,day,"May 14, 2025 Town Council Meeting"
2025-05-07,May Budget Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=-GUkZOW9rv0,-GUkZOW9rv0,asr,https://www.youtube.com/watch?v=-GUkZOW9rv0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5326,no,asr,release_timestamp(Denver),day,May Budget Committee Meeting
2025-05-02,Town of Alta Dog License Drawing,Other,https://www.youtube.com/watch?v=trYrYgHRTz8,trYrYgHRTz8,asr,https://www.youtube.com/watch?v=trYrYgHRTz8,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,836,no,asr,release_timestamp(Denver),day,Town of Alta Dog License Drawing
2025-04-24,Special Town Council Meeting,Council,https://www.youtube.com/watch?v=Cns6bYBI700,Cns6bYBI700,asr,https://www.youtube.com/watch?v=Cns6bYBI700,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5833,no,asr,release_timestamp(Denver),day,Special Town Council Meeting
2025-04-24,April Budget Committee Meeting (Rescheduled),BudgetCommittee,https://www.youtube.com/watch?v=K_nWbFge66I,K_nWbFge66I,asr,https://www.youtube.com/watch?v=K_nWbFge66I,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6630,no,asr,release_timestamp(Denver),day,April Budget Committee Meeting (Rescheduled)
2025-04-24,April Budget Committee Meeting (Rescheduled),BudgetCommittee,https://www.youtube.com/watch?v=XhfVF7dhpSA,XhfVF7dhpSA,asr,https://www.youtube.com/watch?v=XhfVF7dhpSA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,2,no,asr,release_timestamp(Denver),day,April Budget Committee Meeting (Rescheduled)
2025-04-15,"April 15, 2025 Special Town Council Meeting",Council,https://www.youtube.com/watch?v=RD8YXw5IdB0,RD8YXw5IdB0,asr,https://www.youtube.com/watch?v=RD8YXw5IdB0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9573,no,asr,title,day,"April 15, 2025 Special Town Council Meeting"
2025-04-09,"April 9, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=vhUzcqHSv2s,vhUzcqHSv2s,asr,https://www.youtube.com/watch?v=vhUzcqHSv2s,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8014,no,asr,title,day,"April 9, 2025 Town Council Meeting"
2025-04-02,"April 2, 2025 Special Town Council Meeting",Council,https://www.youtube.com/watch?v=jH8tBihBlrA,jH8tBihBlrA,asr,https://www.youtube.com/watch?v=jH8tBihBlrA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,983,no,asr,title,day,"April 2, 2025 Special Town Council Meeting"
2025-03-26,"March 26, 2025 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=Xp0E0KKQbSI,Xp0E0KKQbSI,asr,https://www.youtube.com/watch?v=Xp0E0KKQbSI,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5687,no,asr,title,day,"March 26, 2025 Alta Planning Commission Meeting"
2025-03-12,March Budget Committee,BudgetCommittee,https://www.youtube.com/watch?v=64Kl60dgVT4,64Kl60dgVT4,asr,https://www.youtube.com/watch?v=64Kl60dgVT4,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5146,no,asr,release_timestamp(Denver),day,March Budget Committee
2025-03-12,March Budget Committee,BudgetCommittee,https://www.youtube.com/watch?v=YjDAmdTBg0E,YjDAmdTBg0E,asr,https://www.youtube.com/watch?v=YjDAmdTBg0E,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,447,no,asr,release_timestamp(Denver),day,March Budget Committee
2025-03-12,"March 12, 2025 Public Hearing and Town Council Meeting",Council,https://www.youtube.com/watch?v=EMKwCzbXcwg,EMKwCzbXcwg,asr,https://www.youtube.com/watch?v=EMKwCzbXcwg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7352,no,asr,title,day,"March 12, 2025 Public Hearing and Town Council Meeting"
2025-02-26,"February 26, 2025 Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=rxHIYVAGPM4,rxHIYVAGPM4,asr,https://www.youtube.com/watch?v=rxHIYVAGPM4,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6469,no,asr,title,day,"February 26, 2025 Planning Commission Meeting"
2025-02-12,"February 12, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=A-x_z7Phr1w,A-x_z7Phr1w,asr,https://www.youtube.com/watch?v=A-x_z7Phr1w,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8809,no,asr,title,day,"February 12, 2025 Town Council Meeting"
2025-01-22,"January 22, 2025 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=EvqT8gfszrE,EvqT8gfszrE,asr,https://www.youtube.com/watch?v=EvqT8gfszrE,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,2861,no,asr,title,day,"January 22, 2025 Alta Planning Commission Meeting"
2025-01-08,"January 8, 2025 Town Council Meeting",Council,https://www.youtube.com/watch?v=8gem96_T67E,8gem96_T67E,asr,https://www.youtube.com/watch?v=8gem96_T67E,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2025-01-08_8gem96_T67E.en.vtt,youtube,stream,5653,yes,asr,title,day,"January 8, 2025 Town Council Meeting"
2024-12-18,"December 18, 2024 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=kzSJbqzzdpc,kzSJbqzzdpc,asr,https://www.youtube.com/watch?v=kzSJbqzzdpc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7198,no,asr,title,day,"December 18, 2024 Alta Planning Commission Meeting"
2024-12-11,"Town Council Meeting & Public Hearing: December 11, 2024",Council,https://www.youtube.com/watch?v=XZWiKMqwI74,XZWiKMqwI74,asr,https://www.youtube.com/watch?v=XZWiKMqwI74,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5292,no,asr,title,day,"Town Council Meeting & Public Hearing: December 11, 2024"
2024-11-13,November Town Council Meeting,Council,https://www.youtube.com/watch?v=GvR9NC8qMj0,GvR9NC8qMj0,asr,https://www.youtube.com/watch?v=GvR9NC8qMj0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,90,no,asr,release_timestamp(Denver),day,November Town Council Meeting
2024-11-13,November Town Council Meeting,Council,https://www.youtube.com/watch?v=pnmaEo4Gcvk,pnmaEo4Gcvk,asr,https://www.youtube.com/watch?v=pnmaEo4Gcvk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12990,no,asr,release_timestamp(Denver),day,November Town Council Meeting
2024-11-07,Town of Alta's Zoom Meeting,Unknown,https://www.youtube.com/watch?v=bxS8DCPGAYg,bxS8DCPGAYg,asr,https://www.youtube.com/watch?v=bxS8DCPGAYg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,80,no,asr,release_timestamp(Denver),day,Town of Alta's Zoom Meeting
2024-11-07,November Budget Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=5JEPZTsdWIw,5JEPZTsdWIw,asr,https://www.youtube.com/watch?v=5JEPZTsdWIw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6249,no,asr,release_timestamp(Denver),day,November Budget Committee Meeting
2024-11-07,Live Stream Test - Town of Alta's Zoom Meeting,Other,https://www.youtube.com/watch?v=f5ZU8HbEnhw,f5ZU8HbEnhw,asr,https://www.youtube.com/watch?v=f5ZU8HbEnhw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,548,no,asr,release_timestamp(Denver),day,Live Stream Test - Town of Alta's Zoom Meeting
2024-10-09,"October 9, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=5QL0X1J_4Uc,5QL0X1J_4Uc,asr,https://www.youtube.com/watch?v=5QL0X1J_4Uc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6523,no,asr,title,day,"October 9, 2024 Alta Town Council Meeting"
2024-09-11,"September 11, 2024 Town Council Meeting",Council,https://www.youtube.com/watch?v=80NyU_3spsQ,80NyU_3spsQ,asr,https://www.youtube.com/watch?v=80NyU_3spsQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4995,no,asr,title,day,"September 11, 2024 Town Council Meeting"
