week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-08,2020-01-02,0,1,14,1,city council meeting
2020-01-15,2020-01-09,0,1,3,0,city council meeting
2020-01-22,2020-01-16,0,1,5,0,city council meeting
2020-01-29,2020-01-23,0,1,2,0,city council meeting
2020-02-12,2020-02-06,0,2,11,0,city council meeting; community development agency meeting
2020-02-26,2020-02-20,0,1,6,0,city council meeting
2020-03-11,2020-03-05,0,1,1,0,community development agency meeting
2020-03-25,2020-03-19,0,0,5,0,
2020-04-08,2020-04-02,0,2,11,2,city council meeting; community development agency meeting
2020-04-22,2020-04-16,0,1,9,5,city council meeting
2020-05-06,2020-04-30,0,1,2,0,city council meeting
2020-05-13,2020-05-07,0,0,11,0,
2020-05-27,2020-05-21,0,2,13,1,city council meeting; community development agency meeting
2020-06-10,2020-06-04,0,2,12,0,city council meeting; community development agency meeting
2020-06-24,2020-06-18,0,1,9,1,city council meeting
2020-07-08,2020-07-02,0,1,12,1,city council meeting
2020-08-12,2020-08-06,0,1,12,1,city council meeting
2020-08-19,2020-08-13,0,1,1,0,city council meeting
2020-08-26,2020-08-20,0,1,11,0,city council meeting
2020-09-09,2020-09-03,0,1,9,0,community development agency meeting
2020-09-23,2020-09-17,0,0,9,0,
2020-09-30,2020-09-24,0,1,6,2,joint city council meeting
2020-10-07,2020-10-01,0,0,2,0,
2020-10-14,2020-10-08,0,0,12,1,
2020-10-28,2020-10-22,0,1,3,1,city council meeting
2020-11-11,2020-11-05,0,0,4,0,
2020-11-18,2020-11-12,0,1,7,1,special city council meeting
2020-12-09,2020-12-03,0,0,9,1,
2020-12-16,2020-12-10,0,1,2,0,city council meeting
2021-01-13,2021-01-07,0,1,9,0,city council meeting
2021-01-27,2021-01-21,0,2,13,1,city council meeting; special city council meeting
2021-02-10,2021-02-04,0,2,8,0,city council meeting; special city council meeting
2021-02-17,2021-02-11,0,1,1,0,special city council meeting
2021-02-24,2021-02-18,0,3,10,0,city council meeting; special city council meeting
2021-03-03,2021-02-25,0,3,6,0,special city council meeting
2021-03-10,2021-03-04,0,3,7,0,city council meeting; special city council meeting
2021-03-17,2021-03-11,0,1,3,0,special city council meeting
2021-03-24,2021-03-18,0,1,12,1,city council meeting
2021-03-31,2021-03-25,0,1,2,0,special city council meeting
2021-04-14,2021-04-08,0,2,8,0,city council meeting; city council work meeting 1
2021-04-28,2021-04-22,0,1,7,1,city council work meeting part 2
2021-05-05,2021-04-29,0,2,5,0,special city council meeting
2021-05-12,2021-05-06,0,2,7,0,city council work meeting part 1; city council work meeting part 2
2021-05-26,2021-05-20,0,2,7,0,city council work meeting part 1; city council work meeting part 2
2021-06-09,2021-06-03,0,2,14,0,city council work meeting part 2; hcsea meeting
2021-07-14,2021-07-08,0,1,14,3,city council meeting
2021-08-04,2021-07-29,0,1,3,0,special city council meeting
2021-08-11,2021-08-05,0,0,23,2,
2021-08-18,2021-08-12,0,1,1,0,special city council work meeting
2021-08-25,2021-08-19,0,0,12,1,
2021-09-08,2021-09-02,0,1,9,2,city council meeting
2021-09-15,2021-09-09,0,1,1,0,special city council work meeting
2021-09-22,2021-09-16,0,1,11,3,city council meeting
2021-09-29,2021-09-23,0,1,4,3,special city council meeting
2021-10-13,2021-10-07,0,1,8,0,city council work meeting 2
2021-10-27,2021-10-21,0,1,5,0,city council meeting
2021-11-03,2021-10-28,0,1,1,0,special city council work meeting
2021-11-10,2021-11-04,0,1,17,2,city council meeting
2021-11-17,2021-11-11,0,1,2,0,special board of canvassers meeting
2021-12-08,2021-12-02,0,1,6,1,city council meeting
2022-01-12,2022-01-06,0,1,12,0,city council meeting
2022-01-26,2022-01-20,0,2,22,0,city council meeting; hcfsa meeting
2022-02-09,2022-02-03,0,3,5,0,city council meeting; city council meeting 2; city council work meeting
2022-02-16,2022-02-10,0,2,1,0,city council strategic planning meeting part 1; city council strategic planning meeting part 2
2022-02-23,2022-02-17,0,1,11,0,city council meeting part 1
2022-03-09,2022-03-03,0,2,9,0,city council work meeting; city council work meeting 2
2022-03-23,2022-03-17,0,0,7,0,
2022-03-30,2022-03-24,0,2,2,0,joint city council planning commission meeting; special city council meeting
2022-04-13,2022-04-07,0,1,9,0,city council meeting
2022-04-27,2022-04-21,0,1,7,0,city council work meeting
2022-05-04,2022-04-28,0,1,1,0,special city council work meeting
2022-05-11,2022-05-05,0,0,12,0,
2022-05-25,2022-05-19,0,1,8,0,city council agenda
2022-06-08,2022-06-02,0,1,9,0,city council agenda
2022-06-15,2022-06-09,0,0,2,0,
2022-06-29,2022-06-23,0,2,7,0,city council meeting; special city council meeting
2022-07-13,2022-07-07,0,1,19,0,city council meeting
2022-08-03,2022-07-28,0,1,1,0,special city council work meeting
2022-08-24,2022-08-18,0,1,4,0,city council meeting
2022-09-14,2022-09-08,0,1,5,0,city council meeting
2022-09-28,2022-09-22,0,1,10,0,city council meeting
2022-10-12,2022-10-06,0,1,13,0,city council meeting
2022-10-19,2022-10-13,0,1,1,0,strategic planning meeting
2022-10-26,2022-10-20,0,1,3,0,city council meeting
2022-11-09,2022-11-03,0,1,6,0,city council meeting
2022-11-30,2022-11-24,0,0,2,0,
2022-12-14,2022-12-08,0,1,7,0,city council meeting
2023-01-11,2023-01-05,0,2,8,0,city council meeting; city council special meeting
2023-01-25,2023-01-19,0,1,9,0,city council meeting
2023-02-08,2023-02-02,0,1,5,0,city council meeting
2023-02-22,2023-02-16,0,1,5,0,city council meeting
2023-03-08,2023-03-02,0,1,11,0,city council meeting
2023-03-22,2023-03-16,0,1,9,0,city council meeting
2023-04-12,2023-04-06,0,1,10,1,city council meeting
2023-04-26,2023-04-20,0,1,7,0,city council meeting
2023-05-10,2023-05-04,0,2,10,0,city council meeting; special city council budget meeting
2023-05-24,2023-05-18,0,1,9,0,city council meeting
2023-05-31,2023-05-25,0,0,2,0,
2023-06-14,2023-06-08,0,1,8,0,city council meeting
2023-07-12,2023-07-06,0,1,12,0,city council meeting
2023-08-09,2023-08-03,0,1,5,0,city council meeting
2023-08-23,2023-08-17,0,1,5,0,city council meeting
2023-08-30,2023-08-24,0,0,2,0,
2023-09-13,2023-09-07,0,1,8,0,city council meeting
2023-09-27,2023-09-21,0,1,5,0,city council meeting
2023-10-11,2023-10-05,0,1,6,0,city council meeting
2023-11-08,2023-11-02,0,1,8,0,city council meeting
2023-11-15,2023-11-09,0,1,1,0,special city council work meeting
2023-12-06,2023-11-30,0,0,2,0,
2023-12-13,2023-12-07,0,1,11,0,city council meeting
2023-12-20,2023-12-14,0,0,2,0,
2024-01-10,2024-01-04,0,1,5,0,city council meeting
2024-01-24,2024-01-18,0,1,5,0,city council meeting
2024-02-14,2024-02-08,0,1,8,0,city council meeting
2024-02-21,2024-02-15,0,1,1,0,special city council work meeting
2024-02-28,2024-02-22,0,1,7,0,city council meeting
2024-03-13,2024-03-07,0,1,8,1,city council meeting
2024-03-27,2024-03-21,0,1,10,0,city council meeting
2024-04-10,2024-04-04,0,1,8,0,city council meeting
2024-04-24,2024-04-18,0,1,12,0,city council meeting
2024-05-08,2024-05-02,0,1,19,0,city council meeting
2024-05-22,2024-05-16,0,1,6,0,city council meeting
2024-05-29,2024-05-23,0,0,2,0,
2024-06-12,2024-06-06,0,1,34,2,city council meeting
2024-07-10,2024-07-04,0,1,15,1,city council meeting
2024-08-14,2024-08-08,0,1,11,2,city council meeting
2024-08-28,2024-08-22,0,1,8,0,city council meeting
2024-09-11,2024-09-05,0,1,7,0,city council meeting
2024-09-25,2024-09-19,0,1,7,0,city council meeting
2024-10-09,2024-10-03,0,1,11,0,city council meeting
2024-10-23,2024-10-17,0,1,3,0,city council meeting
2024-10-30,2024-10-24,0,1,1,0,special city council work meeting
2024-11-13,2024-11-07,0,1,15,0,city council meeting
2024-12-11,2024-12-05,0,1,25,0,city council meeting
2024-12-18,2024-12-12,0,1,0,0,notice of quorum
