week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-05-27,2020-05-21,0,1,3,0,rda_RC
2020-06-03,2020-05-28,0,1,3,0,rda_RC
2020-06-17,2020-06-11,0,1,2,0,rda_RC
2020-07-08,2020-07-02,0,2,10,0,council_RC; rda_RC
2020-07-22,2020-07-16,0,1,7,0,council_RC
2020-08-12,2020-08-06,0,2,7,0,council_RC; rda_RC
2020-08-26,2020-08-20,0,1,3,0,council_RC
2020-09-09,2020-09-03,0,2,7,0,council_RC; rda_RC
2020-09-23,2020-09-17,0,2,4,0,council_SM; rda_RC
2020-09-30,2020-09-24,0,1,4,0,council_RC
2020-10-14,2020-10-08,0,2,7,0,council_RC; rda_RC
2020-10-28,2020-10-22,0,2,8,0,council_RC; rda_RC
2020-11-04,2020-10-29,0,2,6,0,council_RC; rda_RC
2020-11-18,2020-11-12,0,1,4,0,council_RC
2020-12-02,2020-11-26,0,1,6,0,council_RC
2020-12-09,2020-12-03,0,2,10,0,council_RC; rda_RC
2021-01-13,2021-01-07,0,2,5,0,council_RC; rda_RC
2021-01-27,2021-01-21,0,2,4,0,council_RC; rda_RC
2021-02-10,2021-02-04,0,1,3,0,council_RC
2021-02-24,2021-02-18,0,1,5,0,council_RC
2022-09-14,2022-09-08,0,1,7,1,council_RC
2022-09-28,2022-09-22,0,1,4,0,council_RC
2022-10-12,2022-10-06,0,1,6,0,council_RC
2022-10-26,2022-10-20,0,1,9,0,council_RC
2023-01-11,2023-01-05,0,1,2,0,rda_RC
2023-04-12,2023-04-06,0,1,10,0,council_RC
2023-04-26,2023-04-20,0,1,6,2,council_RC
2023-05-10,2023-05-04,0,2,7,0,council_RC; rda_RC
2023-05-24,2023-05-18,0,2,11,0,council_RC; rda_RC
2023-06-07,2023-06-01,0,1,4,2,council_RC
2023-06-14,2023-06-08,0,2,17,1,council_RC; rda_RC
2023-07-12,2023-07-06,0,1,8,0,council_RC
2023-07-26,2023-07-20,0,1,4,0,council_RC
2023-08-23,2023-08-17,0,1,5,0,council_RC
2023-09-13,2023-09-07,0,1,3,0,council_RC
2023-09-27,2023-09-21,0,1,4,0,council_RC
2023-10-11,2023-10-05,0,1,4,1,council_RC
2023-10-25,2023-10-19,0,2,8,3,council_RC; rda_RC
2023-11-15,2023-11-09,0,2,6,0,council_RC; rda_RC
2023-12-13,2023-12-07,0,2,8,0,council_RC; rda_RC
2024-01-10,2024-01-04,0,3,7,2,council_RC; council_WM; rda_RC
2024-01-24,2024-01-18,0,2,7,0,council_RC; rda_RC
2024-02-07,2024-02-01,0,2,4,0,council_RC; council_WM
2024-02-21,2024-02-15,0,1,1,0,council_SM
2024-02-28,2024-02-22,0,3,6,1,council_RC; council_WM; rda_RC
2024-03-06,2024-02-29,0,1,1,1,council_SM
2024-03-13,2024-03-07,0,2,10,1,council_RC; rda_RC
2024-03-27,2024-03-21,0,2,19,5,council_RC; rda_RC
2024-04-10,2024-04-04,0,1,1,0,council_RC
2024-04-24,2024-04-18,0,2,10,0,council_RC; rda_RC
2024-05-08,2024-05-02,0,2,7,2,council_RC; rda_RC
2024-05-22,2024-05-16,0,2,8,0,council_RC; rda_RC
2024-06-05,2024-05-30,0,2,8,0,council_RC; rda_RC
2024-06-12,2024-06-06,0,1,15,2,council_RC
2024-07-10,2024-07-04,0,1,8,1,council_RC
2024-07-31,2024-07-25,0,1,7,1,council_RC
2024-08-07,2024-08-01,0,1,12,12,council_TT
2024-08-28,2024-08-22,0,2,9,0,council_RC; rda_RC
2024-09-25,2024-09-19,0,1,5,1,council_RC
2024-10-09,2024-10-03,0,1,5,0,council_RC
2024-10-23,2024-10-17,0,2,6,0,council_RC; rda_RC
2024-11-13,2024-11-07,0,1,4,0,council_RC
2024-12-11,2024-12-05,0,2,7,0,council_RC; rda_RC
2025-01-08,2025-01-02,0,2,6,0,council_RC; rda_RC
2025-01-22,2025-01-16,0,1,5,1,council_RC
2025-02-12,2025-02-06,0,1,7,2,council_RC
2025-02-26,2025-02-20,0,1,6,0,council_RC
