date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2020-02-12,2020,Alta Town Council — Regular Meeting 2020-02-12,Council,1,DISCUSSION AND POSSIBLE ACTION REGARDING RESOLUTION 2020-R-3 ae,Resolution,APPROVED,Margaret Bourke,Sheridan Davis,,,minutes/2020/2020-02-10/2020-02-12_2020_2_12_tc_minutes_approved.md,minutes
2020-02-12,2020,Alta Town Council — Regular Meeting 2020-02-12,Council,2,Council. Member Davis. moved. to accept the consent agenda and Council Member Bourke seconded,Consent/Minutes,APPROVED,Sheridan Davis,Margaret Bourke,,,minutes/2020/2020-02-10/2020-02-12_2020_2_12_tc_minutes_approved.md,minutes
2020-02-12,2020,Alta Town Council — Regular Meeting 2020-02-12,Council,3,ADJOURN at 8:10 PM,Procedural/Administrative,ADJOURNED,Margaret Bourke,,,,minutes/2020/2020-02-10/2020-02-12_2020_2_12_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,1,DISCUSSION AND POSSIBLE ACTION REGARDING RESOLUTION 2020-R-4 CONCERNING NUMBER OF DOG LICENSES,Resolution,RECORDED (no vote line),Sheridan Davis,Margaret Bourke,,,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,2,"amend Section 2 of the resolution to reflect that the fee for Class D licenses less than 14 days would be $125, regardless of whether the dogs are spayed or neutered",Resolution,APPROVED (4-1),Margaret Bourke,Sheridan Davis,Cliff Curry,Nay,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,2,"amend Section 2 of the resolution to reflect that the fee for Class D licenses less than 14 days would be $125, regardless of whether the dogs are spayed or neutered",Resolution,APPROVED (4-1),Margaret Bourke,Sheridan Davis,Elise Morgan,Aye,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,2,"amend Section 2 of the resolution to reflect that the fee for Class D licenses less than 14 days would be $125, regardless of whether the dogs are spayed or neutered",Resolution,APPROVED (4-1),Margaret Bourke,Sheridan Davis,Harris Sondak,Aye,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,2,"amend Section 2 of the resolution to reflect that the fee for Class D licenses less than 14 days would be $125, regardless of whether the dogs are spayed or neutered",Resolution,APPROVED (4-1),Margaret Bourke,Sheridan Davis,Margaret Bourke,Aye,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,2,"amend Section 2 of the resolution to reflect that the fee for Class D licenses less than 14 days would be $125, regardless of whether the dogs are spayed or neutered",Resolution,APPROVED (4-1),Margaret Bourke,Sheridan Davis,Sheridan Davis,Aye,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
2020-03-11,2020,Alta Town Council — Regular Meeting 2020-03-11,Council,3,"amend the resolution by inserting the following language at the end of Section 2: “The Mayor shall have discretion to waive fees for Class D Licenses, in whole or in part, for cause shown, as the Mayor deems reasonable”",Resolution,APPROVED,Cliff Curry,Harris Sondak,,,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
