geography,geography_type,year,metric,value,scenario,source,source_url,vintage
Utah County,county,2025,population,772019,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2025,households,238269,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2025,persons_per_household,3.17,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2025,household_population,754369,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2025,group_quarters_population,17650,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2025,median_age,26.36,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2025,jobs,471008,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,population,882276,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,households,287328,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,persons_per_household,3.01,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,household_population,863863,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,group_quarters_population,18413,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,median_age,27.78,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2030,jobs,513655,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,population,966949,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,households,327278,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,persons_per_household,2.9,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,household_population,948493,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,group_quarters_population,18457,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,median_age,29.28,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2035,jobs,546780,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,population,1054164,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,households,365789,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,persons_per_household,2.83,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,household_population,1035545,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,group_quarters_population,18620,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,median_age,30.97,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2040,jobs,580714,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,population,1149646,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,households,406904,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,persons_per_household,2.78,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,household_population,1130613,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,group_quarters_population,19033,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,median_age,32.54,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2045,jobs,613528,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,population,1254910,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,households,452295,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,persons_per_household,2.73,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,household_population,1234380,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,group_quarters_population,20530,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,median_age,34.04,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2050,jobs,651184,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,population,1354791,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,households,498253,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,persons_per_household,2.67,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,household_population,1332420,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,group_quarters_population,22371,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,median_age,35.21,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2055,jobs,687941,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
Utah County,county,2060,population,1449495,baseline,Kem C. Gardner Policy Institute — Utah State and County Long-Term Projections,https://d36oiwf74r1rap.cloudfront.net/wp-content/uploads/2025/11/Gardner-Policy-Institute-State-and-County-Projections-2025-2065-Data.xlsx,Vintage 2025 (Nov 2025)
