date,title,doc_type,source_url,retrieved_date,format,extraction_method,path,pages,repository,notes
2025-09-25,Park City 2025 General Plan (adopted; comprehensive update),general_plan,https://www.parkcity.gov/Documents/Services/Planning/General%20Plan/ParkCityGeneralPlan2025.pdf,2026-07-05,text,pdftotext-layout,raw/general-plan-2025-adopted.pdf,37,city,"Adopted General Plan, comprehensive update; City Council unanimously adopted 2025-09-25 (superseding the 2014 General Plan). Five themes; Chapter 'Moderate Income Housing' (p.30) is the embedded MIH Element (Utah Code 10-9a-403), goal to house 15% of the city workforce. Born-digital. Sidecar text/general-plan-2025-adopted.txt."
2025-09-25,Park City 2025 General Plan - Citizen's Summary,general_plan,https://www.parkcity.gov/Documents/Services/Planning/General%20Plan/CitizensSummary2509153.pdf,2026-07-05,text,pdftotext-layout,raw/general-plan-2025-citizens-summary.pdf,10,city,10-page plain-language summary of the adopted 2025 General Plan. Born-digital.
2025-09-25,Park City 2025 General Plan - Appendix,general_plan,https://www.parkcity.gov/Documents/Services/Planning/2025%20General%20Plan%20-%20Appendix.pdf,2026-07-05,text,pdftotext-layout,raw/general-plan-2025-appendix.pdf,55,city,Appendix to the adopted 2025 General Plan (supporting data/analysis). Born-digital.
2022-09-01,2022 Five-Year Moderate Income Housing Plan - Housing Element to the General Plan (original),mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/20225yrplanforpublishing.pdf,2026-07-05,text,pdftotext-layout,raw/mih-2022-five-year-plan-housing-element.pdf,13,city,"Standalone Five-Year MIH Plan adopted 2022-09-01 (Resolution 17-2022) AS the Housing Element of the (then 2014) General Plan, per Utah Code 10-9a-403. This is the original 'for publishing' version. Superseded by the Amended version (Res 02-2023). Born-digital."
2023-01-24,Amended 2022 Five-Year Moderate Income Housing Plan - Housing Element to the General Plan,mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/Moderate%20Income%20Housing%20Plan/Amended%202022%205-Year%20MIHP%2C%20Housing%20Element%20to%20the%20General%20Plan.pdf,2026-07-05,text,pdftotext-layout,raw/mih-2022-five-year-plan-amended-housing-element.pdf,13,city,"AMENDED 2022 Five-Year MIHP (Housing Element), adopted 2023-01-24 by Resolution 02-2023. City's current canonical MIH element document (before the 2025 annual update). Differs from the original 2022 'for publishing' PDF. Born-digital."
2022-09-01,Resolution No. 17-2022 - adopting the 2022 Five-Year Moderate-Income Housing Plan,mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/172022MIHPsignedadoptionRe.pdf,2026-07-05,text,pdftotext-layout,raw/mih-2022-signed-adoption-resolution.pdf,3,city,Signed City Council resolution (PASSED AND ADOPTED 2022-09-01) adopting the 2022 Five-Year MIHP as the Housing Element. PC public hearing 2022-08-24; Council 2022-09-01 -> joinable to meeting_minutes/all_votes.csv by date. Born-digital.
2023-01-24,Resolution No. 02-2023 - adopting an amendment to the 2022 Five-Year Moderate Income Housing Plan,mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/Moderate%20Income%20Housing%20Plan/Resolution%2002-2023.pdf,2026-07-05,text,pdftotext-layout,raw/res-02-2023-amend-2022-mihp.pdf,14,city,Signed City Council resolution (PASSED AND ADOPTED 2023-01-24) adopting the Amended 2022 Five-Year MIHP (an addendum). Includes the amended plan text. Joinable to meeting_minutes/all_votes.csv by date 2023-01-24. Born-digital.
2025-06-12,2025 Update to the 2022 Moderate Income Housing Plan (Housing Element to the General Plan),mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/Moderate%20Income%20Housing%20Plan/2025%20Update%20to%202022%20MIHP%20and%20Housing%20Element%20to%20the%20General%20Plan..pdf,2026-07-05,text,pdftotext-layout,raw/mih-2025-update-to-2022-mihp.pdf,7,city,"Annual update to the 2022 MIHP, prepared per Utah Code 10-9a-403 (self-states it updates the MIHP adopted 2022-09-01). Adopted by Housing Resolution 12-2025 (2025-06-12 per city announcement). Doubles as the city's annual MIH implementation report basis. Born-digital."
2019-11-07,2020 Housing Assessment and Plan,mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/Moderate%20Income%20Housing%20Plan/2020%20Housing%20Assessment%20and%20Plan.pdf,2026-07-05,text,pdftotext-layout,raw/housing-assessment-and-plan-2020.pdf,19,city,"Housing needs assessment underpinning the MIH element; first page states 'Adopted by City Council on November 7, 2019, Resolution No. 22-2019' (titled 2020 Housing Assessment and Plan). Born-digital."
2021,2021 Addendum to the Housing Assessment and Plan,mih_element,https://www.parkcity.gov/Documents/Community/Affordable%20Housing/Moderate%20Income%20Housing%20Plan/2021%20Addendum%20to%20Housing%20Assessment%20and%20Plan.pdf,2026-07-05,text,pdftotext-layout,raw/housing-assessment-2021-addendum.pdf,6,city,2021 addendum updating the 2020 Housing Assessment and Plan (updated Housing Element approved 2021). Born-digital.
