date,year,title,slug,path,source,source_url,format,packet_url
2020-01-08,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1319,pdf-text,
2020-01-15,2020,City Council Work Session,city-council-work-session,meeting_minutes/minutes/2020/2020-01-13/2020-01-15_city-council-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1314,pdf-text,
2020-01-22,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1308,pdf-text,
2020-01-24,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-01-20/2020-01-24_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1304,pdf-text,
2020-01-29,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-01-27/2020-01-29_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1298,pdf-text,
2020-02-12,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1292,pdf-text,
2020-02-26,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1286,pdf-text,
2020-03-05,2020,City Council Work Session,city-council-work-session,meeting_minutes/minutes/2020/2020-03-02/2020-03-05_city-council-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1281,pdf-text,
2020-03-11,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-03-09/2020-03-11_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1275,pdf-text,
2020-04-01,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-03-30/2020-04-01_city-council-special-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1271,pdf-text,
2020-04-06,2020,City Council Special Meeting,city-council-special-meeting,meeting_minutes/minutes/2020/2020-04-06/2020-04-06_city-council-special-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1267,pdf-text,
2020-04-08,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-04-06/2020-04-08_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1261,pdf-text,
2020-04-15,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-04-13/2020-04-15_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1255,pdf-text,
2020-04-29,2020,City Council Work Session,city-council-work-session,meeting_minutes/minutes/2020/2020-04-27/2020-04-29_city-council-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1250,pdf-text,
2020-05-13,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-05-11/2020-05-13_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1244,pdf-text,
2020-05-13,2020,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2020/2020-05-11/2020-05-13_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1558,pdf-text,
2020-05-13,2020,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2020/2020-05-11/2020-05-13_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1578,pdf-text,
2020-05-21,2020,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2020/2020-05-18/2020-05-21_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1239,pdf-text,
2020-05-27,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-05-25/2020-05-27_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1233,pdf-text,
2020-05-27,2020,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2020/2020-05-25/2020-05-27_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1554,pdf-text,
2020-05-27,2020,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2020/2020-05-25/2020-05-27_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1574,pdf-text,
2020-05-28,2020,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2020/2020-05-25/2020-05-28_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1228,pdf-text,
2020-06-04,2020,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2020/2020-06-01/2020-06-04_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1223,pdf-text,
2020-06-10,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-06-08/2020-06-10_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1217,pdf-text,
