body_id,body,notice_id,notice_date,file_date,file_id,filename,label
1031,City Council,1081423,2026-05-19,2026-05-19,1452131,05-19-2026 South Jordan City Council Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1081421,2026-05-19,2026-05-19,1452127,05-19-2026 South Jordan City Council Study Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1077257,2026-05-05,2026-05-05,1452113,05-05-2026 South Jordan Combined City Council_Redevelopment Agency Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1077255,2026-05-05,2026-05-05,1442601,05-05-2026 South Jordan City Council Study Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1070571,2026-04-07,2026-04-07,1436181,04-07-2026 South Jordan City Council Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1070569,2026-04-07,2026-04-07,1436179,04-07-2026 South Jordan City Council Study Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1066449,2026-03-17,2026-03-17,1436175,03-17-2026 South Jordan City Council Budget Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1063529,2026-03-04,2026-03-04,1433665,03-04-2026 South Jordan City Council Budget Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1062951,2026-03-03,2026-03-03,1436171,03-03-2026 South Jordan City Council Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1062949,2026-03-03,2026-03-03,1436173,03-03-2026 South Jordan City Council Study Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1059867,2026-02-17,2026-02-17,1416393,02-17-2026 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1059865,2026-02-17,2026-02-17,1416391,02-17-2026 South Jordan City Council Study Meeting Minutes_FINAL.pdf,Meeting Minutes
1031,City Council,1056171,2026-02-03,2026-02-03,1399545,02-03-2026 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1052977,2026-01-20,2026-01-20,1399547,01-20-2026 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1049721,2026-01-07,2026-01-07,1392795,01-07-2026 South Jordan City Council Budget Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1049169,2026-01-06,2026-01-06,1406103,01-06-2026 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1049167,2026-01-06,2026-01-06,1406101,01-06-2026 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1041455,2025-12-02,2025-12-02,1375257,12-02-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1041453,2025-12-02,2025-12-02,1375255,12-02-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1038247,2025-11-18,2025-11-18,1375253,11-18-2025 South Jordan City Council Meeting_FINAL.pdf,Meeting Minutes
1031,City Council,1038241,2025-11-18,2025-11-18,1375249,11-18-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1038239,2025-11-18,2025-11-18,1362667,11-18-2025 South Jordan City Council Board of Canvassers Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1031137,2025-10-21,2025-10-21,1362665,10-21-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1031133,2025-10-21,2025-10-21,1362663,10-21-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1027565,2025-10-07,2025-10-07,1362651,10-07-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1027563,2025-10-07,2025-10-07,1362649,10-07-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1022646,2025-09-16,2025-09-16,1340565,09-16-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1022642,2025-09-16,2025-09-16,1340563,09-16-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1019281,2025-09-02,2025-09-02,1335621,09-02-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1019279,2025-09-02,2025-09-02,1335619,09-02-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1016379,2025-08-19,2025-08-19,1320875,8-19-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1016377,2025-08-19,2025-08-19,1318073,08-19-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1013035,2025-08-05,2025-08-05,1311863,08-05-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1013025,2025-08-05,2025-08-05,1311859,08-05-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1009501,2025-07-15,2025-07-15,1311857,07-15-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1009499,2025-07-15,2025-07-15,1311855,07-15-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1003109,2025-06-17,2025-06-17,1299251,06-17-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,1003111,2025-06-17,2025-06-17,1299231,06-17-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,998909,2025-06-03,2025-06-03,1299227,06-03-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,998907,2025-06-03,2025-06-03,1299225,06-03-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,992109,2025-05-06,2025-05-06,1289839,05-06-2025 South Jordan City Combined CC and RDA Meeting Minutes - FINAL.pdf,Meeting Minutes
